w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Lmt_uH
23.6,1,1,11.6,3.2,30.4,0,0.51,14,30,0.175,0.1,2,21,0.07,0.05,0.1,0.26,0.3,3.8,1.6,1.7,19,10,0.2,4.6,3.2,3.5,0.2,1.3,140.349460407895
14,11.8,10.6,4.4,10.4,23.2,0,0.51,14,32,0.14,0.08,2,25,0.14,0.04,0.1,0.16,1,1,2,3.6,29,12,3.5,4.2,4.7,1.2,0.17,1.5,140.452509509981
20,1,5.8,15.2,5.6,23.2,0,0.51,14,27,0.105,0.02,2,16,0.14,0.04,0.1,0.31,0.4,1.8,2.3,4.1,0,22,2.3,2.4,4.5,4.5,0.1,1.5,140.520713623412
20,2.2,7,5.6,6.8,44.8,0,0.51,14,27,0.175,0.05,2,20,0.175,0.08,0.1,0.4,0.7,1.5,3.7,1.5,2,17,1.6,0.8,0.5,0.5,0.24,1.4,140.590880965574
8,7,2.2,15.2,12.8,29.2,0,0.5,14,35,0.07,0.01,2,31,0.175,0.07,0.1,0.31,1.4,3.4,3.8,4.6,24,14,1.5,2.1,3.6,4.5,0.85,1.7,140.625563610899
14,4.6,4.6,6.8,4.4,53.2,0,0.51,14,21,0.14,0.08,2,29,0.175,0.06,0.1,0.3,0.5,2.5,1.7,3,7,3,2.4,3.2,1.3,2.4,0.32,1.6,140.657029384106
11.6,8.2,7,6.8,11.6,49.6,0,0.51,14,25,0.105,0.1,2,3,0.175,0.03,0.1,0.21,0.8,2.5,4.7,1.4,7,1,0.1,4.1,2.8,3,0.6,1,140.686959264708
20,2.2,2.2,5.6,4.4,30.4,0,0.51,14,16,0.14,0.06,2,24,0.035,0.03,0.1,0.13,0.2,1.3,1.8,2.4,0,11,0.7,1.2,0.2,4.4,0.18,1.6,140.747308179256
15.2,2.2,4.6,10.4,15.2,36.4,0,0.51,14,34,0.105,0.01,2,21,0.175,0.07,0.1,0.38,1.6,3.3,3.1,2.2,14,13,4,2.5,4.4,4.2,0.75,2,141.017348636612
9.2,4.6,5.8,12.8,12.8,35.2,0,0.5,14,35,0.105,0.02,2,14,0.105,0.06,0.1,0.45,0.8,0.7,3.1,2.4,10,11,2.8,1.8,4.4,1.4,0.43,1.2,141.044943396921
6.8,13,9.4,10.4,3.2,14.8,0,0.51,14,16,0.175,0.05,2,5,0.105,0.09,0.1,0.4,0.2,1.3,1.6,1.2,12,5,0.7,3.8,0.6,3.4,0.16,1,141.365288252778
15.2,2.2,7,11.6,24.8,49.6,0,0.51,14,29,0.07,0.03,2,33,0.14,0.04,0.1,0.07,3.1,2.5,5,3.5,19,21,1,3.9,1.1,4.2,0.28,3,141.490860972819
10.4,4.6,5.8,10.4,5.6,32.8,0,0.5,14,30,0.175,0.05,2,34,0.14,0.04,0.1,0.46,0.3,2.6,2.1,3.7,28,30,0.6,4.9,4.3,0.7,0.21,1.8,141.5371598508
6.8,11.8,11.8,11.6,8,22,0,0.5,14,33,0.105,0.04,2,30,0.07,0.06,0.1,0.08,0.6,2.1,4.7,3.6,4,12,1,3.3,3.2,2.8,0.19,2.9,141.859858402868
17.6,11.8,3.4,3.2,5.6,7.6,0,0.5,14,14,0.175,0.02,2,12,0.035,0.01,0.1,0.29,0.5,0.9,1.6,2.2,26,24,1.9,0.1,0.8,3.9,0.23,1.1,141.867100885931
17.6,10.6,11.8,3.2,10.4,8.8,0,0.51,14,30,0.14,0.1,2,7,0.14,0.01,0.1,0.37,0.8,2.3,2.9,2.7,5,4,1,1.7,0.6,0.2,0.12,1.3,142.020680764996
18.8,1,7,21.2,12.8,46,0,0.5,14,27,0.07,0.06,2,6,0.175,0.06,0.1,0.17,0.8,1.6,3.8,2.9,9,6,4.1,3.6,4.3,2.5,0.32,2.8,142.114212027207
22.4,4.6,10.6,3.2,8,38.8,0,0.5,14,29,0.175,0.06,2,8,0.14,0.09,0.1,0.23,0.4,2,2.1,2.5,15,0,3,0.8,4.2,0.5,0.15,1.7,142.19995249818
24.8,1,5.8,9.2,9.2,46,0,0.5,14,28,0.14,0.01,2,12,0.105,0.1,0.1,0.21,1.1,0.7,3.2,4.2,14,3,0.5,4.9,5,4.5,0.25,1.3,142.445885619253
12.8,7,4.6,5.6,16.4,12.4,0,0.5,14,11,0.105,0.05,2,11,0.14,0.03,0.1,0.13,1.3,1,3.7,3.4,6,21,0.1,3.8,0.9,5,0.87,2.9,142.533546511819
10.4,8.2,13,8,12.8,50.8,0,0.51,14,33,0.175,0.08,2,15,0.07,0.05,0.1,0.37,0.7,0.8,4.8,4.6,4,14,3,4.6,3.1,3.2,0.5,3,142.594798395754
14,5.8,1,6.8,10.4,23.2,0,0.5,14,27,0.105,0.02,2,19,0.14,0.06,0.1,0.46,1.3,2.6,4.3,2.7,7,10,1.3,2.3,4.7,0.8,0.23,1,142.68460745264
11.6,11.8,11.8,5.6,23.6,25.6,0,0.5,14,35,0.14,0.04,2,22,0.07,0.07,0.1,0.32,1,3.6,4.2,4.4,25,2,1.1,2.4,0.4,4.3,0.85,3.5,142.84825937937
9.2,4.6,10.6,14,8,41.2,0,0.51,14,25,0.175,0.08,2,18,0.175,0.1,0.1,0.26,0.9,2.5,3.6,5,23,10,1.5,1.6,4.2,4.3,0.82,1.6,142.993512873138
12.8,2.2,2.2,22.4,17.6,30.4,0,0.51,14,25,0.175,0.03,2,10,0.14,0.08,0.1,0.37,1.8,3.1,4,4.8,30,20,0.8,3.4,2.8,1.1,1.03,2.2,143.006815331955
23.6,1,5.8,8,16.4,49.6,0,0.5,14,32,0.07,0.01,2,30,0.105,0.01,0.1,0.38,0.9,2.7,4,2.4,5,20,4.4,1.4,2,1.1,0.1,1.6,143.088000831218
15.2,8.2,5.8,4.4,6.8,26.8,0,0.51,14,35,0.105,0.01,2,28,0.07,0.04,0.1,0.37,0.8,4.1,3.7,2.4,3,20,2,3.9,0.2,1.1,0.29,1.4,143.127075528172
21.2,1,4.6,15.2,4.4,4,0,0.51,14,29,0.14,0.05,2,32,0.175,0.06,0.1,0.3,0.5,2.9,2.1,2.5,9,27,3.3,2.2,3.9,3.3,0.29,2,143.497875468246
9.2,2.2,9.4,24.8,17.6,4,0,0.5,14,23,0.105,0.07,2,6,0.175,0.02,0.1,0.5,0.8,0.6,3.5,2.4,5,11,3.7,2.4,1.3,1.5,0.31,2,143.868732250916
29.6,1,5.8,4.4,12.8,31.6,0,0.51,14,28,0.175,0.09,2,7,0.07,0.01,0.1,0.37,1,2.5,3,3.1,24,8,4.1,3.7,4.8,2.5,0.58,1.9,143.935566516476
22.4,1,2.2,15.2,8,50.8,0,0.5,14,30,0.07,0.02,2,30,0.105,0.04,0.1,0.34,0.5,1.1,4.6,3.9,12,13,2.1,4.8,2.8,3.5,0.11,1.5,144.442402792509
15.2,11.8,8.2,4.4,9.2,41.2,0,0.5,14,29,0.035,0.03,2,7,0.035,0.02,0.1,0.2,0.8,3.4,2.1,3,15,21,3.9,4,3.6,4,0.24,1,144.461911128878
12.8,5.8,3.4,6.8,14,29.2,0,0.51,14,32,0.105,0.07,2,19,0.175,0.02,0.1,0.05,1.2,1.9,2.9,3.4,23,18,1.8,3.4,1.8,3.1,0.63,1.5,144.467930746981
9.2,13,4.6,9.2,22.4,47.2,0,0.51,14,27,0.035,0.01,2,27,0.105,0.07,0.1,0.29,2.2,0.7,5,2.9,17,25,0.1,3.4,2.8,0.4,0.6,2.6,144.702879544114
9.2,3.4,4.6,26,22.4,31.6,0,0.51,14,31,0.105,0.1,2,34,0.07,0.03,0.1,0.43,2.8,0.4,4,4.9,4,7,2.1,0.8,0.4,3.2,0.29,3.1,144.725460103408
11.6,3.4,10.6,10.4,9.2,18.4,0,0.51,14,31,0.14,0.04,2,16,0.175,0.07,0.1,0.23,1.1,2.7,4,4.4,0,29,2.4,3.4,1.2,2.6,0.68,1.8,144.777843662167
23.6,1,5.8,10.4,10.4,41.2,0,0.5,14,26,0.07,0.03,2,32,0.175,0.1,0.1,0.46,0.6,1.7,4.5,3.7,29,11,2.3,2.1,3.2,3.9,0.29,1,144.821465594546
23.6,4.6,13,3.2,14,50.8,0,0.5,14,28,0.105,0.07,2,26,0.175,0.01,0.1,0.29,1.3,0.7,4.5,2.5,28,16,0.2,1.7,3,4.8,0.33,1.1,144.916073990109
28.4,2.2,3.4,3.2,6.8,36.4,0,0.51,14,34,0.175,0.01,2,24,0.105,0.1,0.1,0.2,0.8,2.1,3.9,2.6,16,13,1.3,2.5,1.1,2.7,0.75,2.3,144.954486822506
14,2.2,13,11.6,6.8,18.4,0,0.5,14,12,0.175,0.02,2,35,0.175,0.01,0.1,0.08,0.8,0.8,2.6,4.2,0,24,4.4,4.3,1.2,4.2,0.14,1.5,145.031289863875
9.2,3.4,13,18.8,22.4,49.6,0,0.5,14,27,0.14,0.07,2,32,0.07,0.04,0.1,0.32,1.2,0.8,4.2,3.6,22,23,0.1,4.6,4.4,1.8,0.37,3.5,145.444317627794
12.8,4.6,5.8,8,26,36.4,0,0.51,14,25,0.175,0.06,2,35,0.175,0.05,0.1,0.17,3,2.8,4.5,4.7,12,25,3.4,3.2,4.7,1.3,1.11,3.4,145.454036616357
8,4.6,2.2,23.6,5.6,31.6,0,0.5,14,10,0.105,0.08,2,5,0.14,0.1,0.1,0.24,0.6,1.2,2.3,2.8,10,29,3.8,2.2,2.2,2.5,0.17,1.2,145.461917923874
21.2,3.4,3.4,4.4,14,46,0,0.51,14,26,0.035,0.02,2,18,0.105,0.05,0.1,0.23,1.6,1.6,2.5,2.5,14,9,1.8,4.5,2.6,3.5,0.54,2.3,145.522031569591
8,4.6,13,18.8,9.2,29.2,0,0.51,14,28,0.14,0.02,2,12,0.14,0.05,0.1,0.43,1,3,5,3.4,30,12,1.3,3.5,3.9,2.6,0.41,2.9,145.527811985909
8,7,13,12.8,12.8,47.2,0,0.51,14,33,0.175,0.05,2,13,0.14,0.02,0.1,0.46,1.1,0.9,4.5,3.9,16,30,2.7,4.3,4.3,2.4,0.43,2.5,145.782451311818
16.4,4.6,9.4,4.4,9.2,5.2,0,0.51,14,16,0.035,0.02,2,23,0.07,0.07,0.1,0.2,0.7,0.9,3.1,4.7,1,21,3.8,1.9,2.1,3.9,0.56,1.9,145.854888434444
15.2,9.4,2.2,4.4,11.6,11.2,0,0.51,14,29,0.105,0.03,2,13,0.07,0.02,0.1,0.14,1.5,0.9,3.2,3.5,21,11,4.2,1,0.9,0.2,0.42,2.3,145.866513942498
34.4,2.2,4.6,2,9.2,13.6,0,0.51,14,32,0.14,0.06,2,35,0.175,0.02,0.1,0.39,0.7,0.8,3,3.1,3,22,0.3,4.5,3.2,4,0.33,2.1,146.04087745332
10.4,3.4,7,16.4,6.8,30.4,0,0.5,14,35,0.035,0.02,2,22,0.07,0.04,0.1,0.32,0.5,3.4,3.4,2.1,16,7,4.3,3.9,4,0.4,0.34,1.4,146.240563650016
12.8,2.2,7,17.6,23.6,48.4,0,0.5,14,18,0.14,0.07,2,10,0.105,0.1,0.1,0.31,1.3,1.8,5,3.2,8,20,0.8,1.3,4.5,4.8,0.76,2.8,146.499989670507
14,2.2,5.8,14,18.8,37.6,0,0.5,14,23,0.175,0.01,2,16,0.105,0.06,0.1,0.26,1.6,2.8,3.6,3.9,29,14,1.5,2.4,2.1,0.8,0.23,2.7,146.579840408427
21.2,2.2,1,5.6,3.2,32.8,0,0.5,14,33,0.14,0.08,2,6,0.07,0.05,0.1,0.31,0.4,1.1,1.8,4.4,9,22,1.1,0.3,1.9,3,0.26,1.2,146.675633258517
8,8.2,10.6,11.6,20,22,0,0.5,14,33,0.14,0.09,2,16,0.105,0.03,0.1,0.48,2.5,2.4,4.4,3.2,19,28,4.5,1.9,4.1,4,1.08,2.1,146.708907155237
40.4,2.2,1,2,6.8,50.8,0,0.5,14,25,0.07,0.02,2,6,0.14,0.09,0.1,0.48,0.6,2.9,1.9,3.7,7,25,4.6,4.2,1.3,3.4,0.18,1,146.722627014751
11.6,13,9.4,5.6,9.2,12.4,0,0.5,14,11,0.14,0.1,2,12,0.14,0.08,0.1,0.43,1.2,0.4,2.6,4.4,27,13,0.1,1.2,0.1,0.3,0.18,1.7,146.738046769064
8,4.6,9.4,18.8,10.4,49.6,0,0.51,14,27,0.105,0.02,2,33,0.14,0.09,0.1,0.43,0.8,1.6,3.1,4.2,15,21,2.9,2.9,2.9,3.4,0.79,2.8,146.851475099115
8,7,13,11.6,9.2,8.8,0,0.51,14,34,0.07,0.03,2,13,0.175,0.05,0.1,0.41,1.2,1.2,4.2,4.9,15,19,3.5,2.2,4.3,0.9,0.3,2.7,147.170137086822
12.8,2.2,9.4,17.6,6.8,30.4,0,0.51,14,10,0.175,0.04,2,29,0.07,0.05,0.1,0.06,0.5,0.8,4.1,2.3,5,14,3.8,0.8,3.5,4.1,0.18,1.3,147.284347756731
14,7,5.8,5.6,15.2,28,0,0.5,14,27,0.175,0.08,2,10,0.14,0.07,0.1,0.25,1.5,0.7,3.2,4.4,4,14,2,2.7,3.1,2.2,0.1,2.9,147.292767058933
21.2,5.8,5.8,3.2,8,22,0,0.51,14,31,0.14,0.02,2,8,0.14,0.07,0.1,0.29,1,3.3,2.1,2.2,6,7,2.2,0.2,3.3,3.6,0.26,1.9,147.337230096413
8,4.6,9.4,17.6,14,49.6,0,0.5,14,25,0.175,0.07,2,28,0.175,0.05,0.1,0.41,0.8,0.8,3.1,3.3,28,23,1.4,4.4,4.8,3.9,0.52,1.9,147.429297658818
11.6,10.6,3.4,6.8,16.4,29.2,0,0.5,14,33,0.105,0.09,2,3,0.035,0.02,0.1,0.04,2,3.4,5,1.5,5,16,0.4,1.7,4.3,4.7,0.48,1.3,147.50306029786
26,1,7,8,10.4,53.2,0,0.51,14,31,0.14,0.03,2,30,0.105,0.01,0.1,0.11,0.9,2.5,2.9,4.8,3,9,4.6,2.8,2.2,4.7,0.8,2.8,147.581334801401
9.2,5.8,8.2,14,22.4,52,0,0.51,14,29,0.105,0.03,2,22,0.14,0.08,0.1,0.27,3,2,4.5,5,16,7,2.4,2.9,1.5,1.3,0.14,4,147.654022064713
9.2,7,7,9.2,12.8,5.2,0,0.51,14,22,0.07,0.04,2,10,0.14,0.07,0.1,0.34,1.4,2.5,4.8,3.5,21,12,0.4,3.2,0.6,1.3,0.58,2.5,147.708880056874
8,4.6,13,16.4,14,18.4,0,0.5,14,19,0.105,0.06,2,23,0.105,0.04,0.1,0.42,1.2,1.8,4.3,3.4,16,20,4.4,3,2.9,3.7,0.74,2.7,147.889467515842
8,11.8,5.8,10.4,3.2,37.6,0,0.5,14,20,0.07,0.02,2,22,0.07,0.06,0.1,0.13,0.2,2.6,1.1,1.2,8,17,3.4,1.7,2.3,3.6,0.13,1,147.957622896465
11.6,10.6,8.2,6.8,26,37.6,0,0.5,14,34,0.07,0.02,2,30,0.105,0.01,0.1,0.45,3.3,3.8,4.8,4.4,22,17,1.3,4.3,4.4,2.9,0.36,3.1,147.991586494938
21.2,2.2,7,4.4,8,4,0,0.51,14,8,0.175,0.06,2,10,0.105,0.06,0.1,0.44,0.8,0.5,4.1,3.5,10,13,1.8,0.7,0.8,3.7,0.34,2.8,148.060508954789
8,5.8,1,20,4.4,34,0,0.51,14,29,0.105,0.08,2,9,0.175,0.1,0.1,0.37,0.4,1.3,1.4,4.2,7,13,0.9,3.7,1.7,3.1,0.22,1.2,148.240379234298
6.8,8.2,8.2,14,8,14.8,0,0.51,14,9,0.14,0.05,2,31,0.105,0.06,0.1,0.23,0.9,1.1,3.4,4.8,22,22,0.1,1.2,4.1,2.9,0.55,2.6,148.43795374929
15.2,10.6,2.2,4.4,5.6,20.8,0,0.51,14,35,0.105,0.09,2,34,0.07,0.07,0.1,0.39,0.5,3.4,2.9,3.8,23,30,2.6,3.5,2.6,0.7,0.1,1.6,148.447903000758
11.6,11.8,4.6,6.8,15.2,38.8,0,0.5,14,8,0.105,0.07,2,25,0.14,0.06,0.1,0.25,1.9,0.3,4.1,3.9,30,2,2.4,4.1,3.1,2.6,0.23,1,148.515152393599
12.8,5.8,8.2,6.8,26,36.4,0,0.5,14,30,0.14,0.01,2,34,0.105,0.05,0.1,0.2,1.4,2.7,4.4,4.8,17,13,4.5,0.6,2,2.5,1.34,4.2,148.521784606753
17.6,3.4,7,5.6,22.4,50.8,0,0.51,14,30,0.105,0.1,2,34,0.14,0.09,0.1,0.05,1.4,0.9,4.3,4.9,12,30,4,1.3,0.6,4.2,0.73,4.1,148.828317932926
26,1,10.6,6.8,14,29.2,0,0.51,14,8,0.14,0.01,2,11,0.175,0.03,0.1,0.47,1.6,0.7,2.9,2.6,8,5,2.4,1.7,3.8,2.7,0.18,1.7,149.205231337241
9.2,4.6,2.2,16.4,6.8,20.8,0,0.51,14,34,0.07,0.01,2,11,0.175,0.05,0.1,0.27,0.7,1.3,2.6,3.6,15,7,2.4,1.4,1.8,4.5,0.28,1.2,149.485257836005
11.6,9.4,2.2,8,15.2,52,0,0.5,14,16,0.105,0.03,2,22,0.105,0.04,0.1,0.23,1.6,1.9,4.6,4.7,26,24,4.3,4.3,3.8,2.3,0.96,2.9,149.60614856939
10.4,3.4,7,17.6,8,36.4,0,0.51,14,32,0.14,0.05,2,35,0.175,0.01,0.1,0.39,0.4,1.3,4.9,4.1,4,17,2,3.7,0.8,0.1,0.15,2.8,149.735342487802
9.2,8.2,2.2,11.6,23.6,19.6,0,0.51,14,13,0.14,0.03,2,31,0.14,0.08,0.1,0.49,0.9,1.6,4.1,4.6,11,17,2.7,3.9,3.8,1.4,0.87,3.2,149.769320066281
8,11.8,2.2,11.6,5.6,36.4,0,0.51,14,19,0.07,0.01,2,6,0.035,0.01,0.1,0.08,0.3,2.5,3.5,1.7,7,24,3.8,0.4,4.9,4.6,0.28,1.3,149.789834847754
14,9.4,7,5.6,16.4,47.2,0,0.5,14,34,0.14,0.06,2,29,0.14,0.04,0.1,0.36,2.1,3.3,2.8,2.7,20,25,4,0.6,2,2.6,0.65,2.3,149.812793986928
22.4,8.2,4.6,3.2,12.8,48.4,0,0.5,14,6,0.14,0.08,2,22,0.175,0.01,0.1,0.42,1,0.4,4.3,3.9,7,0,2.1,0.8,1.1,3.7,0.18,3.1,149.8505034585
11.6,5.8,11.8,8,15.2,34,0,0.5,14,33,0.07,0.04,2,7,0.07,0.04,0.1,0.14,1.3,3.1,3.8,3,22,16,3.3,0.2,4.4,2,1.29,2.4,150.162439856393
9.2,4.6,3.4,17.6,22.4,7.6,0,0.51,14,29,0.105,0.05,2,17,0.14,0.09,0.1,0.5,2.6,3.5,4.7,4.9,14,2,3.8,2.3,0.6,1.7,0.1,3.4,150.419596659708
11.6,2.2,10.6,18.8,16.4,16,0,0.51,14,20,0.035,0.01,2,31,0.14,0.07,0.1,0.32,1,1,4.8,2.9,13,2,1.4,3.6,4.7,3.3,0.81,2.3,150.423589333496
8,5.8,13,15.2,5.6,18.4,0,0.5,14,22,0.105,0.07,2,9,0.105,0.03,0.1,0.12,0.7,2.4,1.7,2.7,20,20,2.1,4.3,0.8,3.9,0.21,1.6,150.427649209115
23.6,1,4.6,8,9.2,5.2,0,0.5,14,29,0.14,0.03,2,27,0.175,0.1,0.1,0.43,0.6,1.3,5,2,26,9,4.4,0.7,1.7,4.5,0.5,1.3,150.492808794325
26,1,3.4,10.4,11.6,52,0,0.5,14,32,0.14,0.05,2,21,0.175,0.07,0.1,0.24,1.3,3.4,3,3.7,0,11,3.3,3.1,0.9,2.5,0.39,2.7,150.649192720246
6.8,8.2,7,16.4,6.8,32.8,0,0.51,14,26,0.175,0.08,2,20,0.035,0.01,0.1,0.38,0.7,2.5,3,1.8,27,6,4.6,4.2,2.1,3.6,0.66,1,150.750268564789
5.6,8.2,10.6,24.8,4.4,38.8,0,0.5,14,32,0.14,0.04,2,35,0.105,0.1,0.1,0.35,0.2,2.2,2.1,1.4,1,18,2.4,3.3,1.6,1.9,0.15,1.2,150.833128236752
8,10.6,2.2,14,18.8,25.6,0,0.51,14,35,0.105,0.1,2,32,0.175,0.06,0.1,0.23,1.2,1.3,4.4,4.7,30,12,3.3,3.3,2.3,0.7,0.12,2.6,150.886405842518
24.8,1,10.6,8,16.4,26.8,0,0.51,14,35,0.175,0.03,2,25,0.14,0.06,0.1,0.47,1.4,1.4,3.4,2.6,11,11,1.4,4.5,0.6,3.8,1.04,2,151.225577812863
8,5.8,7,18.8,17.6,49.6,0,0.5,14,25,0.175,0.07,2,19,0.035,0.03,0.1,0.24,1.6,3,3.7,3.9,0,29,4.4,3,3.4,1.4,0.42,1.6,151.458816046694
9.2,5.8,2.2,15.2,20,20.8,0,0.51,14,18,0.105,0.1,2,10,0.105,0.09,0.1,0.37,1.8,1.5,3.5,3.8,30,9,4.1,4.6,2.9,0.9,1.02,3.2,151.513782424239
9.2,8.2,11.8,9.2,6.8,17.2,0,0.51,14,22,0.105,0.04,2,12,0.14,0.01,0.1,0.4,0.8,0.7,3,4.8,19,11,3.4,0.4,4.4,3.1,0.41,1.5,151.5831026492
12.8,9.4,10.6,5.6,16.4,24.4,0,0.51,14,35,0.14,0.08,2,9,0.07,0.03,0.1,0.22,1,3.9,4.1,4.5,4,27,4.4,4.2,3.6,1.6,0.35,3.7,151.730646945563
12.8,4.6,13,8,9.2,28,0,0.5,14,30,0.14,0.05,2,29,0.105,0.01,0.1,0.08,0.7,2.3,3.5,3.5,28,1,4.8,1.2,2.3,4.8,0.25,2.1,151.771721430476
10.4,3.4,7,17.6,11.6,28,0,0.5,14,31,0.105,0.1,2,16,0.175,0.08,0.1,0.31,1.5,3.5,4.5,4.2,17,6,0.7,4.4,0.9,3.9,0.43,3.6,151.909843477362
11.6,2.2,13,26,11.6,36.4,0,0.5,14,18,0.035,0.01,2,12,0.07,0.06,0.1,0.29,0.9,1.7,4.8,4.3,27,19,0.1,1.2,0.8,0.1,0.33,2.4,151.949599327703
17.6,7,11.8,4.4,14,47.2,0,0.51,14,23,0.175,0.03,2,35,0.07,0.04,0.1,0.25,0.9,1.1,4.5,2.9,3,2,1.6,4.4,4.5,2.6,0.76,2.8,152.23446979376
12.8,2.2,4.6,22.4,22.4,32.8,0,0.51,14,33,0.14,0.03,2,28,0.14,0.03,0.1,0.33,2.2,3.8,3.7,3.7,11,7,3.6,4.9,1.3,4.9,1.75,3.4,152.307778058136
20,1,9.4,24.8,9.2,52,0,0.5,14,6,0.07,0.03,2,26,0.175,0.09,0.1,0.28,0.7,0.4,3.8,2.6,23,12,0.7,1.4,0.8,3.2,0.33,2.2,152.331063690235
10.4,5.8,13,10.4,16.4,49.6,0,0.5,14,32,0.07,0.06,2,32,0.105,0.07,0.1,0.47,1.3,3.7,4.2,5,18,13,1.2,4.7,2.8,0.2,0.37,3.5,152.381248652568
9.2,4.6,8.2,16.4,8,40,0,0.5,14,21,0.175,0.01,2,18,0.175,0.07,0.1,0.32,0.8,2.8,4,2.6,28,10,2.9,2.7,2.1,2.3,0.15,2.3,152.575999132281
15.2,2.2,10.6,11.6,4.4,38.8,0,0.51,14,13,0.175,0.04,2,18,0.07,0.03,0.1,0.47,0.5,1.2,2.2,2.9,8,14,4.2,4.4,1.4,3,0.38,1.2,152.612606314654
10.4,8.2,10.6,8,16.4,23.2,0,0.51,14,29,0.07,0.01,2,14,0.105,0.07,0.1,0.35,1.1,3.7,4.7,4.2,14,20,2.1,1.4,0.3,2.2,0.13,3.3,152.898228293456
27.2,1,9.4,8,8,44.8,0,0.51,14,33,0.07,0.05,2,13,0.07,0.02,0.1,0.17,0.7,1.2,3.6,4.1,10,29,0.3,3.3,2.7,2.9,0.52,3.2,152.977328733497
15.2,2.2,3.4,11.6,4.4,16,0,0.51,14,19,0.07,0.04,2,26,0.14,0.08,0.1,0.25,0.3,0.4,2,1.9,0,28,3,3.6,1.4,4.5,0.19,1.6,153.122009548494
14,4.6,8.2,8,26,46,0,0.51,14,20,0.105,0.05,2,24,0.105,0.08,0.1,0.35,3.5,1.4,4.4,4.1,11,17,1.4,2.9,2.3,2.8,0.15,3.9,153.238899465051
23.6,2.2,10.6,4.4,21.2,30.4,0,0.5,14,23,0.175,0.01,2,15,0.14,0.03,0.1,0.22,1.7,3,4,4.1,5,15,3.9,4.4,2.6,0.5,1.07,2.6,153.264233058568
16.4,2.2,13,9.2,10.4,12.4,0,0.5,14,11,0.07,0.07,2,5,0.105,0.02,0.1,0.34,1.3,1.3,2.6,2.6,13,18,1.1,0.5,3.9,2.5,0.66,1,153.375171936074
10.4,3.4,5.8,17.6,9.2,38.8,0,0.5,14,33,0.175,0.04,2,10,0.14,0.02,0.1,0.3,0.8,0.2,2.6,1.6,29,18,2.6,2.5,4.1,3.3,0.16,1.3,153.753766271274
8,5.8,10.6,16.4,15.2,42.4,0,0.51,14,24,0.035,0.02,2,27,0.105,0.06,0.1,0.36,1,2.6,3.9,5,12,21,0.3,2.5,5,1.5,0.45,2.2,153.947296575866
34.4,4.6,5.8,2,6.8,36.4,0,0.5,14,33,0.035,0.01,2,16,0.175,0.08,0.1,0.26,0.8,2.5,2.3,4.4,13,16,4.5,3.3,2.7,2.7,0.67,1.6,154.082472175098
23.6,10.6,1,3.2,6.8,52,0,0.5,14,7,0.14,0.03,2,31,0.14,0.08,0.1,0.07,0.5,0.5,4,2.5,23,13,4.6,3.1,3.9,3.5,0.35,1,154.183976158651
6.8,8.2,10.6,15.2,5.6,17.2,0,0.5,14,20,0.07,0.03,2,6,0.14,0.01,0.1,0.32,0.4,0.9,2.4,2.5,4,27,3.2,0.8,1.1,0.9,0.26,2.3,154.351953942137
29.6,1,2.2,5.6,3.2,14.8,0,0.5,14,16,0.14,0.08,2,14,0.105,0.02,0.1,0.24,0.2,0.2,1.4,2.7,0,18,0.1,2.7,0.7,0.3,0.19,1.1,154.437497979547
20,4.6,13,4.4,23.6,50.8,0,0.5,14,26,0.14,0.09,2,27,0.14,0.05,0.1,0.27,2.7,2.2,4.4,3.9,9,14,1.3,2.6,4.4,2.6,0.51,3.7,154.734514452807
16.4,2.2,1,12.8,10.4,5.2,0,0.5,14,34,0.175,0.1,2,27,0.175,0.02,0.1,0.27,0.9,3.4,5,4.8,11,6,0.4,3.2,2.4,5,0.18,3.5,155.094363066848
14,3.4,1,11.6,10.4,11.2,0,0.51,14,19,0.105,0.07,2,19,0.14,0.09,0.1,0.19,1.2,2,4.8,4.2,13,17,1.1,0.2,3.6,2.9,0.89,1.5,155.113910155636
21.2,7,8.2,3.2,5.6,11.2,0,0.5,14,25,0.035,0.01,2,26,0.14,0.06,0.1,0.42,0.4,0.5,3.2,4.7,5,0,4.1,3.4,0.6,0.7,0.32,1.8,155.204966582645
15.2,2.2,5.8,15.2,26,44.8,0,0.51,14,31,0.175,0.03,2,22,0.175,0.1,0.1,0.4,3.1,2.6,5,3.8,18,14,2.8,2.3,2.3,0.2,0.59,3.2,155.286504289055
16.4,8.2,9.4,4.4,5.6,23.2,0,0.5,14,27,0.07,0.03,2,23,0.14,0.03,0.1,0.47,0.6,3.2,2.9,3.7,6,11,3,3.3,2.1,1.7,0.26,2.5,155.40570672414
6.8,5.8,9.4,22.4,3.2,10,0,0.5,14,24,0.175,0.03,2,8,0.14,0.02,0.1,0.4,0.3,0.8,1.8,5,22,3,3.5,4.8,0.1,3.8,0.12,1.3,155.554829455344
