w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_bottom_left_T
46.4,3.4,13.0,22.4,4.4,28.0,0.0,0.51,14.0,22.0,0.175,0.04,2.0,33.0,0.14,0.07,0.1,0.25,0.5,2.8,2.2,4.3,30.0,5.0,1.8,1.5,0.3,3.5,0.23,1.7,0.0193048802347702
24.8,5.8,9.4,11.6,11.6,49.6,0.0,0.5,14.0,29.0,0.07,0.02,2.0,35.0,0.105,0.09,0.1,0.19,1.0,2.0,4.0,4.6,15.0,0.0,4.1,4.7,1.2,1.7,0.27,3.0,0.0459762166685582
30.8,11.8,11.8,10.4,24.8,8.8,0.0,0.5,14.0,32.0,0.175,0.01,2.0,21.0,0.175,0.09,0.1,0.34,1.3,0.5,4.3,4.3,28.0,9.0,3.4,0.9,0.7,3.3,0.12,4.1,0.0289564361214918
40.4,10.6,11.8,5.6,3.2,35.2,0.0,0.51,14.0,11.0,0.14,0.02,2.0,8.0,0.07,0.03,0.1,0.34,0.4,0.8,1.3,1.7,10.0,3.0,4.4,2.8,0.3,1.3,0.15,1.1,0.0238752359554789
46.4,3.4,7.0,23.6,12.8,12.4,0.0,0.5,14.0,13.0,0.175,0.1,2.0,14.0,0.105,0.09,0.1,0.47,0.6,1.6,3.8,3.2,10.0,25.0,4.2,0.7,0.5,3.9,0.51,1.2,0.0294118083697819
47.6,10.6,13.0,12.8,26.0,11.2,0.0,0.51,14.0,27.0,0.14,0.03,2.0,22.0,0.035,0.01,0.1,0.04,1.6,1.1,5.0,4.2,7.0,1.0,2.9,3.7,5.0,1.6,0.61,3.3,0.016540751520987
51.2,7.0,9.4,5.6,3.2,41.2,0.0,0.5,14.0,18.0,0.105,0.06,2.0,30.0,0.175,0.1,0.1,0.28,0.4,1.3,1.4,3.6,9.0,15.0,4.8,4.0,3.1,2.6,0.12,1.1,0.0239959870184824
45.2,1.0,7.0,4.4,12.8,34.0,0.0,0.5,14.0,21.0,0.105,0.04,2.0,32.0,0.105,0.08,0.1,0.35,1.4,1.0,3.3,4.4,9.0,2.0,3.9,2.7,1.2,3.0,0.98,1.2,0.0334308040610609
47.6,5.8,2.2,14.0,15.2,17.2,0.0,0.51,14.0,26.0,0.105,0.1,2.0,23.0,0.07,0.02,0.1,0.17,1.6,2.3,4.3,3.0,26.0,25.0,3.1,3.2,5.0,4.6,0.16,1.6,0.102559516599926
42.8,2.2,3.4,17.6,6.8,12.4,0.0,0.5,14.0,32.0,0.175,0.01,2.0,35.0,0.07,0.04,0.1,0.07,0.7,3.1,1.7,4.3,13.0,9.0,4.6,1.5,0.5,3.4,0.38,1.0,0.0710636783214604
26.0,3.4,7.0,12.8,9.2,25.6,0.0,0.5,14.0,23.0,0.035,0.02,2.0,32.0,0.035,0.02,0.1,0.18,1.2,2.4,4.5,5.0,21.0,23.0,4.5,1.2,4.1,4.9,0.17,1.3,0.0577924272145164
24.8,10.6,4.6,15.2,26.0,10.0,0.0,0.5,14.0,17.0,0.105,0.06,2.0,21.0,0.105,0.07,0.1,0.21,2.1,1.3,4.7,4.8,2.0,14.0,2.8,1.2,4.0,2.5,0.95,3.3,0.0931244634110556
45.2,1.0,5.8,15.2,5.6,25.6,0.0,0.51,14.0,12.0,0.07,0.02,2.0,5.0,0.14,0.06,0.1,0.28,0.5,0.9,1.8,1.9,13.0,6.0,4.9,2.8,0.7,3.2,0.3,1.3,0.038069943125963
33.2,5.8,11.8,4.4,18.8,5.2,0.0,0.51,14.0,23.0,0.14,0.07,2.0,14.0,0.175,0.1,0.1,0.31,2.2,1.2,3.8,2.6,1.0,17.0,0.8,2.3,2.2,4.6,0.25,2.1,0.027430051966981
17.6,2.2,4.6,11.6,3.2,10.0,0.0,0.51,14.0,31.0,0.105,0.01,2.0,12.0,0.07,0.05,0.1,0.43,0.3,1.1,1.7,3.9,22.0,12.0,5.0,2.5,3.5,2.9,0.17,1.2,0.138716226159342
29.6,9.4,13.0,11.6,10.4,37.6,0.0,0.51,14.0,32.0,0.14,0.04,2.0,14.0,0.105,0.03,0.1,0.2,1.2,1.2,3.8,3.6,0.0,29.0,3.9,3.2,2.1,2.2,0.42,2.0,0.0270270507224994
45.2,2.2,13.0,24.8,26.0,18.4,0.0,0.51,14.0,18.0,0.035,0.01,2.0,10.0,0.07,0.07,0.1,0.39,1.4,0.9,4.3,4.3,0.0,12.0,1.3,0.9,1.7,0.9,0.59,3.8,0.016476676773085
18.8,10.6,7.0,15.2,5.6,24.4,0.0,0.5,14.0,33.0,0.14,0.07,2.0,7.0,0.14,0.04,0.1,0.5,0.7,3.9,2.4,4.1,11.0,0.0,4.3,0.7,3.3,1.0,0.49,2.1,0.0830233265554815
50.0,5.8,3.4,9.2,14.0,12.4,0.0,0.51,14.0,30.0,0.105,0.06,2.0,27.0,0.14,0.06,0.1,0.35,1.0,3.8,4.7,4.7,15.0,2.0,0.2,0.8,0.5,0.4,0.31,4.3,0.0629774504362132
34.4,11.8,4.6,4.4,3.2,7.6,0.0,0.51,14.0,31.0,0.175,0.1,2.0,30.0,0.105,0.02,0.1,0.47,0.3,3.2,2.0,4.3,6.0,4.0,1.3,2.2,3.5,1.7,0.25,1.1,0.0676888001062619
32.0,3.4,10.6,10.4,18.8,16.0,0.0,0.51,14.0,19.0,0.105,0.02,2.0,16.0,0.105,0.04,0.1,0.34,1.5,0.7,3.4,4.0,3.0,7.0,3.5,1.7,3.0,0.6,0.63,2.7,0.0304925676145532
16.4,1.0,10.6,15.2,8.0,32.8,0.0,0.51,14.0,13.0,0.14,0.01,2.0,35.0,0.14,0.08,0.1,0.15,0.8,0.3,2.6,3.1,6.0,27.0,1.5,1.5,3.3,4.6,0.15,1.9,0.0563389524581313
10.4,3.4,5.8,4.4,18.8,31.6,0.0,0.51,14.0,26.0,0.105,0.05,2.0,14.0,0.035,0.02,0.1,0.47,1.7,1.7,4.2,4.0,27.0,12.0,0.2,2.7,1.9,0.9,0.91,2.8,0.175777461461164
48.8,3.4,9.4,5.6,5.6,23.2,0.0,0.5,14.0,31.0,0.105,0.07,2.0,7.0,0.07,0.04,0.1,0.16,0.7,3.2,3.3,2.1,20.0,7.0,0.8,0.9,0.1,2.4,0.31,1.3,0.0243209530546639
30.8,3.4,9.4,22.4,21.2,34.0,0.0,0.5,14.0,19.0,0.175,0.01,2.0,24.0,0.14,0.05,0.1,0.41,1.1,1.4,4.6,2.0,15.0,25.0,2.9,2.0,3.6,3.7,0.96,1.8,0.0353433539252441
35.6,7.0,8.2,22.4,6.8,23.2,0.0,0.5,14.0,32.0,0.175,0.05,2.0,27.0,0.105,0.06,0.1,0.17,0.7,2.4,4.2,3.9,1.0,16.0,2.6,3.8,1.8,1.3,0.33,1.6,0.0401676180765643
46.4,2.2,5.8,4.4,18.8,49.6,0.0,0.5,14.0,21.0,0.14,0.05,2.0,29.0,0.035,0.01,0.1,0.17,2.4,2.7,5.0,4.2,25.0,30.0,3.1,4.5,3.7,4.4,0.41,3.1,0.0399463763825145
33.2,8.2,10.6,16.4,26.0,44.8,0.0,0.5,14.0,30.0,0.07,0.01,2.0,15.0,0.035,0.03,0.1,0.05,3.2,3.2,4.2,4.2,1.0,17.0,2.6,5.0,2.1,2.1,2.55,3.9,0.0297790057064683
24.8,3.4,9.4,23.6,16.4,12.4,0.0,0.51,14.0,27.0,0.105,0.1,2.0,34.0,0.175,0.02,0.1,0.38,1.9,3.5,4.6,2.1,8.0,17.0,1.0,1.2,2.1,0.5,0.84,1.2,0.0431479424245376
51.2,8.2,2.2,10.4,24.8,28.0,0.0,0.51,14.0,33.0,0.175,0.06,2.0,13.0,0.105,0.07,0.1,0.42,1.6,3.6,4.2,4.2,29.0,13.0,4.7,3.9,1.9,1.9,1.04,3.4,0.0920367754235509
46.4,4.6,1.0,6.8,12.8,12.4,0.0,0.51,14.0,33.0,0.14,0.02,2.0,14.0,0.105,0.07,0.1,0.27,1.0,1.2,2.7,4.4,20.0,24.0,0.9,3.0,1.1,1.7,0.95,2.4,0.062463352829277
41.6,9.4,10.6,23.6,4.4,35.2,0.0,0.51,14.0,28.0,0.105,0.01,2.0,23.0,0.07,0.04,0.1,0.4,0.4,2.7,2.6,2.5,17.0,14.0,0.3,2.4,2.4,0.9,0.3,1.4,0.0259685142311126
39.2,7.0,10.6,24.8,4.4,47.2,0.0,0.5,14.0,29.0,0.175,0.03,2.0,15.0,0.14,0.06,0.1,0.4,0.5,3.1,2.2,4.5,0.0,0.0,3.0,3.2,4.0,2.3,0.26,2.0,0.0263564995887813
50.0,8.2,8.2,4.4,16.4,5.2,0.0,0.5,14.0,18.0,0.105,0.04,2.0,9.0,0.175,0.09,0.1,0.33,1.3,1.9,4.5,3.6,1.0,3.0,4.0,3.2,3.5,0.4,0.15,2.1,0.0262757940724749
26.0,8.2,2.2,8.0,9.2,22.0,0.0,0.5,14.0,25.0,0.14,0.01,2.0,27.0,0.14,0.01,0.1,0.41,1.2,2.1,3.1,2.5,24.0,2.0,5.0,2.0,2.5,1.6,0.23,2.3,0.182286313803482
6.8,5.8,9.4,22.4,3.2,10.0,0.0,0.5,14.0,24.0,0.175,0.03,2.0,8.0,0.14,0.02,0.1,0.4,0.3,0.8,1.8,5.0,22.0,3.0,3.5,4.8,0.1,3.8,0.12,1.3,0.169505963946642
42.8,1.0,2.2,14.0,9.2,11.2,0.0,0.51,14.0,31.0,0.105,0.04,2.0,15.0,0.175,0.1,0.1,0.5,0.7,3.9,4.3,4.8,13.0,10.0,1.6,0.3,2.8,0.2,0.18,3.8,0.111380497469971
32.0,4.6,7.0,12.8,23.6,26.8,0.0,0.5,14.0,18.0,0.175,0.02,2.0,11.0,0.07,0.04,0.1,0.31,2.0,1.9,4.9,5.0,22.0,10.0,0.7,1.1,0.3,4.1,0.22,3.2,0.0490244661923646
35.6,10.6,2.2,9.2,5.6,34.0,0.0,0.51,14.0,33.0,0.175,0.01,2.0,25.0,0.175,0.09,0.1,0.5,0.7,1.0,3.3,3.6,5.0,3.0,0.5,4.8,4.5,2.3,0.36,2.0,0.132349894418892
12.8,13.0,13.0,23.6,9.2,17.2,0.0,0.51,14.0,22.0,0.175,0.03,2.0,34.0,0.07,0.02,0.1,0.26,1.1,2.9,4.3,3.9,18.0,3.0,3.2,3.3,2.2,1.7,0.63,1.5,0.0620393102836598
28.4,2.2,7.0,17.6,21.2,6.4,0.0,0.51,14.0,29.0,0.105,0.1,2.0,32.0,0.105,0.08,0.1,0.35,1.3,1.0,4.4,4.4,5.0,11.0,2.0,1.2,4.0,1.1,0.54,2.3,0.0510778333101833
34.4,3.4,4.6,17.6,8.0,35.2,0.0,0.5,14.0,19.0,0.14,0.03,2.0,29.0,0.07,0.07,0.1,0.38,0.8,1.5,4.6,4.9,26.0,29.0,1.1,2.2,4.6,3.2,0.26,1.2,0.0657868076371238
40.4,8.2,11.8,11.6,17.6,19.6,0.0,0.5,14.0,26.0,0.14,0.05,2.0,23.0,0.035,0.01,0.1,0.02,2.1,1.5,4.2,2.9,29.0,21.0,3.0,1.3,3.0,4.6,1.35,2.3,0.0220478671777965
12.8,2.2,7.0,17.6,23.6,48.4,0.0,0.5,14.0,18.0,0.14,0.07,2.0,10.0,0.105,0.1,0.1,0.31,1.3,1.8,5.0,3.2,8.0,20.0,0.8,1.3,4.5,4.8,0.76,2.8,0.109262073017109
40.4,4.6,8.2,17.6,14.0,49.6,0.0,0.5,14.0,25.0,0.105,0.06,2.0,7.0,0.105,0.07,0.1,0.5,1.5,3.1,3.4,1.5,14.0,5.0,4.9,3.5,3.1,2.3,1.05,1.3,0.0310765939204322
50.0,13.0,3.4,16.4,24.8,24.4,0.0,0.51,14.0,26.0,0.105,0.04,2.0,15.0,0.175,0.07,0.1,0.23,3.1,2.3,4.3,4.1,22.0,26.0,0.9,0.3,1.2,2.5,1.32,3.8,0.0614320756773269
20.0,5.8,13.0,15.2,17.6,4.0,0.0,0.51,14.0,35.0,0.14,0.1,2.0,7.0,0.14,0.01,0.1,0.41,2.2,4.3,4.8,3.6,27.0,25.0,1.3,1.0,2.4,2.9,0.8,2.2,0.0417125513007463
48.8,11.8,13.0,6.8,22.4,42.4,0.0,0.51,14.0,33.0,0.07,0.07,2.0,28.0,0.14,0.06,0.1,0.48,1.2,3.5,4.1,3.9,0.0,30.0,3.2,0.1,0.3,0.4,0.41,2.8,0.0163189256135602
10.4,10.6,8.2,8.0,10.4,20.8,0.0,0.5,14.0,27.0,0.035,0.01,2.0,31.0,0.14,0.07,0.1,0.41,1.2,2.2,3.5,3.3,10.0,29.0,0.6,4.8,3.0,1.3,0.69,2.6,0.123177305364881
21.2,4.6,7.0,15.2,6.8,46.0,0.0,0.5,14.0,22.0,0.14,0.08,2.0,21.0,0.035,0.02,0.1,0.36,0.5,2.4,4.9,2.0,1.0,19.0,4.9,2.8,4.4,3.5,0.36,1.3,0.0685826381966206
52.4,13.0,13.0,16.4,22.4,22.0,0.0,0.5,14.0,24.0,0.14,0.03,2.0,18.0,0.07,0.01,0.1,0.27,2.1,2.8,4.4,3.6,4.0,30.0,3.9,2.7,0.5,0.6,0.69,3.1,0.0150006389778693
47.6,10.6,4.6,16.4,9.2,16.0,0.0,0.5,14.0,15.0,0.105,0.03,2.0,12.0,0.07,0.06,0.1,0.26,0.7,1.0,4.2,4.0,24.0,16.0,3.1,4.6,2.8,2.8,0.56,1.8,0.0471370780784579
44.0,5.8,13.0,18.8,15.2,46.0,0.0,0.5,14.0,33.0,0.14,0.08,2.0,35.0,0.175,0.03,0.1,0.4,1.9,3.6,3.3,3.2,23.0,10.0,0.7,2.6,3.4,2.0,1.22,1.8,0.0180249464233094
18.8,9.4,3.4,20.0,20.0,19.6,0.0,0.5,14.0,21.0,0.035,0.01,2.0,31.0,0.07,0.07,0.1,0.12,1.9,1.6,3.8,3.0,7.0,10.0,3.1,0.8,1.4,0.4,0.68,2.8,0.163843354228192
27.2,3.4,2.2,12.8,22.4,29.2,0.0,0.5,14.0,31.0,0.14,0.04,2.0,9.0,0.14,0.03,0.1,0.26,2.1,2.3,4.5,4.6,5.0,29.0,4.8,0.8,4.1,4.2,0.52,2.9,0.177427612110661
39.2,11.8,4.6,15.2,24.8,47.2,0.0,0.51,14.0,28.0,0.07,0.07,2.0,27.0,0.175,0.09,0.1,0.5,2.8,3.5,4.9,4.3,23.0,5.0,2.3,3.8,3.6,1.5,0.28,2.6,0.0583705661314156
47.6,1.0,2.2,20.0,6.8,52.0,0.0,0.51,14.0,21.0,0.175,0.05,2.0,10.0,0.175,0.08,0.1,0.44,0.5,2.4,4.5,3.4,6.0,1.0,0.5,0.4,1.8,1.3,0.12,1.8,0.0969854229527905
51.2,2.2,9.4,15.2,22.4,11.2,0.0,0.51,14.0,17.0,0.035,0.01,2.0,22.0,0.035,0.03,0.1,0.33,2.2,1.3,4.4,2.9,16.0,19.0,3.1,3.8,0.6,4.3,0.5,2.4,0.0220114149669289
5.6,1.0,8.2,10.4,8.0,29.2,0.0,0.5,14.0,35.0,0.175,0.05,2.0,14.0,0.175,0.02,0.1,0.19,0.6,3.3,2.8,3.5,26.0,18.0,3.8,2.0,0.7,0.4,0.41,2.3,0.211553085790618
48.8,1.0,13.0,10.4,8.0,34.0,0.0,0.51,14.0,18.0,0.175,0.09,2.0,14.0,0.14,0.03,0.1,0.41,0.6,1.1,3.9,3.8,28.0,1.0,1.7,3.0,2.5,4.3,0.38,3.0,0.0160320097031577
44.0,10.6,5.8,26.0,18.8,37.6,0.0,0.5,14.0,23.0,0.105,0.1,2.0,8.0,0.175,0.03,0.1,0.49,1.8,2.3,4.6,3.8,30.0,15.0,3.5,3.8,4.6,0.2,0.64,3.7,0.040153806613172
35.6,13.0,2.2,8.0,24.8,34.0,0.0,0.5,14.0,30.0,0.035,0.03,2.0,12.0,0.105,0.1,0.1,0.32,2.1,2.9,4.6,3.6,21.0,4.0,2.2,4.2,3.1,2.6,0.16,3.1,0.134728578732493
40.4,8.2,13.0,9.2,20.0,43.6,0.0,0.5,14.0,24.0,0.105,0.09,2.0,15.0,0.105,0.03,0.1,0.36,1.5,0.9,4.1,5.0,22.0,26.0,2.7,3.9,4.9,1.3,0.34,3.2,0.0204053733298078
46.4,13.0,8.2,10.4,17.6,50.8,0.0,0.51,14.0,34.0,0.14,0.09,2.0,4.0,0.14,0.09,0.1,0.39,1.3,4.1,4.7,2.3,22.0,21.0,0.4,0.9,1.6,3.4,0.99,1.1,0.0268207119563589
42.8,5.8,11.8,22.4,4.4,43.6,0.0,0.51,14.0,26.0,0.175,0.04,2.0,16.0,0.14,0.08,0.1,0.29,0.3,1.6,2.9,4.0,2.0,11.0,4.5,4.6,1.6,2.7,0.19,1.3,0.0217298178074493
47.6,2.2,3.4,23.6,16.4,44.8,0.0,0.51,14.0,13.0,0.175,0.02,2.0,8.0,0.175,0.05,0.1,0.39,1.0,1.0,4.5,3.9,24.0,5.0,4.3,2.8,0.2,3.4,0.74,2.0,0.0634593725648073
44.0,8.2,4.6,12.8,6.8,5.2,0.0,0.51,14.0,33.0,0.07,0.02,2.0,26.0,0.105,0.1,0.1,0.2,0.7,3.5,2.2,3.5,2.0,4.0,0.2,1.7,1.7,4.2,0.31,1.4,0.0524185726347225
20.0,5.8,9.4,6.8,21.2,23.2,0.0,0.5,14.0,33.0,0.105,0.1,2.0,31.0,0.175,0.01,0.1,0.42,1.4,1.7,4.6,2.9,2.0,24.0,0.5,4.4,2.4,4.3,1.27,2.5,0.0559772965492054
44.0,9.4,4.6,15.2,10.4,46.0,0.0,0.51,14.0,22.0,0.07,0.07,2.0,14.0,0.14,0.02,0.1,0.31,1.4,2.3,2.7,2.8,30.0,17.0,4.9,0.1,4.9,1.1,0.23,2.3,0.0526045375144418
33.2,8.2,5.8,22.4,17.6,7.6,0.0,0.51,14.0,27.0,0.07,0.07,2.0,14.0,0.14,0.09,0.1,0.29,2.0,2.4,4.1,2.5,1.0,25.0,0.9,3.8,5.0,2.2,1.48,1.5,0.0570120461713715
50.0,7.0,11.8,10.4,3.2,31.6,0.0,0.5,14.0,11.0,0.105,0.02,2.0,16.0,0.035,0.03,0.1,0.09,0.2,1.3,1.9,5.0,7.0,17.0,1.7,3.7,2.5,0.4,0.11,1.1,0.0185041572379993
26.0,10.6,9.4,18.8,10.4,29.2,0.0,0.5,14.0,30.0,0.14,0.03,2.0,23.0,0.035,0.03,0.1,0.45,1.1,1.6,2.9,3.3,27.0,26.0,2.8,2.7,3.4,3.1,0.23,1.5,0.043416893880122
47.6,3.4,5.8,22.4,12.8,35.2,0.0,0.51,14.0,20.0,0.105,0.04,2.0,12.0,0.105,0.07,0.1,0.32,0.7,2.5,2.9,4.0,18.0,7.0,0.6,2.0,3.5,1.6,0.36,2.2,0.0372819696172762
47.6,3.4,8.2,18.8,14.0,30.4,0.0,0.51,14.0,27.0,0.14,0.08,2.0,16.0,0.175,0.05,0.1,0.48,1.5,1.9,5.0,3.0,27.0,13.0,0.6,0.5,2.9,2.9,0.47,2.0,0.0273002728145423
16.4,9.4,10.6,21.2,14.0,53.2,0.0,0.5,14.0,32.0,0.07,0.02,2.0,7.0,0.175,0.02,0.1,0.29,0.9,1.2,2.7,2.6,16.0,11.0,0.3,0.5,2.9,4.0,0.12,1.9,0.0594586208019446
42.8,7.0,13.0,8.0,9.2,11.2,0.0,0.5,14.0,23.0,0.105,0.05,2.0,8.0,0.175,0.02,0.1,0.25,0.7,2.0,4.4,3.9,19.0,28.0,0.3,1.6,3.0,2.7,0.32,3.6,0.0188179128684376
18.8,2.2,5.8,14.0,21.2,7.6,0.0,0.5,14.0,16.0,0.175,0.1,2.0,25.0,0.14,0.1,0.1,0.36,1.7,1.9,3.8,4.7,18.0,20.0,5.0,0.6,3.9,0.1,0.64,2.7,0.0921295961015386
8.0,7.0,11.8,22.4,6.8,36.4,0.0,0.5,14.0,15.0,0.105,0.03,2.0,8.0,0.07,0.07,0.1,0.38,0.7,1.9,3.2,5.0,14.0,22.0,1.9,4.5,3.6,3.3,0.63,2.1,0.11160975010249
30.8,9.4,3.4,5.6,18.8,25.6,0.0,0.51,14.0,30.0,0.07,0.05,2.0,10.0,0.105,0.04,0.1,0.35,2.1,3.4,4.1,4.6,4.0,26.0,1.9,0.1,3.8,0.9,0.29,3.4,0.0995934003083418
38.0,1.0,4.6,11.6,5.6,42.4,0.0,0.51,14.0,28.0,0.14,0.01,2.0,24.0,0.175,0.06,0.1,0.2,0.5,2.1,4.0,2.9,25.0,18.0,1.2,2.3,1.5,3.8,0.47,1.2,0.0606522793067937
41.6,8.2,9.4,24.8,5.6,36.4,0.0,0.51,14.0,6.0,0.175,0.09,2.0,14.0,0.035,0.03,0.1,0.17,0.6,0.4,3.2,4.9,18.0,4.0,0.5,1.0,4.6,1.9,0.1,2.0,0.0255657852976471
45.2,3.4,11.8,18.8,24.8,10.0,0.0,0.5,14.0,34.0,0.07,0.06,2.0,13.0,0.105,0.08,0.1,0.37,3.3,4.6,4.4,4.1,22.0,4.0,3.6,2.8,1.4,1.6,0.2,3.1,0.0200081360290268
44.0,5.8,11.8,18.8,5.6,26.8,0.0,0.5,14.0,31.0,0.175,0.02,2.0,25.0,0.105,0.06,0.1,0.23,0.4,3.9,4.1,4.8,19.0,13.0,2.5,3.1,4.1,1.2,0.34,1.3,0.0212641034383607
47.6,9.4,10.6,24.8,17.6,35.2,0.0,0.5,14.0,25.0,0.175,0.03,2.0,28.0,0.14,0.08,0.1,0.22,2.0,2.9,5.0,3.3,18.0,4.0,4.3,4.4,2.5,1.1,1.13,1.6,0.0214574261316246
46.4,5.8,2.2,5.6,26.0,31.6,0.0,0.51,14.0,23.0,0.105,0.1,2.0,24.0,0.14,0.08,0.1,0.34,1.5,2.2,4.8,4.0,14.0,14.0,3.5,3.8,1.7,4.9,0.84,3.8,0.100479467005266
35.6,8.2,9.4,14.0,9.2,25.6,0.0,0.5,14.0,28.0,0.175,0.06,2.0,17.0,0.14,0.03,0.1,0.42,0.8,1.3,2.6,3.8,10.0,16.0,1.2,0.8,3.9,0.3,0.79,2.5,0.0333246519683823
40.4,11.8,3.4,24.8,5.6,38.8,0.0,0.5,14.0,19.0,0.07,0.03,2.0,15.0,0.14,0.03,0.1,0.49,0.7,0.7,3.5,1.6,24.0,1.0,1.9,3.5,3.6,2.2,0.3,1.2,0.0798135634336247
44.0,2.2,4.6,9.2,24.8,37.6,0.0,0.51,14.0,17.0,0.175,0.01,2.0,16.0,0.175,0.01,0.1,0.23,1.0,1.5,4.8,4.3,4.0,14.0,2.1,4.7,3.5,2.6,0.72,3.3,0.0525357182895421
21.2,3.4,11.8,10.4,26.0,41.2,0.0,0.5,14.0,19.0,0.105,0.1,2.0,11.0,0.175,0.07,0.1,0.24,3.1,1.6,4.6,4.3,12.0,9.0,3.8,2.9,0.3,4.6,0.44,3.9,0.0419406202746009
28.4,2.2,11.8,11.6,18.8,7.6,0.0,0.5,14.0,23.0,0.175,0.02,2.0,24.0,0.035,0.03,0.1,0.36,2.4,2.1,4.3,2.9,4.0,28.0,1.2,1.6,2.0,0.7,0.25,2.7,0.0311008978257231
28.4,1.0,2.2,17.6,14.0,11.2,0.0,0.5,14.0,17.0,0.175,0.1,2.0,28.0,0.105,0.06,0.1,0.37,0.9,0.7,3.6,4.1,14.0,23.0,2.9,3.5,0.1,4.8,0.22,3.4,0.156919349833955
11.6,4.6,8.2,9.2,3.2,12.4,0.0,0.51,14.0,24.0,0.175,0.04,2.0,19.0,0.105,0.06,0.1,0.25,0.4,1.0,1.7,2.8,25.0,10.0,1.4,2.9,5.0,2.0,0.2,1.4,0.117673019400943
23.6,13.0,8.2,22.4,6.8,7.6,0.0,0.5,14.0,28.0,0.14,0.02,2.0,35.0,0.175,0.04,0.1,0.18,0.8,3.6,4.5,3.3,30.0,5.0,2.3,4.0,1.5,1.7,0.63,1.2,0.0526009357827317
12.8,10.6,8.2,5.6,26.0,8.8,0.0,0.51,14.0,21.0,0.105,0.06,2.0,32.0,0.105,0.04,0.1,0.47,2.4,0.7,4.6,4.1,18.0,2.0,4.5,3.8,4.8,2.2,0.3,4.0,0.104474853993788
44.0,10.6,5.8,11.6,3.2,26.8,0.0,0.51,14.0,30.0,0.07,0.05,2.0,14.0,0.175,0.04,0.1,0.31,0.2,3.5,2.0,3.9,15.0,9.0,0.4,3.4,1.8,1.9,0.18,1.1,0.0437321251694516
11.6,7.0,7.0,11.6,18.8,48.4,0.0,0.51,14.0,30.0,0.07,0.02,2.0,20.0,0.14,0.06,0.1,0.32,1.1,3.1,4.7,5.0,27.0,9.0,2.8,2.5,4.2,3.6,0.48,4.6,0.127631237642391
28.4,13.0,10.6,23.6,8.0,8.8,0.0,0.51,14.0,5.0,0.14,0.04,2.0,35.0,0.14,0.06,0.1,0.24,0.6,0.2,2.6,2.8,26.0,12.0,2.2,3.8,3.3,4.7,0.15,1.4,0.0349080845822218
45.2,9.4,5.8,17.6,10.4,18.4,0.0,0.5,14.0,29.0,0.14,0.09,2.0,30.0,0.07,0.04,0.1,0.41,1.1,2.6,3.2,4.5,20.0,4.0,0.8,3.1,3.9,2.8,0.91,2.3,0.0389507291614226
17.6,3.4,11.8,20.0,16.4,22.0,0.0,0.51,14.0,14.0,0.175,0.05,2.0,15.0,0.14,0.08,0.1,0.41,1.1,0.6,3.1,4.9,24.0,23.0,3.4,4.5,2.0,0.9,0.25,2.6,0.0492834482060504
50.0,5.8,11.8,15.2,21.2,40.0,0.0,0.51,14.0,13.0,0.14,0.01,2.0,10.0,0.14,0.07,0.1,0.35,1.7,1.1,4.1,3.9,4.0,10.0,0.2,1.8,3.4,4.8,0.91,3.2,0.0179833627657254
30.8,1.0,4.6,8.0,9.2,13.6,0.0,0.51,14.0,23.0,0.175,0.03,2.0,16.0,0.175,0.1,0.1,0.25,0.7,2.0,2.5,1.7,15.0,17.0,1.2,4.8,4.3,2.0,0.54,1.5,0.0710260775448521
29.6,10.6,10.6,26.0,3.2,46.0,0.0,0.51,14.0,27.0,0.14,0.08,2.0,13.0,0.105,0.06,0.1,0.18,0.3,0.8,1.7,1.9,3.0,6.0,0.4,2.9,3.6,2.0,0.19,1.3,0.0340910819787816
29.6,9.4,5.8,20.0,12.8,48.4,0.0,0.5,14.0,34.0,0.175,0.08,2.0,22.0,0.07,0.05,0.1,0.47,0.7,2.9,4.8,3.5,0.0,29.0,4.0,3.3,0.9,0.2,0.29,2.5,0.0621805160117407
15.2,7.0,11.8,24.8,18.8,16.0,0.0,0.51,14.0,33.0,0.07,0.06,2.0,21.0,0.14,0.09,0.1,0.48,2.3,2.9,5.0,2.9,19.0,7.0,3.8,1.6,0.7,4.9,1.62,2.7,0.0584060008161771
50.0,10.6,2.2,26.0,10.4,53.2,0.0,0.5,14.0,30.0,0.14,0.01,2.0,20.0,0.14,0.02,0.1,0.46,0.5,1.8,3.0,2.2,22.0,25.0,4.5,1.9,2.5,1.1,0.25,1.9,0.0938466421126779
44.0,2.2,13.0,11.6,21.2,4.0,0.0,0.5,14.0,18.0,0.105,0.05,2.0,16.0,0.07,0.03,0.1,0.48,2.6,2.2,5.0,1.9,7.0,13.0,2.5,0.8,4.0,0.5,1.64,1.8,0.0189519905682639
26.0,2.2,5.8,5.6,16.4,19.6,0.0,0.5,14.0,26.0,0.07,0.03,2.0,33.0,0.035,0.03,0.1,0.18,1.9,2.0,3.4,4.0,25.0,0.0,4.5,3.7,1.6,0.1,0.86,1.6,0.0710306451728242
