w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_left_T
16.4,4.6,4.6,10.4,6.8,13.6,0.0,0.51,14.0,20.0,0.14,0.09,2.0,34.0,0.175,0.09,0.1,0.06,0.3,2.1,3.6,4.2,10.0,28.0,3.4,3.5,1.9,1.7,0.1,1.3,0.0196226192638217
17.6,9.4,7.0,26.0,6.8,19.6,0.0,0.5,14.0,35.0,0.105,0.05,2.0,18.0,0.035,0.02,0.1,0.32,0.5,4.5,3.2,3.9,7.0,22.0,5.0,2.7,0.7,4.0,0.35,2.6,0.0510740262909946
11.6,4.6,13.0,14.0,10.4,49.6,0.0,0.5,14.0,23.0,0.175,0.06,2.0,13.0,0.175,0.09,0.1,0.04,0.7,2.6,4.3,4.9,15.0,22.0,2.1,0.5,2.6,2.4,0.44,2.5,0.130224586360546
26.0,10.6,8.2,24.8,9.2,41.2,0.0,0.51,14.0,34.0,0.035,0.02,2.0,30.0,0.175,0.04,0.1,0.13,0.7,2.8,4.8,2.3,14.0,24.0,1.7,4.6,2.3,3.5,0.36,2.2,0.0318897273414658
24.8,7.0,11.8,15.2,3.2,12.4,0.0,0.51,14.0,17.0,0.14,0.02,2.0,15.0,0.14,0.03,0.1,0.41,0.4,1.8,1.7,2.9,12.0,9.0,3.8,0.6,3.0,0.2,0.29,1.2,0.051680290054537
18.8,8.2,4.6,6.8,6.8,26.8,0.0,0.5,14.0,21.0,0.07,0.02,2.0,10.0,0.035,0.01,0.1,0.13,0.5,1.2,4.4,5.0,18.0,7.0,0.4,2.5,3.4,5.0,0.38,2.0,0.0564950054598584
27.2,3.4,11.8,15.2,12.8,25.6,0.0,0.5,14.0,22.0,0.14,0.1,2.0,17.0,0.14,0.04,0.1,0.33,1.2,1.4,3.0,2.1,8.0,10.0,1.1,0.8,0.9,2.2,0.91,1.8,0.0758742403681233
51.2,4.6,11.8,9.2,5.6,7.6,0.0,0.5,14.0,29.0,0.14,0.07,2.0,30.0,0.175,0.03,0.1,0.39,0.6,2.5,3.6,3.4,19.0,14.0,4.9,2.7,1.7,3.2,0.44,1.8,0.035919055364756
10.4,13.0,13.0,6.8,5.6,16.0,0.0,0.5,14.0,13.0,0.105,0.06,2.0,24.0,0.105,0.08,0.1,0.47,0.6,1.5,2.5,2.2,26.0,2.0,0.9,4.6,1.4,2.9,0.3,1.9,0.0608844824263844
45.2,11.8,8.2,16.4,11.6,25.6,0.0,0.51,14.0,21.0,0.105,0.05,2.0,7.0,0.175,0.06,0.1,0.38,1.3,0.8,4.1,2.6,6.0,30.0,0.9,0.4,3.7,2.1,0.16,2.2,0.0164656858082043
47.6,10.6,8.2,24.8,5.6,11.2,0.0,0.5,14.0,34.0,0.105,0.01,2.0,14.0,0.175,0.04,0.1,0.29,0.3,3.4,3.3,2.1,30.0,27.0,1.3,5.0,1.4,0.6,0.13,1.0,0.0165220448738499
24.8,7.0,13.0,11.6,22.4,8.8,0.0,0.5,14.0,24.0,0.105,0.1,2.0,15.0,0.105,0.02,0.1,0.17,1.2,2.0,4.8,4.9,13.0,28.0,2.6,3.0,4.4,2.6,1.12,4.1,0.0411725108496228
35.6,11.8,3.4,16.4,26.0,47.2,0.0,0.51,14.0,19.0,0.035,0.03,2.0,22.0,0.07,0.02,0.1,0.46,2.0,2.2,4.3,3.9,4.0,25.0,4.4,2.6,2.1,4.8,0.99,3.7,0.01942936951613
14.0,13.0,9.4,6.8,9.2,16.0,0.0,0.5,14.0,26.0,0.175,0.09,2.0,33.0,0.14,0.09,0.1,0.27,1.1,1.4,4.5,4.8,18.0,24.0,0.5,2.7,0.6,2.5,0.88,4.2,0.0461644673128096
52.4,13.0,8.2,23.6,23.6,43.6,0.0,0.5,14.0,23.0,0.07,0.03,2.0,11.0,0.07,0.04,0.1,0.36,2.4,2.0,4.0,4.6,14.0,13.0,2.8,3.3,2.8,1.4,1.18,3.1,0.0121932559087966
48.8,5.8,9.4,20.0,18.8,32.8,0.0,0.51,14.0,16.0,0.14,0.08,2.0,34.0,0.14,0.08,0.1,0.17,1.3,1.5,4.3,3.2,23.0,11.0,4.0,3.7,1.4,2.0,0.74,2.0,0.0266443446853414
12.8,8.2,2.2,22.4,14.0,40.0,0.0,0.51,14.0,22.0,0.105,0.07,2.0,22.0,0.07,0.05,0.1,0.07,1.5,1.5,4.3,1.2,11.0,10.0,0.5,4.8,4.1,0.1,1.28,1.0,0.0716314048393673
30.8,10.6,8.2,8.0,26.0,48.4,0.0,0.5,14.0,25.0,0.175,0.02,2.0,23.0,0.035,0.02,0.1,0.01,3.2,2.5,5.0,4.1,22.0,12.0,0.2,3.1,3.7,3.7,1.7,3.6,0.0262876883176545
44.0,9.4,3.4,5.6,5.6,29.2,0.0,0.51,14.0,34.0,0.07,0.07,2.0,10.0,0.175,0.03,0.1,0.36,0.5,3.5,3.3,3.3,6.0,23.0,1.6,1.1,0.5,2.7,0.16,1.6,0.0211491689303581
35.6,10.6,7.0,17.6,9.2,46.0,0.0,0.51,14.0,15.0,0.105,0.06,2.0,14.0,0.175,0.1,0.1,0.13,1.1,1.5,1.9,3.0,24.0,3.0,4.0,0.5,4.8,2.9,0.88,1.7,0.0222358550873825
9.2,9.4,10.6,9.2,3.2,18.4,0.0,0.51,14.0,27.0,0.14,0.04,2.0,32.0,0.14,0.08,0.1,0.02,0.2,2.8,1.2,4.5,26.0,19.0,1.9,3.8,3.3,4.9,0.18,1.0,0.0903455049571006
22.4,11.8,9.4,17.6,24.8,23.2,0.0,0.51,14.0,21.0,0.07,0.04,2.0,27.0,0.14,0.09,0.1,0.33,1.2,1.6,5.0,4.8,21.0,8.0,2.1,0.9,0.4,4.8,1.12,3.8,0.0257649040454206
32.0,2.2,13.0,26.0,18.8,43.6,0.0,0.5,14.0,33.0,0.175,0.02,2.0,15.0,0.105,0.01,0.1,0.5,2.4,2.3,4.7,4.7,28.0,23.0,0.3,2.1,0.1,3.1,1.14,1.9,0.103761212836526
23.6,11.8,5.8,3.2,8.0,17.2,0.0,0.5,14.0,12.0,0.14,0.01,2.0,25.0,0.14,0.1,0.1,0.12,0.4,0.5,3.7,1.8,0.0,8.0,0.4,1.0,3.3,3.9,0.21,1.3,0.0324992978533855
30.8,7.0,10.6,21.2,9.2,13.6,0.0,0.5,14.0,34.0,0.07,0.04,2.0,25.0,0.175,0.06,0.1,0.16,0.6,3.4,2.8,4.9,28.0,19.0,4.4,1.7,4.6,1.4,0.26,2.0,0.0389212970020781
34.4,8.2,2.2,17.6,12.8,22.0,0.0,0.51,14.0,25.0,0.105,0.09,2.0,35.0,0.035,0.03,0.1,0.19,0.8,2.7,4.1,4.1,8.0,3.0,1.6,1.2,1.2,2.6,0.42,1.2,0.0293843721094788
22.4,13.0,13.0,20.0,14.0,6.4,0.0,0.5,14.0,22.0,0.105,0.04,2.0,22.0,0.105,0.01,0.1,0.13,0.7,2.8,3.0,3.2,20.0,5.0,1.2,4.3,0.2,0.6,0.28,2.4,0.0269963973315272
40.4,7.0,11.8,3.2,14.0,43.6,0.0,0.51,14.0,35.0,0.175,0.04,2.0,26.0,0.035,0.02,0.1,0.22,1.3,2.9,3.0,4.7,24.0,14.0,5.0,3.0,3.0,2.3,0.54,2.5,0.0292398191533428
28.4,8.2,9.4,20.0,6.8,26.8,0.0,0.51,14.0,32.0,0.175,0.06,2.0,17.0,0.07,0.03,0.1,0.28,0.8,4.2,3.2,4.1,9.0,16.0,1.0,4.6,0.3,0.3,0.58,1.8,0.0859369777264231
11.6,11.8,10.6,18.8,17.6,14.8,0.0,0.5,14.0,6.0,0.105,0.07,2.0,24.0,0.105,0.09,0.1,0.38,0.9,0.4,4.2,3.5,13.0,30.0,0.7,2.6,2.0,2.6,0.23,1.4,0.0540048234319635
52.4,8.2,2.2,8.0,26.0,26.8,0.0,0.51,14.0,28.0,0.175,0.1,2.0,25.0,0.14,0.01,0.1,0.49,2.7,3.7,4.6,4.5,18.0,9.0,3.3,1.2,2.2,5.0,0.39,3.7,0.0192874024609012
20.0,8.2,11.8,4.4,4.4,35.2,0.0,0.5,14.0,10.0,0.035,0.03,2.0,17.0,0.105,0.09,0.1,0.33,0.5,0.3,2.1,4.7,8.0,4.0,4.1,2.0,3.1,0.3,0.26,1.9,0.0496866185844084
26.0,10.6,13.0,23.6,14.0,37.6,0.0,0.5,14.0,15.0,0.175,0.03,2.0,27.0,0.175,0.09,0.1,0.06,1.8,1.7,4.3,4.1,4.0,4.0,2.0,4.1,0.3,3.6,0.39,1.5,0.028269820668598
45.2,7.0,8.2,23.6,8.0,41.2,0.0,0.51,14.0,27.0,0.07,0.04,2.0,10.0,0.035,0.01,0.1,0.22,1.0,2.9,1.8,4.3,29.0,24.0,1.4,4.1,2.8,1.6,0.55,1.5,0.0006604363708954
24.8,7.0,7.0,22.4,10.4,31.6,0.0,0.5,14.0,16.0,0.035,0.02,2.0,23.0,0.175,0.06,0.1,0.15,0.8,0.9,2.9,3.1,25.0,28.0,4.0,2.2,2.4,2.6,0.39,2.1,0.0493654055653359
36.8,2.2,5.8,23.6,18.8,12.4,0.0,0.51,14.0,29.0,0.105,0.04,2.0,26.0,0.14,0.01,0.1,0.27,1.7,0.8,3.3,4.2,6.0,30.0,0.7,4.4,4.6,5.0,0.38,2.7,0.0861711951150069
50.0,3.4,8.2,4.4,14.0,29.2,0.0,0.5,14.0,27.0,0.175,0.05,2.0,19.0,0.035,0.03,0.1,0.25,0.8,1.5,3.9,2.8,11.0,9.0,2.3,3.2,1.7,4.0,0.61,1.1,0.0401234963122349
34.4,5.8,5.8,15.2,18.8,7.6,0.0,0.51,14.0,32.0,0.14,0.06,2.0,11.0,0.105,0.03,0.1,0.15,1.2,3.2,5.0,3.0,26.0,28.0,1.7,4.5,2.8,3.5,1.07,2.6,0.0372520813002214
38.0,3.4,11.8,15.2,20.0,32.8,0.0,0.51,14.0,29.0,0.14,0.08,2.0,8.0,0.14,0.04,0.1,0.03,1.1,1.5,4.8,3.2,1.0,29.0,2.3,2.8,3.4,2.1,0.93,2.1,0.0001307003189777
9.2,8.2,3.4,14.0,20.0,48.4,0.0,0.51,14.0,28.0,0.07,0.02,2.0,14.0,0.14,0.06,0.1,0.34,2.4,1.8,4.6,2.7,1.0,14.0,4.6,3.4,4.8,3.8,1.26,2.3,0.0965738379575508
12.8,5.8,13.0,9.2,22.4,12.4,0.0,0.5,14.0,27.0,0.07,0.07,2.0,17.0,0.14,0.08,0.1,0.23,2.5,0.6,5.0,4.4,28.0,14.0,4.2,1.0,0.5,4.5,0.59,2.8,0.102363316315087
9.2,8.2,7.0,18.8,6.8,30.4,0.0,0.51,14.0,14.0,0.175,0.07,2.0,21.0,0.07,0.02,0.1,0.35,0.7,1.7,4.0,2.9,26.0,14.0,3.9,0.7,2.4,1.9,0.37,1.1,0.105598003409937
41.6,7.0,5.8,14.0,20.0,25.6,0.0,0.5,14.0,31.0,0.105,0.01,2.0,33.0,0.175,0.07,0.1,0.5,2.3,4.1,5.0,4.5,13.0,28.0,0.7,2.4,4.5,1.3,0.14,3.8,0.0296382713986977
46.4,8.2,11.8,18.8,16.4,10.0,0.0,0.5,14.0,20.0,0.105,0.08,2.0,8.0,0.14,0.07,0.1,0.05,1.5,1.7,4.9,3.4,16.0,17.0,4.3,2.6,0.2,2.6,0.72,2.7,0.0216077365331257
9.2,11.8,5.8,23.6,4.4,8.8,0.0,0.5,14.0,35.0,0.175,0.09,2.0,28.0,0.14,0.04,0.1,0.22,0.4,4.0,1.3,3.4,6.0,29.0,5.0,3.4,5.0,3.9,0.12,1.2,0.0768209418592437
17.6,9.4,10.6,26.0,24.8,8.8,0.0,0.51,14.0,27.0,0.07,0.01,2.0,34.0,0.175,0.08,0.1,0.01,2.5,2.8,5.0,4.5,1.0,28.0,2.4,3.6,1.6,1.6,1.26,4.1,0.0512330268253664
44.0,9.4,2.2,23.6,17.6,36.4,0.0,0.5,14.0,13.0,0.175,0.07,2.0,12.0,0.175,0.1,0.1,0.19,1.8,1.3,4.6,4.8,29.0,16.0,2.4,0.4,1.5,1.5,1.08,2.3,0.0197008978975385
15.2,5.8,7.0,9.2,3.2,19.6,0.0,0.51,14.0,25.0,0.105,0.03,2.0,34.0,0.07,0.07,0.1,0.49,0.3,3.3,1.8,3.4,16.0,29.0,1.1,0.9,1.1,4.9,0.11,1.3,0.0947799912759289
15.2,10.6,3.4,8.0,4.4,50.8,0.0,0.51,14.0,11.0,0.14,0.08,2.0,15.0,0.105,0.06,0.1,0.18,0.5,1.3,1.9,2.5,15.0,10.0,3.3,1.5,4.4,1.8,0.19,1.3,0.0467877977841069
21.2,11.8,4.6,24.8,10.4,12.4,0.0,0.5,14.0,20.0,0.105,0.09,2.0,29.0,0.175,0.1,0.1,0.22,1.3,1.0,2.7,4.7,16.0,23.0,3.6,1.3,3.4,0.5,0.66,2.1,0.0323255473175444
32.0,4.6,13.0,16.4,9.2,49.6,0.0,0.5,14.0,26.0,0.175,0.03,2.0,30.0,0.105,0.03,0.1,0.0,1.0,2.8,2.9,5.0,9.0,8.0,3.4,2.2,1.7,1.8,0.9,1.7,0.0011477257449081
18.8,9.4,9.4,12.8,11.6,6.4,0.0,0.5,14.0,35.0,0.105,0.04,2.0,28.0,0.07,0.02,0.1,0.18,0.6,2.7,3.8,2.8,14.0,6.0,0.9,0.2,5.0,2.5,0.44,1.8,0.0470985264141912
42.8,8.2,3.4,14.0,4.4,17.2,0.0,0.51,14.0,35.0,0.07,0.04,2.0,23.0,0.105,0.03,0.1,0.26,0.4,1.8,2.1,2.9,4.0,28.0,3.3,1.5,3.3,2.5,0.19,1.2,0.0242596470773454
34.4,3.4,8.2,8.0,12.8,37.6,0.0,0.5,14.0,28.0,0.105,0.08,2.0,30.0,0.175,0.01,0.1,0.49,1.4,2.4,4.0,1.8,3.0,21.0,0.1,2.7,3.8,4.5,0.81,1.3,0.0649390052766522
51.2,13.0,5.8,10.4,8.0,29.2,0.0,0.51,14.0,16.0,0.07,0.01,2.0,31.0,0.035,0.01,0.1,0.42,0.9,1.4,3.5,3.2,2.0,0.0,3.4,2.5,4.1,4.4,0.31,2.3,0.0141961976101853
18.8,5.8,1.0,9.2,10.4,35.2,0.0,0.51,14.0,24.0,0.105,0.03,2.0,6.0,0.105,0.06,0.1,0.46,1.2,3.2,3.9,4.0,22.0,4.0,3.6,4.8,0.4,1.7,0.27,1.5,0.0748105769075272
17.6,9.4,7.0,10.4,24.8,13.6,0.0,0.5,14.0,28.0,0.07,0.03,2.0,8.0,0.07,0.06,0.1,0.43,2.8,3.1,5.0,4.3,18.0,3.0,5.0,1.6,1.4,2.0,1.85,2.9,0.0488928507760272
16.4,5.8,5.8,23.6,12.8,38.8,0.0,0.51,14.0,34.0,0.105,0.01,2.0,28.0,0.105,0.01,0.1,0.39,1.7,3.2,4.4,4.1,19.0,5.0,1.2,2.6,5.0,3.1,0.18,1.5,0.0921943410466461
39.2,13.0,5.8,10.4,10.4,29.2,0.0,0.51,14.0,25.0,0.035,0.02,2.0,24.0,0.105,0.05,0.1,0.47,0.8,1.4,3.8,4.9,4.0,8.0,0.2,1.8,3.2,1.3,0.64,3.6,0.0164280816968946
14.0,5.8,10.6,10.4,21.2,8.8,0.0,0.51,14.0,31.0,0.07,0.03,2.0,22.0,0.14,0.03,0.1,0.38,1.2,3.4,4.5,3.2,6.0,9.0,2.0,0.4,0.8,2.2,0.2,2.6,0.0898166208220809
45.2,1.0,5.8,11.6,8.0,48.4,0.0,0.5,14.0,26.0,0.14,0.09,2.0,32.0,0.105,0.06,0.1,0.12,0.9,1.1,2.2,2.7,14.0,11.0,2.5,2.9,2.2,1.8,0.36,1.8,0.128747389327989
22.4,11.8,3.4,9.2,18.8,12.4,0.0,0.51,14.0,22.0,0.175,0.09,2.0,23.0,0.035,0.01,0.1,0.16,1.9,1.8,5.0,3.9,4.0,7.0,1.2,4.0,2.4,0.2,1.45,1.9,0.03342241189033
29.6,10.6,3.4,15.2,17.6,36.4,0.0,0.5,14.0,17.0,0.105,0.1,2.0,32.0,0.07,0.03,0.1,0.31,1.7,1.4,4.2,3.7,26.0,22.0,0.5,0.1,4.5,2.8,0.83,1.3,0.0239277611930864
44.0,4.6,1.0,3.2,12.8,22.0,0.0,0.5,14.0,32.0,0.035,0.01,2.0,31.0,0.14,0.05,0.1,0.09,1.3,4.1,4.2,3.4,27.0,8.0,0.3,4.3,4.1,3.2,1.05,1.9,0.0417540624457619
22.4,8.2,4.6,3.2,10.4,44.8,0.0,0.5,14.0,32.0,0.175,0.09,2.0,6.0,0.07,0.02,0.1,0.37,1.1,1.7,3.1,4.0,18.0,2.0,0.6,0.4,4.1,0.5,0.2,1.3,0.0419268103725122
18.8,2.2,10.6,15.2,16.4,22.0,0.0,0.51,14.0,10.0,0.175,0.06,2.0,13.0,0.14,0.07,0.1,0.19,0.9,0.3,3.6,3.9,8.0,17.0,3.2,1.1,1.4,4.0,0.22,1.7,0.155778511298927
48.8,2.2,4.6,24.8,9.2,44.8,0.0,0.5,14.0,33.0,0.14,0.01,2.0,17.0,0.035,0.03,0.1,0.15,0.8,3.1,3.8,2.5,16.0,6.0,2.8,1.3,0.9,0.8,0.37,1.2,0.0640289500332015
9.2,5.8,2.2,15.2,20.0,20.8,0.0,0.51,14.0,18.0,0.105,0.1,2.0,10.0,0.105,0.09,0.1,0.37,1.8,1.5,3.5,3.8,30.0,9.0,4.1,4.6,2.9,0.9,1.02,3.2,0.129326225790893
40.4,8.2,3.4,22.4,18.8,12.4,0.0,0.5,14.0,9.0,0.07,0.07,2.0,11.0,0.105,0.09,0.1,0.48,2.2,1.0,4.9,4.2,2.0,6.0,2.0,3.6,2.0,4.3,0.81,1.3,0.0248147715351838
35.6,4.6,1.0,8.0,10.4,49.6,0.0,0.51,14.0,33.0,0.105,0.08,2.0,15.0,0.175,0.01,0.1,0.29,0.5,4.3,4.0,2.7,12.0,5.0,0.8,1.5,0.5,0.6,0.42,2.1,0.0458044197736572
46.4,9.4,7.0,12.8,9.2,20.8,0.0,0.51,14.0,24.0,0.14,0.08,2.0,18.0,0.07,0.03,0.1,0.04,0.8,1.0,5.0,2.9,22.0,15.0,1.5,3.2,4.9,4.6,0.64,2.1,0.0197938985191075
6.8,8.2,3.4,23.6,5.6,6.4,0.0,0.51,14.0,35.0,0.175,0.05,2.0,20.0,0.14,0.09,0.1,0.02,0.3,3.2,2.8,2.7,6.0,7.0,1.3,4.1,3.6,4.9,0.26,1.4,0.142234391222763
34.4,9.4,7.0,8.0,14.0,30.4,0.0,0.51,14.0,33.0,0.105,0.02,2.0,8.0,0.14,0.04,0.1,0.07,0.8,4.1,3.5,4.7,3.0,25.0,1.4,1.8,2.6,2.1,0.73,2.8,0.0234469850394922
45.2,9.4,13.0,18.8,17.6,35.2,0.0,0.5,14.0,25.0,0.07,0.03,2.0,24.0,0.07,0.04,0.1,0.2,0.8,1.2,3.4,3.3,1.0,30.0,4.6,0.3,0.6,4.5,0.71,2.8,0.0179311559283052
27.2,10.6,10.6,9.2,16.4,19.6,0.0,0.51,14.0,24.0,0.07,0.01,2.0,11.0,0.105,0.05,0.1,0.41,1.4,2.1,3.6,3.4,28.0,21.0,4.4,4.6,4.8,3.8,1.36,2.2,0.0292640729526649
33.2,5.8,7.0,16.4,23.6,22.0,0.0,0.5,14.0,35.0,0.07,0.06,2.0,25.0,0.14,0.08,0.1,0.5,1.7,2.1,4.7,3.5,22.0,7.0,0.4,2.0,4.3,2.0,0.52,3.2,0.035622795062974
35.6,3.4,7.0,6.8,9.2,36.4,0.0,0.5,14.0,33.0,0.105,0.01,2.0,16.0,0.14,0.06,0.1,0.19,1.2,4.1,1.7,3.9,27.0,17.0,0.2,1.5,5.0,2.5,0.44,1.3,0.0696518824717548
40.4,1.0,8.2,9.2,5.6,30.4,0.0,0.51,14.0,15.0,0.14,0.04,2.0,24.0,0.14,0.08,0.1,0.42,0.6,1.8,2.5,5.0,18.0,20.0,4.5,1.6,4.0,1.5,0.47,1.7,0.144125277219637
22.4,13.0,5.8,20.0,21.2,20.8,0.0,0.51,14.0,34.0,0.175,0.01,2.0,25.0,0.035,0.01,0.1,0.43,1.8,4.4,4.4,4.4,15.0,23.0,3.8,0.1,2.4,2.2,0.83,2.5,0.0257689423981163
29.6,13.0,3.4,23.6,10.4,30.4,0.0,0.51,14.0,35.0,0.07,0.06,2.0,18.0,0.175,0.06,0.1,0.02,1.3,1.8,1.8,4.5,13.0,30.0,5.0,2.2,1.0,3.8,0.36,1.7,0.0211727408983377
34.4,10.6,7.0,8.0,17.6,49.6,0.0,0.5,14.0,30.0,0.14,0.01,2.0,4.0,0.105,0.02,0.1,0.03,2.0,1.9,4.5,1.8,24.0,29.0,0.1,4.4,4.7,2.3,1.07,1.0,0.0239302869780894
23.6,4.6,11.8,8.0,16.4,23.2,0.0,0.5,14.0,12.0,0.175,0.07,2.0,29.0,0.035,0.03,0.1,0.27,1.1,1.3,4.3,4.1,17.0,3.0,1.1,4.8,2.6,4.2,1.05,3.3,0.0708392201110605
14.0,11.8,2.2,24.8,14.0,49.6,0.0,0.5,14.0,27.0,0.175,0.06,2.0,15.0,0.105,0.01,0.1,0.29,1.3,2.3,4.1,3.2,23.0,13.0,3.3,4.1,2.5,3.8,0.36,2.4,0.046527538652775
44.0,11.8,7.0,21.2,9.2,44.8,0.0,0.5,14.0,14.0,0.175,0.08,2.0,24.0,0.175,0.03,0.1,0.07,1.1,1.6,3.9,4.6,30.0,19.0,2.5,2.5,0.6,4.1,0.28,2.2,0.0171508255839998
47.6,5.8,4.6,6.8,22.4,42.4,0.0,0.51,14.0,34.0,0.175,0.1,2.0,9.0,0.105,0.08,0.1,0.34,2.4,2.6,4.8,5.0,29.0,22.0,1.3,1.9,1.2,3.5,1.25,2.1,0.0272766940513693
45.2,5.8,5.8,15.2,18.8,28.0,0.0,0.5,14.0,19.0,0.14,0.03,2.0,26.0,0.105,0.04,0.1,0.1,2.2,1.6,4.3,4.4,9.0,25.0,4.3,1.2,2.5,2.2,0.33,4.1,0.0306226396701198
15.2,11.8,5.8,22.4,22.4,13.6,0.0,0.5,14.0,24.0,0.175,0.03,2.0,33.0,0.105,0.05,0.1,0.49,1.3,2.9,4.6,3.1,27.0,3.0,3.0,4.0,1.6,0.4,0.42,2.3,0.0425414660916294
41.6,5.8,2.2,26.0,20.0,47.2,0.0,0.5,14.0,34.0,0.105,0.02,2.0,12.0,0.14,0.06,0.1,0.08,1.5,4.3,4.4,4.1,19.0,3.0,0.2,3.0,0.6,0.3,0.84,3.6,0.0312123421981017
29.6,8.2,13.0,14.0,8.0,6.4,0.0,0.51,14.0,21.0,0.175,0.09,2.0,28.0,0.07,0.03,0.1,0.13,1.0,2.8,2.6,3.2,18.0,18.0,1.3,2.5,3.4,1.8,0.5,1.7,0.0356564741300319
46.4,8.2,10.6,12.8,5.6,28.0,0.0,0.51,14.0,18.0,0.035,0.01,2.0,24.0,0.07,0.04,0.1,0.25,0.6,2.4,3.6,3.6,4.0,16.0,2.6,3.3,0.1,4.2,0.54,1.4,0.0247924016198939
39.2,5.8,10.6,8.0,6.8,30.4,0.0,0.51,14.0,29.0,0.175,0.1,2.0,8.0,0.07,0.02,0.1,0.36,0.5,1.4,4.0,4.4,4.0,25.0,4.6,2.3,2.3,1.3,0.49,1.6,0.0358361309660411
11.6,13.0,8.2,18.8,5.6,36.4,0.0,0.5,14.0,18.0,0.07,0.07,2.0,28.0,0.175,0.06,0.1,0.41,0.6,0.8,3.6,2.2,16.0,28.0,0.6,1.4,2.5,2.3,0.28,1.5,0.0529546684096035
51.2,1.0,11.8,9.2,6.8,14.8,0.0,0.5,14.0,19.0,0.035,0.03,2.0,13.0,0.105,0.04,0.1,0.24,0.5,0.3,1.9,1.5,17.0,21.0,4.9,0.6,0.3,3.4,0.28,1.2,0.110712340037141
47.6,8.2,10.6,6.8,22.4,24.4,0.0,0.5,14.0,26.0,0.105,0.01,2.0,25.0,0.105,0.04,0.1,0.32,1.8,2.5,4.1,3.4,16.0,4.0,3.0,1.6,3.5,0.5,0.87,2.8,0.0205868449024054
47.6,4.6,3.4,8.0,8.0,6.4,0.0,0.5,14.0,33.0,0.105,0.02,2.0,18.0,0.14,0.05,0.1,0.27,0.7,2.7,4.4,3.7,17.0,21.0,4.2,4.3,2.4,0.3,0.15,1.1,0.0383585006973886
38.0,7.0,11.8,12.8,14.0,42.4,0.0,0.51,14.0,33.0,0.14,0.01,2.0,29.0,0.105,0.03,0.1,0.21,1.5,1.1,4.4,4.0,30.0,4.0,4.0,4.4,0.1,2.2,0.69,2.9,0.0305521698600175
45.2,7.0,10.6,22.4,14.0,38.8,0.0,0.51,14.0,28.0,0.175,0.01,2.0,35.0,0.105,0.05,0.1,0.38,0.7,2.5,5.0,4.6,9.0,4.0,4.8,2.4,4.6,2.7,0.31,2.0,0.0114094243392113
8.0,7.0,13.0,11.6,9.2,8.8,0.0,0.51,14.0,34.0,0.07,0.03,2.0,13.0,0.175,0.05,0.1,0.41,1.2,1.2,4.2,4.9,15.0,19.0,3.5,2.2,4.3,0.9,0.3,2.7,0.146903401715425
33.2,13.0,9.4,12.8,8.0,25.6,0.0,0.51,14.0,19.0,0.07,0.01,2.0,31.0,0.07,0.02,0.1,0.4,0.7,0.8,2.2,3.4,24.0,2.0,3.6,1.9,2.7,1.9,0.38,1.5,0.0206809241510378
11.6,7.0,11.8,23.6,18.8,36.4,0.0,0.5,14.0,27.0,0.175,0.01,2.0,6.0,0.07,0.07,0.1,0.05,2.0,2.4,4.6,2.5,2.0,23.0,0.9,0.5,2.2,3.4,1.65,2.4,0.0891968589251985
20.0,11.8,2.2,14.0,5.6,36.4,0.0,0.5,14.0,30.0,0.175,0.03,2.0,28.0,0.07,0.04,0.1,0.17,0.7,1.9,1.9,3.3,22.0,26.0,2.9,4.8,1.1,1.7,0.43,1.3,0.0354216421597651
48.8,2.2,5.8,18.8,24.8,49.6,0.0,0.5,14.0,15.0,0.07,0.04,2.0,24.0,0.14,0.04,0.1,0.26,1.0,1.6,5.0,4.7,26.0,7.0,3.5,3.2,3.5,3.6,0.94,2.5,0.0601881400959743
33.2,10.6,1.0,5.6,6.8,49.6,0.0,0.51,14.0,28.0,0.14,0.02,2.0,33.0,0.105,0.02,0.1,0.13,0.5,0.7,2.8,2.5,27.0,5.0,3.9,3.1,4.6,1.3,0.29,1.5,0.0240839065555114
11.6,11.8,4.6,6.8,15.2,38.8,0.0,0.5,14.0,8.0,0.105,0.07,2.0,25.0,0.14,0.06,0.1,0.25,1.9,0.3,4.1,3.9,30.0,2.0,2.4,4.1,3.1,2.6,0.23,1.0,0.0597771847192564
48.8,7.0,4.6,17.6,26.0,11.2,0.0,0.5,14.0,26.0,0.14,0.02,2.0,13.0,0.07,0.02,0.1,0.1,2.8,2.6,5.0,5.0,22.0,24.0,1.8,4.9,0.2,0.1,1.0,4.4,0.0240703894611829
18.8,4.6,2.2,21.2,6.8,12.4,0.0,0.51,14.0,31.0,0.175,0.09,2.0,11.0,0.105,0.02,0.1,0.43,0.4,1.6,4.1,2.7,30.0,27.0,3.5,0.2,4.0,0.4,0.26,2.2,0.0943377071438617
9.2,10.6,5.8,14.0,3.2,41.2,0.0,0.51,14.0,22.0,0.14,0.02,2.0,22.0,0.07,0.07,0.1,0.41,0.2,2.6,1.9,2.8,23.0,1.0,4.7,0.9,3.5,0.4,0.11,1.0,0.086436317952519
