w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_left_T
24.8,9.4,3.4,14.0,4.4,53.2,0.0,0.5,14.0,35.0,0.14,0.09,2.0,4.0,0.175,0.06,0.1,0.39,0.5,1.1,3.0,2.1,3.0,6.0,2.4,1.4,5.0,0.9,0.37,1.1,0.0360282227954596
45.2,11.8,10.6,23.6,18.8,24.4,0.0,0.51,14.0,35.0,0.035,0.02,2.0,26.0,0.105,0.05,0.1,0.13,1.3,1.2,4.9,3.8,13.0,23.0,4.9,0.7,2.5,0.9,0.94,1.3,0.0162554403337596
46.4,13.0,13.0,21.2,10.4,31.6,0.0,0.5,14.0,32.0,0.07,0.03,2.0,32.0,0.175,0.08,0.1,0.27,0.7,2.0,3.3,2.6,18.0,17.0,1.1,0.4,1.8,4.8,0.27,1.3,0.0143193095736468
35.6,10.6,11.8,8.0,14.0,38.8,0.0,0.51,14.0,32.0,0.14,0.04,2.0,10.0,0.07,0.03,0.1,0.5,1.2,3.8,2.8,4.1,7.0,26.0,4.6,1.0,3.7,4.8,0.31,2.2,0.0205554238391344
8.0,7.0,7.0,11.6,21.2,50.8,0.0,0.5,14.0,26.0,0.14,0.03,2.0,22.0,0.035,0.01,0.1,0.28,2.2,1.8,4.2,4.2,21.0,1.0,4.6,4.2,5.0,2.6,1.48,3.2,0.116415234257072
12.8,7.0,9.4,24.8,17.6,52.0,0.0,0.5,14.0,35.0,0.105,0.06,2.0,27.0,0.175,0.04,0.1,0.26,1.0,1.3,3.1,4.1,20.0,23.0,1.9,3.1,4.1,0.5,0.77,2.8,0.0752536541273452
9.2,5.8,5.8,18.8,8.0,24.4,0.0,0.51,14.0,29.0,0.14,0.1,2.0,32.0,0.105,0.08,0.1,0.36,0.7,1.4,3.4,3.9,1.0,26.0,1.5,0.9,3.5,4.6,0.4,2.3,0.142121685581712
33.2,7.0,4.6,14.0,10.4,17.2,0.0,0.5,14.0,10.0,0.105,0.03,2.0,20.0,0.07,0.06,0.1,0.05,0.6,0.4,4.2,4.6,5.0,10.0,2.7,4.8,2.7,2.6,0.14,1.1,0.0304164837053899
44.0,7.0,5.8,4.4,20.0,8.8,0.0,0.5,14.0,28.0,0.14,0.09,2.0,23.0,0.07,0.06,0.1,0.38,2.2,1.7,3.3,4.4,8.0,21.0,1.5,2.9,1.5,4.5,0.23,3.2,0.027714296225695
11.6,9.4,3.4,22.4,6.8,17.2,0.0,0.5,14.0,33.0,0.07,0.07,2.0,27.0,0.14,0.07,0.1,0.13,0.7,2.8,2.0,2.1,11.0,15.0,0.7,4.3,1.2,2.3,0.24,1.6,0.0733917057881117
24.8,7.0,10.6,12.8,22.4,41.2,0.0,0.51,14.0,33.0,0.175,0.06,2.0,13.0,0.14,0.09,0.1,0.09,2.7,3.9,4.2,3.4,7.0,1.0,2.6,4.2,2.4,0.5,1.63,3.0,0.0471149740000743
35.6,13.0,8.2,9.2,20.0,20.8,0.0,0.51,14.0,31.0,0.07,0.05,2.0,26.0,0.035,0.02,0.1,0.33,1.6,1.8,4.7,4.4,5.0,29.0,4.8,4.6,4.2,3.9,1.14,3.4,0.0178807200856416
48.8,9.4,9.4,10.4,5.6,53.2,0.0,0.51,14.0,32.0,0.105,0.07,2.0,9.0,0.14,0.02,0.1,0.27,0.6,2.9,2.1,4.8,19.0,10.0,4.4,0.7,2.5,2.8,0.31,1.8,0.0188340642732343
41.6,3.4,10.6,22.4,23.6,47.2,0.0,0.51,14.0,20.0,0.105,0.03,2.0,17.0,0.175,0.08,0.1,0.32,3.1,2.4,4.9,4.4,1.0,20.0,1.5,2.2,3.8,3.5,0.58,2.2,0.0551128219970875
35.6,2.2,8.2,18.8,20.0,5.2,0.0,0.5,14.0,27.0,0.14,0.05,2.0,16.0,0.07,0.04,0.1,0.34,2.5,1.4,4.3,3.8,16.0,24.0,1.0,0.9,3.4,3.6,1.06,2.7,0.0938559250732175
47.6,7.0,3.4,6.8,21.2,48.4,0.0,0.5,14.0,34.0,0.105,0.06,2.0,13.0,0.105,0.1,0.1,0.25,2.1,4.1,4.8,4.8,4.0,28.0,4.1,4.1,4.0,1.7,1.9,3.4,0.0236938328054159
9.2,13.0,4.6,16.4,5.6,8.8,0.0,0.5,14.0,19.0,0.175,0.04,2.0,22.0,0.105,0.07,0.1,0.36,0.7,2.1,2.2,1.2,11.0,8.0,2.8,4.3,4.7,5.0,0.37,1.1,0.0707879761861332
30.8,13.0,8.2,26.0,17.6,37.6,0.0,0.5,14.0,30.0,0.175,0.04,2.0,12.0,0.175,0.07,0.1,0.03,2.3,1.7,4.4,4.4,2.0,26.0,2.3,0.1,3.1,0.9,0.15,1.3,0.0222858216273999
38.0,3.4,1.0,14.0,6.8,29.2,0.0,0.5,14.0,33.0,0.14,0.04,2.0,25.0,0.105,0.08,0.1,0.24,0.6,2.6,4.8,2.8,30.0,2.0,0.3,4.0,0.8,2.2,0.57,1.3,0.062269404660167
38.0,9.4,9.4,10.4,24.8,22.0,0.0,0.5,14.0,32.0,0.175,0.03,2.0,22.0,0.14,0.04,0.1,0.23,2.4,1.2,4.6,5.0,30.0,18.0,0.4,4.3,1.2,3.3,0.21,3.8,0.0229460395778638
18.8,7.0,2.2,18.8,4.4,18.4,0.0,0.5,14.0,17.0,0.105,0.03,2.0,31.0,0.035,0.01,0.1,0.06,0.2,0.2,2.2,2.7,8.0,30.0,0.7,3.4,2.6,4.4,0.17,1.7,0.0626436473873347
14.0,9.4,3.4,6.8,26.0,26.8,0.0,0.5,14.0,35.0,0.14,0.09,2.0,10.0,0.105,0.1,0.1,0.03,3.2,2.7,4.6,4.8,7.0,17.0,2.6,2.7,4.5,1.7,1.84,3.3,0.0644057141555099
46.4,8.2,2.2,14.0,24.8,36.4,0.0,0.5,14.0,14.0,0.14,0.06,2.0,34.0,0.14,0.09,0.1,0.35,2.9,1.5,4.5,4.4,2.0,18.0,4.6,2.7,2.0,4.1,0.53,4.3,0.021096623639425
44.0,11.8,4.6,26.0,22.4,7.6,0.0,0.5,14.0,25.0,0.105,0.01,2.0,24.0,0.175,0.06,0.1,0.46,1.3,1.4,4.7,3.5,9.0,0.0,2.5,2.6,2.6,0.7,0.33,3.0,0.015080969279147
34.4,5.8,1.0,10.4,11.6,14.8,0.0,0.51,14.0,34.0,0.14,0.06,2.0,13.0,0.175,0.1,0.1,0.48,1.4,4.0,4.3,2.5,4.0,11.0,1.5,3.2,3.8,0.7,0.32,2.1,0.0430511651621239
34.4,13.0,8.2,18.8,15.2,13.6,0.0,0.51,14.0,25.0,0.175,0.08,2.0,11.0,0.035,0.03,0.1,0.11,1.4,2.1,3.5,2.6,18.0,26.0,3.7,4.4,0.5,4.3,0.69,2.1,0.0188137491542261
29.6,11.8,7.0,21.2,17.6,35.2,0.0,0.51,14.0,29.0,0.035,0.03,2.0,10.0,0.07,0.07,0.1,0.09,1.4,3.1,4.6,4.5,13.0,6.0,3.9,0.6,4.2,1.0,1.26,3.1,0.0244825897396852
38.0,9.4,9.4,22.4,22.4,4.0,0.0,0.51,14.0,28.0,0.07,0.03,2.0,28.0,0.105,0.06,0.1,0.18,2.9,3.6,5.0,5.0,2.0,2.0,0.1,3.5,0.7,4.6,0.49,4.1,0.0243014031368685
39.2,9.4,4.6,16.4,20.0,24.4,0.0,0.51,14.0,16.0,0.14,0.04,2.0,8.0,0.035,0.03,0.1,0.34,0.9,1.2,4.8,2.5,19.0,20.0,1.5,3.5,0.2,2.9,0.27,2.2,0.0227962187362554
9.2,8.2,13.0,17.6,18.8,20.8,0.0,0.5,14.0,10.0,0.035,0.03,2.0,28.0,0.105,0.07,0.1,0.29,2.1,1.0,4.8,3.7,16.0,14.0,3.8,3.2,3.9,4.7,0.87,1.4,0.0976045245419452
51.2,4.6,7.0,6.8,4.4,23.2,0.0,0.51,14.0,30.0,0.175,0.04,2.0,7.0,0.175,0.04,0.1,0.21,0.4,3.8,2.5,3.4,4.0,18.0,0.8,1.6,3.6,3.3,0.16,1.4,0.0340957716030801
29.6,4.6,7.0,12.8,16.4,35.2,0.0,0.5,14.0,33.0,0.14,0.09,2.0,7.0,0.175,0.03,0.1,0.2,0.8,1.4,3.4,4.5,20.0,4.0,2.5,2.0,4.0,0.2,0.31,1.6,0.0463613682206498
30.8,5.8,4.6,21.2,3.2,38.8,0.0,0.51,14.0,34.0,0.14,0.02,2.0,25.0,0.175,0.01,0.1,0.36,0.4,4.6,1.8,2.2,10.0,8.0,3.8,2.5,2.0,5.0,0.2,1.2,0.0466919008390118
33.2,4.6,2.2,20.0,3.2,8.8,0.0,0.5,14.0,13.0,0.07,0.05,2.0,16.0,0.14,0.01,0.1,0.32,0.4,0.2,1.8,4.9,30.0,26.0,2.4,4.9,0.5,2.9,0.17,1.2,0.0557800399135467
39.2,8.2,3.4,21.2,3.2,20.8,0.0,0.51,14.0,32.0,0.14,0.1,2.0,24.0,0.07,0.02,0.1,0.08,0.3,2.7,1.6,3.9,8.0,11.0,4.1,3.6,3.3,2.1,0.14,1.0,0.0271774723618612
39.2,7.0,10.6,17.6,6.8,49.6,0.0,0.51,14.0,16.0,0.07,0.04,2.0,24.0,0.07,0.04,0.1,0.14,0.6,0.8,2.9,4.2,19.0,25.0,2.2,2.5,4.6,1.1,0.49,1.2,0.0314991533384604
47.6,8.2,8.2,23.6,15.2,40.0,0.0,0.5,14.0,12.0,0.14,0.1,2.0,27.0,0.14,0.1,0.1,0.19,1.6,0.2,4.7,3.2,21.0,29.0,1.5,4.5,0.1,0.7,0.14,1.2,0.0201713746710058
48.8,10.6,8.2,17.6,6.8,20.8,0.0,0.51,14.0,27.0,0.14,0.1,2.0,17.0,0.14,0.02,0.1,0.34,0.8,1.6,2.0,3.3,26.0,3.0,4.7,1.6,4.3,1.6,0.12,1.6,0.0167164162643569
34.4,8.2,10.6,5.6,11.6,47.2,0.0,0.5,14.0,16.0,0.175,0.05,2.0,15.0,0.175,0.03,0.1,0.13,1.3,0.7,4.7,3.8,4.0,5.0,5.0,1.4,1.6,1.6,0.45,1.4,0.0276261805607302
35.6,7.0,13.0,11.6,18.8,36.4,0.0,0.51,14.0,24.0,0.035,0.03,2.0,33.0,0.105,0.04,0.1,0.15,1.5,1.3,4.2,4.6,22.0,13.0,1.9,2.7,0.6,3.9,0.16,1.5,0.0325219758762621
38.0,1.0,8.2,3.2,14.0,25.6,0.0,0.5,14.0,14.0,0.035,0.02,2.0,15.0,0.175,0.07,0.1,0.4,1.6,1.3,2.9,2.2,12.0,7.0,2.6,0.1,2.1,0.4,0.36,1.8,0.154173491149487
47.6,13.0,5.8,16.4,18.8,12.4,0.0,0.5,14.0,35.0,0.175,0.08,2.0,9.0,0.14,0.07,0.1,0.14,1.6,3.2,5.0,3.7,14.0,5.0,1.6,1.3,0.6,3.2,1.47,1.0,0.0126495027660496
22.4,9.4,3.4,18.8,17.6,29.2,0.0,0.5,14.0,26.0,0.14,0.1,2.0,32.0,0.105,0.09,0.1,0.25,2.2,2.0,4.0,4.2,23.0,9.0,2.0,4.9,0.2,3.7,1.49,3.1,0.0395402836156351
11.6,5.8,13.0,6.8,15.2,37.6,0.0,0.5,14.0,19.0,0.14,0.02,2.0,12.0,0.175,0.1,0.1,0.1,1.4,1.3,3.5,3.2,19.0,16.0,1.3,3.4,0.1,0.3,1.12,2.3,0.106394936733697
47.6,13.0,2.2,12.8,9.2,22.0,0.0,0.51,14.0,35.0,0.105,0.03,2.0,27.0,0.07,0.06,0.1,0.34,0.9,4.0,3.9,3.2,8.0,12.0,1.1,3.2,0.4,2.4,0.27,2.7,0.0143411591419822
17.6,7.0,2.2,21.2,4.4,8.8,0.0,0.51,14.0,30.0,0.14,0.1,2.0,28.0,0.035,0.01,0.1,0.38,0.3,1.1,2.9,4.1,8.0,5.0,2.5,4.2,3.2,3.5,0.17,1.3,0.0649659433766008
39.2,13.0,7.0,24.8,14.0,31.6,0.0,0.5,14.0,5.0,0.07,0.07,2.0,19.0,0.175,0.06,0.1,0.47,1.8,0.6,4.0,3.7,26.0,29.0,3.3,4.9,2.3,4.0,0.11,2.9,0.0172038548162113
48.8,3.4,5.8,22.4,22.4,18.4,0.0,0.5,14.0,26.0,0.105,0.05,2.0,23.0,0.175,0.09,0.1,0.41,2.6,2.6,4.9,4.6,21.0,6.0,2.3,2.4,2.6,3.2,0.9,2.6,0.0468076838379104
34.4,5.8,13.0,5.6,6.8,32.8,0.0,0.51,14.0,14.0,0.07,0.01,2.0,29.0,0.14,0.05,0.1,0.31,0.8,1.4,3.2,4.7,16.0,20.0,2.7,4.5,1.5,3.3,0.11,1.2,0.0614117561596141
27.2,9.4,9.4,12.8,22.4,6.4,0.0,0.5,14.0,26.0,0.105,0.05,2.0,27.0,0.105,0.08,0.1,0.17,1.0,3.4,4.5,3.2,30.0,3.0,4.9,1.7,3.0,3.8,0.38,3.1,0.0296797009657507
52.4,11.8,5.8,21.2,11.6,52.0,0.0,0.51,14.0,24.0,0.14,0.07,2.0,10.0,0.105,0.03,0.1,0.46,1.1,1.4,4.1,3.3,10.0,10.0,0.6,4.7,0.9,1.0,0.77,1.5,0.0143035172628826
36.8,4.6,3.4,12.8,26.0,38.8,0.0,0.5,14.0,33.0,0.07,0.02,2.0,22.0,0.105,0.09,0.1,0.35,2.2,2.5,4.9,4.2,11.0,11.0,3.8,4.3,4.9,2.4,1.94,3.5,0.0435475853340125
48.8,7.0,13.0,6.8,20.0,4.0,0.0,0.51,14.0,32.0,0.105,0.09,2.0,24.0,0.105,0.07,0.1,0.28,1.0,4.0,3.4,4.7,30.0,0.0,1.3,0.4,0.8,3.0,0.17,2.7,0.0219379791846638
14.0,11.8,9.4,23.6,10.4,43.6,0.0,0.5,14.0,30.0,0.105,0.05,2.0,27.0,0.07,0.01,0.1,0.3,1.0,1.4,2.2,3.3,23.0,26.0,3.0,4.2,4.8,4.4,0.13,1.3,0.0489690005906968
52.4,9.4,2.2,6.8,23.6,42.4,0.0,0.5,14.0,26.0,0.14,0.08,2.0,30.0,0.175,0.02,0.1,0.17,2.7,1.8,4.6,4.8,25.0,19.0,0.4,0.9,1.9,3.4,0.36,2.8,0.015939509613171
38.0,2.2,2.2,26.0,16.4,13.6,0.0,0.5,14.0,35.0,0.105,0.1,2.0,29.0,0.07,0.02,0.1,0.02,1.9,3.4,3.8,4.2,16.0,21.0,3.0,2.1,4.9,4.8,1.3,1.3,0.0882356696126259
44.0,5.8,3.4,21.2,20.0,17.2,0.0,0.51,14.0,25.0,0.14,0.04,2.0,22.0,0.07,0.05,0.1,0.03,1.3,3.2,4.1,3.0,23.0,19.0,1.4,4.5,0.1,0.6,0.42,2.6,0.0286231415584331
36.8,3.4,9.4,17.6,24.8,32.8,0.0,0.51,14.0,31.0,0.07,0.02,2.0,23.0,0.105,0.08,0.1,0.01,1.2,2.8,4.5,3.7,3.0,18.0,2.3,3.7,3.5,2.0,0.8,3.3,0.0576527328800347
16.4,13.0,10.6,20.0,15.2,7.6,0.0,0.5,14.0,7.0,0.14,0.1,2.0,13.0,0.14,0.01,0.1,0.24,1.2,0.5,4.6,4.9,28.0,15.0,4.2,0.1,2.4,2.5,0.21,1.8,0.0355757199789403
36.8,3.4,2.2,8.0,10.4,42.4,0.0,0.51,14.0,27.0,0.035,0.02,2.0,29.0,0.175,0.02,0.1,0.22,1.0,3.5,2.5,3.4,2.0,11.0,0.3,2.1,4.7,4.1,0.74,1.4,0.0610793778727718
28.4,4.6,5.8,23.6,15.2,20.8,0.0,0.51,14.0,17.0,0.105,0.08,2.0,27.0,0.175,0.05,0.1,0.11,1.0,0.9,4.4,2.9,10.0,19.0,1.2,2.3,4.6,3.2,0.3,1.4,0.0559737164129321
46.4,8.2,5.8,5.6,10.4,18.4,0.0,0.51,14.0,7.0,0.175,0.05,2.0,24.0,0.035,0.02,0.1,0.28,0.9,0.9,4.5,3.9,27.0,11.0,3.4,0.7,0.3,0.8,0.43,2.7,0.0222507018551441
51.2,11.8,11.8,21.2,12.8,36.4,0.0,0.51,14.0,33.0,0.14,0.01,2.0,35.0,0.175,0.06,0.1,0.35,1.1,2.1,2.9,4.4,12.0,28.0,3.1,2.1,0.9,2.9,0.85,1.4,0.0138090268937175
51.2,4.6,11.8,23.6,9.2,24.4,0.0,0.51,14.0,29.0,0.14,0.04,2.0,27.0,0.105,0.09,0.1,0.23,1.0,3.5,4.2,4.8,24.0,28.0,0.3,0.5,4.4,3.5,0.56,2.3,0.0350848882824917
20.0,5.8,10.6,22.4,15.2,7.6,0.0,0.51,14.0,30.0,0.105,0.02,2.0,8.0,0.14,0.05,0.1,0.12,1.0,1.6,3.7,3.6,15.0,18.0,1.5,1.0,0.5,3.2,0.72,3.3,0.064542407766183
14.0,10.6,3.4,26.0,11.6,16.0,0.0,0.5,14.0,19.0,0.14,0.09,2.0,14.0,0.175,0.02,0.1,0.41,1.2,1.2,4.3,5.0,7.0,25.0,3.0,0.5,2.7,4.2,0.92,2.4,0.0546383694631049
39.2,10.6,7.0,26.0,22.4,7.6,0.0,0.51,14.0,26.0,0.175,0.06,2.0,27.0,0.14,0.1,0.1,0.06,1.6,0.9,4.6,4.3,2.0,15.0,3.6,4.6,0.6,4.1,0.46,2.2,0.0196106845891762
17.6,7.0,13.0,11.6,23.6,23.2,0.0,0.51,14.0,32.0,0.175,0.02,2.0,21.0,0.07,0.04,0.1,0.33,2.6,1.3,4.6,4.1,9.0,5.0,0.7,2.3,1.9,4.5,0.71,2.6,0.0553322977136033
18.8,4.6,2.2,12.8,23.6,22.0,0.0,0.51,14.0,33.0,0.14,0.02,2.0,27.0,0.14,0.02,0.1,0.37,3.2,0.5,4.9,4.7,27.0,16.0,2.0,3.8,4.1,0.5,0.39,4.6,0.0962656098006797
14.0,10.6,10.6,3.2,4.4,31.6,0.0,0.5,14.0,33.0,0.105,0.1,2.0,26.0,0.035,0.01,0.1,0.11,0.4,2.8,1.9,3.6,29.0,10.0,0.5,1.6,2.8,2.4,0.29,1.4,0.0569964047668714
45.2,8.2,1.0,4.4,11.6,48.4,0.0,0.51,14.0,18.0,0.14,0.01,2.0,22.0,0.035,0.03,0.1,0.34,1.3,2.2,4.6,2.4,6.0,4.0,2.4,3.3,0.4,2.0,1.12,1.8,0.0240068978385162
42.8,5.8,3.4,23.6,22.4,13.6,0.0,0.51,14.0,19.0,0.175,0.02,2.0,11.0,0.105,0.07,0.1,0.46,1.8,2.4,4.4,3.5,13.0,20.0,3.6,0.1,4.7,3.0,1.51,3.2,0.0304326072138652
18.8,2.2,7.0,21.2,6.8,36.4,0.0,0.5,14.0,33.0,0.105,0.05,2.0,27.0,0.07,0.05,0.1,0.46,0.5,3.2,5.0,1.7,8.0,10.0,3.9,0.9,3.2,3.3,0.13,1.2,0.165671512446124
18.8,8.2,11.8,14.0,23.6,23.2,0.0,0.5,14.0,19.0,0.105,0.04,2.0,14.0,0.07,0.06,0.1,0.35,2.2,0.6,4.8,4.8,22.0,6.0,1.1,2.7,4.0,3.9,0.31,2.5,0.0509452146028593
34.4,2.2,10.6,11.6,4.4,29.2,0.0,0.5,14.0,25.0,0.14,0.1,2.0,10.0,0.105,0.09,0.1,0.01,0.4,1.0,2.7,4.5,13.0,14.0,3.3,3.3,3.4,0.9,0.13,1.4,0.101561135342306
34.4,11.8,2.2,5.6,15.2,23.2,0.0,0.5,14.0,26.0,0.14,0.01,2.0,13.0,0.175,0.04,0.1,0.32,1.2,0.7,4.2,2.2,30.0,17.0,1.5,4.7,2.9,4.0,0.6,1.4,0.0187934068592126
22.4,10.6,7.0,15.2,14.0,17.2,0.0,0.51,14.0,34.0,0.175,0.01,2.0,8.0,0.035,0.02,0.1,0.3,1.3,3.0,4.5,4.9,15.0,2.0,2.1,2.9,0.8,3.1,0.3,1.5,0.0346794325868267
39.2,7.0,10.6,16.4,21.2,8.8,0.0,0.51,14.0,26.0,0.105,0.01,2.0,15.0,0.07,0.04,0.1,0.05,1.9,1.7,3.9,4.5,25.0,24.0,2.0,1.3,1.9,0.4,1.28,2.7,0.0299837401525943
14.0,8.2,11.8,9.2,18.8,35.2,0.0,0.5,14.0,27.0,0.175,0.07,2.0,27.0,0.105,0.01,0.1,0.31,2.2,2.9,4.6,4.6,16.0,12.0,1.9,2.4,4.2,3.0,0.53,1.3,0.0665769176198077
29.6,9.4,3.4,10.4,8.0,42.4,0.0,0.51,14.0,28.0,0.175,0.09,2.0,16.0,0.105,0.09,0.1,0.29,0.6,3.3,2.3,3.2,12.0,22.0,4.5,0.6,3.0,2.3,0.44,1.6,0.0289592711847635
29.6,10.6,7.0,15.2,14.0,8.8,0.0,0.51,14.0,20.0,0.07,0.01,2.0,16.0,0.035,0.02,0.1,0.0,1.6,1.8,3.5,1.3,30.0,5.0,4.5,1.7,3.1,3.6,1.54,1.2,0.0217461631034712
50.0,5.8,4.6,11.6,23.6,18.4,0.0,0.5,14.0,25.0,0.175,0.1,2.0,19.0,0.105,0.06,0.1,0.4,2.8,1.7,4.6,3.2,11.0,7.0,4.8,1.6,3.2,0.2,1.16,2.8,0.0269487304554157
6.8,11.8,11.8,15.2,9.2,6.4,0.0,0.5,14.0,28.0,0.14,0.04,2.0,14.0,0.07,0.06,0.1,0.06,1.1,0.6,3.9,3.7,12.0,24.0,4.7,4.5,0.8,4.8,0.52,1.7,0.0977361123559294
38.0,2.2,2.2,17.6,21.2,35.2,0.0,0.5,14.0,32.0,0.105,0.05,2.0,19.0,0.175,0.03,0.1,0.28,1.5,2.4,4.6,3.7,29.0,20.0,5.0,3.1,0.4,1.5,0.76,1.9,0.0754423519819508
34.4,1.0,3.4,17.6,5.6,46.0,0.0,0.5,14.0,16.0,0.175,0.06,2.0,22.0,0.105,0.02,0.1,0.42,0.6,0.8,3.8,4.3,6.0,16.0,4.9,1.4,0.1,3.2,0.46,1.4,0.16570241997477
46.4,9.4,13.0,21.2,11.6,25.6,0.0,0.51,14.0,28.0,0.07,0.07,2.0,33.0,0.14,0.06,0.1,0.04,0.7,1.6,4.3,4.5,28.0,4.0,3.3,1.4,1.2,3.4,0.41,1.5,0.0183949024124173
9.2,10.6,8.2,20.0,8.0,44.8,0.0,0.51,14.0,23.0,0.105,0.09,2.0,13.0,0.14,0.01,0.1,0.33,1.0,2.6,4.8,3.6,12.0,10.0,1.7,3.3,1.4,5.0,0.33,1.8,0.0778798745443849
52.4,10.6,13.0,18.8,8.0,18.4,0.0,0.5,14.0,16.0,0.175,0.07,2.0,32.0,0.175,0.03,0.1,0.02,0.9,0.4,2.3,1.6,1.0,20.0,1.4,3.4,4.8,2.0,0.1,1.0,0.015424542522827
27.2,13.0,7.0,12.8,9.2,14.8,0.0,0.5,14.0,13.0,0.175,0.07,2.0,9.0,0.07,0.06,0.1,0.36,0.8,0.4,3.6,4.5,19.0,11.0,4.1,0.8,4.5,1.7,0.25,1.4,0.0239266955268015
46.4,1.0,11.8,3.2,15.2,4.0,0.0,0.51,14.0,35.0,0.07,0.01,2.0,19.0,0.105,0.01,0.1,0.09,0.8,4.8,3.9,3.9,28.0,14.0,2.0,3.9,1.4,5.0,0.26,1.5,0.108301108247403
42.8,5.8,8.2,16.4,12.8,31.6,0.0,0.51,14.0,16.0,0.14,0.02,2.0,24.0,0.175,0.05,0.1,0.21,1.5,1.2,3.9,4.8,6.0,3.0,0.2,4.0,0.2,3.8,0.19,2.0,0.0297865056486924
29.6,3.4,5.8,23.6,11.6,47.2,0.0,0.5,14.0,22.0,0.105,0.06,2.0,14.0,0.035,0.02,0.1,0.19,1.4,1.8,3.2,1.4,8.0,4.0,4.8,3.7,0.1,3.6,0.51,1.0,0.0785959298816656
36.8,13.0,11.8,26.0,6.8,18.4,0.0,0.51,14.0,34.0,0.175,0.04,2.0,32.0,0.14,0.03,0.1,0.24,0.8,4.0,2.9,3.2,13.0,3.0,2.7,4.1,0.2,5.0,0.16,2.0,0.0171581160295017
17.6,9.4,8.2,12.8,11.6,23.2,0.0,0.51,14.0,8.0,0.175,0.05,2.0,22.0,0.105,0.02,0.1,0.36,0.6,0.8,5.0,5.0,3.0,24.0,0.2,1.6,2.6,1.8,0.32,1.4,0.0468052553610909
29.6,10.6,3.4,16.4,10.4,37.6,0.0,0.5,14.0,31.0,0.105,0.05,2.0,18.0,0.175,0.07,0.1,0.39,0.6,1.7,3.8,3.1,15.0,28.0,2.5,5.0,0.5,2.4,0.24,1.7,0.0252942311495747
10.4,10.6,7.0,6.8,16.4,38.8,0.0,0.51,14.0,22.0,0.105,0.07,2.0,32.0,0.105,0.02,0.1,0.15,0.8,0.7,3.7,3.3,12.0,25.0,4.5,2.2,2.4,2.1,0.13,2.8,0.0654427263363462
17.6,4.6,13.0,23.6,9.2,24.4,0.0,0.5,14.0,18.0,0.105,0.06,2.0,13.0,0.035,0.01,0.1,0.16,0.8,0.8,4.7,3.9,23.0,25.0,0.4,2.1,4.8,2.8,0.61,1.9,0.0901588079050635
34.4,9.4,2.2,10.4,16.4,47.2,0.0,0.5,14.0,12.0,0.14,0.02,2.0,31.0,0.07,0.05,0.1,0.31,1.0,1.6,4.4,3.6,27.0,2.0,5.0,4.4,1.5,1.0,0.31,2.0,0.0260835332054352
24.8,2.2,5.8,16.4,15.2,38.8,0.0,0.5,14.0,20.0,0.175,0.06,2.0,29.0,0.175,0.09,0.1,0.23,1.7,2.6,5.0,4.6,16.0,18.0,0.4,4.9,3.1,0.4,0.64,3.4,0.121886686954828
47.6,1.0,5.8,11.6,10.4,28.0,0.0,0.5,14.0,35.0,0.035,0.01,2.0,28.0,0.105,0.03,0.1,0.35,1.1,4.7,2.9,3.2,3.0,28.0,3.3,2.5,1.8,2.4,0.32,1.3,0.128788698181211
14.0,10.6,4.6,9.2,12.8,28.0,0.0,0.51,14.0,32.0,0.035,0.01,2.0,35.0,0.105,0.03,0.1,0.25,1.0,2.0,4.0,3.5,13.0,18.0,4.7,1.8,5.0,4.7,0.66,3.1,0.0562528855566239
18.8,2.2,10.6,16.4,16.4,8.8,0.0,0.5,14.0,20.0,0.175,0.05,2.0,11.0,0.14,0.03,0.1,0.31,1.5,1.4,3.1,4.3,15.0,22.0,2.7,3.3,1.3,3.6,0.13,2.6,0.167205674419159
42.8,8.2,8.2,15.2,16.4,14.8,0.0,0.51,14.0,34.0,0.035,0.03,2.0,9.0,0.035,0.03,0.1,0.1,1.4,4.3,4.7,1.5,22.0,26.0,4.4,1.4,1.8,3.0,1.28,1.1,0.0222626971436594
40.4,1.0,9.4,20.0,12.8,14.8,0.0,0.5,14.0,32.0,0.14,0.02,2.0,15.0,0.07,0.07,0.1,0.3,1.6,1.0,3.9,5.0,13.0,26.0,3.8,4.1,3.9,0.8,0.3,3.2,0.142703343107636
32.0,10.6,3.4,9.2,20.0,38.8,0.0,0.51,14.0,31.0,0.105,0.05,2.0,12.0,0.14,0.05,0.1,0.24,1.7,2.3,4.9,4.1,30.0,18.0,4.6,1.9,2.6,2.5,1.28,1.2,0.0247468735436144
51.2,8.2,5.8,4.4,6.8,16.0,0.0,0.5,14.0,30.0,0.14,0.04,2.0,23.0,0.175,0.06,0.1,0.49,0.8,0.5,4.9,1.7,0.0,30.0,3.4,3.4,2.2,4.6,0.2,1.3,0.0215531248771494
9.2,7.0,11.8,21.2,20.0,37.6,0.0,0.5,14.0,28.0,0.175,0.06,2.0,34.0,0.105,0.02,0.1,0.46,1.1,2.9,4.5,4.3,3.0,9.0,2.1,4.8,1.4,2.3,0.35,1.9,0.101765257775598
