N1,N2,N1_layer,N2_layer,per,w1,l1,l2,l2_gap,h1,h1_gap,h2_gap,N1_height_ratio,N1_fill_factor,N1_coil_diameter,N1_coil_zgap,N2_height_ratio,N2_fill_factor,N2_coil_diameter,N2_coil_zgap,N1_space_w,N1_space_l,N2_space_w,N2_space_l,N1_layer_gap,N2_layer_gap,N1_offset_ratio,N2_offset_ratio,N1_offset,N2_offset,cold_plate_x,cold_plate_y,cold_plate_z1,cold_plate_z2,mold_thick,thermal_conductivity,Temp_max_leg_right
10,10,2,2,26768,220.2,33.6,143.44657333333333,40.8,94.3,4.620699999999999,7.246955000000002,0.8,0.68,8.549866666666667,4.82816,0.71,0.84,9.373419999999998,2.142496,6.7,5.4,9.2,19.6,6.8,2.1,0.51,0.47,4.8093,6.426545000000002,13.2,19.3,36.7,0.15,32.9,0.42,54.5402160644531
9,9,1,1,4446,171.5,32.4,63.528769,18.2,52.9,8.74437,5.900995000000001,0.42,0.81,1.7996580000000002,0.4690466666666665,0.77,0.67,2.729111,1.493543333333333,28.0,21.4,22.4,6.3,8.8,7.8,-0.43,-0.03,-6.596629999999999,-0.182505,16.1,2.2,42.3,0.46,13.1,1.02,55.8361755371094
8,8,1,1,17213,272.4,34.0,122.84438,41.4,62.2,13.58448,1.05118,0.48,0.8,2.653866666666667,0.7464,0.87,0.83,4.990513333333333,1.1499225000000006,5.8,28.8,10.3,28.9,9.2,3.3,-0.16,-0.74,-2.58752,-2.9918199999999997,16.6,4.5,19.5,0.27,16.1,1.35,53.3034912109375
10,10,1,1,3838,240.1,28.2,98.15132727272729,7.7,116.9,5.523524999999998,6.943860000000001,0.79,0.74,6.212703636363637,2.4011260000000005,0.82,0.67,5.838623636363637,3.163314,19.1,30.0,23.7,14.2,1.7,7.0,0.55,0.34,6.750974999999999,3.5771400000000004,15.3,2.2,22.6,0.4,34.2,0.25,55.8994995117188
9,9,2,2,9622,264.4,25.3,105.53802,10.3,57.8,11.04558,2.84954,0.61,0.79,4.642303333333333,1.4808359999999994,0.83,0.76,6.0767066666666665,2.3027519999999995,7.3,19.1,13.5,14.7,2.4,3.5,-0.02,0.42,-0.22542,2.06346,24.6,18.1,32.4,0.4,34.1,1.7,53.4726196289063
9,9,2,1,28330,277.6,32.8,130.80821933333334,47.5,111.4,13.72448,16.64873,0.56,0.74,7.694026666666667,3.243968000000001,0.51,0.69,3.920166000000001,1.956926666666667,26.6,15.2,29.2,26.3,6.6,3.4,-0.44,0.39,-10.78352,10.64427,19.9,4.6,25.9,0.34,15.9,0.24,54.2128234863281
9,9,1,2,2327,231.3,32.9,109.16951,39.9,78.5,7.606649999999998,14.039724999999995,0.43,0.62,2.09281,1.4252111111111114,0.51,0.86,5.7383500000000005,1.12098,8.9,14.2,6.6,26.0,3.3,1.0,0.66,-0.27,14.76585,-5.192775,9.4,4.1,34.0,0.38,14.5,1.38,54.2951599121094
8,8,1,1,9013,293.4,36.9,102.60771,32.1,126.9,10.945125,23.14656,0.77,0.88,9.55416,1.4656950000000002,0.43,0.85,5.153549999999999,1.0231312500000005,23.8,17.9,25.0,17.6,5.9,2.2,-0.25,-0.36,-3.648375,-13.01994,22.1,29.3,42.7,0.21,20.3,1.18,54.4334045410156
10,10,2,2,28893,207.6,39.1,151.91510666666665,39.6,111.1,3.5440900000000006,14.248575,0.71,0.66,8.67691,5.363907999999998,0.73,0.62,8.380643333333333,6.163828,8.7,25.0,25.1,28.4,2.3,2.9,0.78,-0.05,12.565410000000004,-0.7499250000000001,26.3,6.4,44.9,0.17,19.6,0.22,54.6328979492188
10,10,2,2,25650,212.6,32.4,133.16673333333333,18.2,86.0,10.354400000000002,1.3931999999999989,0.57,0.66,5.3922,3.333359999999999,0.91,0.95,12.391166666666669,0.7825999999999993,8.4,10.9,8.1,16.7,7.4,7.0,0.44,-0.64,8.1356,-2.4767999999999986,15.2,18.9,15.7,0.3,37.4,0.35,54.5890747070313
7,7,2,1,6995,331.7,35.5,121.31976699999998,36.1,60.9,4.73193,2.436,0.58,0.84,5.934095999999999,1.4128800000000004,0.6,0.69,3.151575,1.6182,29.0,6.9,20.6,21.8,7.6,3.5,0.63,0.8,8.057070000000001,9.744,13.5,28.8,37.8,0.31,33.9,1.42,52.6672607421875
10,10,2,1,17260,246.1,25.4,70.43516545454546,9.7,124.1,25.552190000000003,19.33478,0.42,0.88,7.6445599999999985,1.2509280000000005,0.62,0.75,5.246045454545453,1.92355,4.9,20.3,17.8,5.0,2.9,3.1,-0.29,-0.18,-10.43681,-4.24422,0.2,18.8,43.9,0.14,12.0,1.7,56.447900390625
9,9,2,2,6493,211.0,38.7,114.61173333333336,29.9,88.0,21.9296,3.0623999999999967,0.44,0.75,4.84,1.936,0.92,0.62,8.365866666666667,6.15296,3.7,5.5,24.5,5.7,4.7,9.8,0.11,0.13,2.7104,0.4575999999999995,29.8,29.1,25.7,0.13,32.6,0.98,54.739404296875
9,9,2,2,2530,346.5,23.9,138.4708,33.1,82.4,14.461199999999998,5.7474,0.55,0.88,6.646933333333334,1.0876800000000002,0.85,0.77,8.988466666666667,3.2218400000000003,14.2,15.7,29.4,18.1,2.5,5.0,-0.22,-0.07,-4.0788,-0.4326,8.2,17.9,31.5,0.21,32.8,0.75,53.1739440917969
10,10,1,2,1536,202.8,31.8,107.90589454545454,21.0,86.6,8.335249999999998,6.373759999999997,0.45,0.9,3.1884545454545457,0.3896999999999998,0.54,0.88,6.858720000000001,1.122336,24.0,10.4,23.9,22.9,9.9,5.4,0.65,-0.68,15.47975,-13.54424,24.2,13.2,14.4,0.37,31.3,0.92,55.2896362304688
9,9,2,1,28013,332.7,22.3,104.70809,18.4,87.0,3.8019000000000007,3.506100000000001,0.77,0.91,10.16015,1.20582,0.87,0.91,6.88779,0.7569000000000001,21.7,21.5,4.8,6.7,3.2,9.2,0.62,-0.38,6.203100000000002,-2.1489000000000003,6.9,18.4,44.5,0.18,27.7,1.71,53.9797607421875
9,9,1,2,20509,300.6,28.1,110.83473,27.2,113.5,4.057625,4.993999999999998,0.89,0.82,8.28323,2.020300000000001,0.9,0.63,10.72575,7.559100000000001,15.9,16.8,9.1,10.6,6.7,5.8,0.35,-0.12,2.184875,-0.6809999999999996,29.9,1.4,13.2,0.28,20.7,1.44,54.72451171875
7,7,2,1,5553,312.8,36.9,103.88368,17.2,72.4,8.9595,11.555040000000002,0.75,0.66,7.1676,4.615500000000001,0.44,0.64,2.54848,1.6383085714285717,15.9,11.8,15.3,14.5,9.5,1.1,-0.01,-0.43,-0.0905,-8.71696,18.0,27.0,17.9,0.43,34.0,1.27,53.2007995605469
10,10,1,2,27178,298.0,27.5,149.63758,42.2,130.9,4.417874999999997,10.19711,0.91,0.81,8.771490000000002,2.263261,0.81,0.63,11.133045,7.846146000000002,26.8,21.1,10.0,11.4,7.5,5.4,-0.25,0.18,-1.472624999999999,2.2383899999999994,16.1,8.9,47.1,0.38,38.5,1.25,54.4188781738281
10,10,2,2,24901,257.9,21.1,95.3791,12.7,66.1,10.1794,4.025490000000001,0.44,0.74,3.587026666666666,1.512368,0.71,0.94,7.352523333333331,0.5631720000000001,28.9,15.7,22.1,7.2,7.4,3.8,-0.45,-0.58,-8.3286,-5.559010000000001,2.4,12.5,16.3,0.45,26.7,0.78,54.62001953125
9,9,1,1,7681,250.3,24.0,80.290512,30.9,58.9,1.934864999999998,2.8507599999999997,0.91,0.8,4.287920000000001,1.1910888888888889,0.56,0.88,2.9025920000000003,0.4397866666666665,21.2,24.1,12.7,6.7,6.0,2.2,-0.27,0.78,-0.7156349999999994,10.10724,7.4,22.6,36.6,0.15,11.4,2.0,54.544091796875
9,9,2,1,16976,205.4,32.5,101.726272,34.0,51.1,2.3633750000000004,5.907160000000001,0.63,0.81,4.346055,1.223334,0.66,0.87,2.934162,0.4871533333333333,24.0,16.4,15.8,17.6,1.3,3.9,0.75,0.32,7.090125000000001,2.7798400000000005,18.0,17.2,19.8,0.26,20.8,1.65,54.1877685546875
8,8,1,1,28961,220.3,29.1,54.377966666666666,12.7,53.0,1.6138499999999991,0.8718500000000001,0.79,0.66,3.070466666666667,1.779475,0.93,0.75,4.1075,1.5403124999999998,14.3,3.7,23.3,11.8,3.9,1.3,-0.71,-0.53,-3.9511499999999984,-0.9831500000000004,12.1,7.2,18.4,0.45,19.0,0.67,55.2999816894531
9,9,2,1,16531,233.8,26.1,81.001384,16.6,61.3,4.70171,1.9861200000000003,0.41,0.72,3.0159599999999998,1.407448,0.88,0.81,4.369464,1.1388177777777773,15.5,21.7,20.4,13.5,7.0,9.6,-0.74,-0.46,-13.38179,-1.6918800000000005,13.9,14.3,21.2,0.11,11.8,1.78,54.822900390625
9,9,2,2,11330,340.1,21.3,111.64904,25.7,70.9,16.03758,6.398724999999998,0.42,0.69,3.42447,1.8462360000000004,0.81,0.7,6.700050000000001,3.4457400000000007,20.9,9.5,5.6,4.5,8.1,7.0,0.22,0.05,4.52342,0.3367749999999999,22.4,4.2,26.8,0.23,36.6,1.67,53.3763061523438
10,10,2,2,1774,347.6,22.6,165.29558333333335,47.3,97.3,2.8022399999999994,7.049384999999997,0.84,0.62,8.44564,6.211632,0.79,0.73,9.352151666666666,4.150818000000001,26.2,9.1,8.3,23.3,3.5,9.9,-0.64,0.31,-4.98176,3.167114999999999,10.2,19.0,30.1,0.28,36.6,1.55,53.1918884277344
10,10,1,2,26922,319.7,16.4,107.24300666666667,24.6,51.7,3.1200950000000005,9.18192,0.83,0.78,3.0427800000000005,0.9440419999999996,0.52,0.77,3.450113333333334,1.2366640000000004,18.1,28.0,13.0,20.8,3.5,3.0,0.29,-0.26,1.2744050000000002,-3.22608,19.0,21.0,43.4,0.16,20.9,0.37,53.2914672851563
10,10,2,1,19080,222.2,27.8,97.24685454545454,19.6,87.0,18.3483,9.913650000000002,0.43,0.61,3.80335,2.91798,0.57,0.63,2.840154545454545,1.83483,12.1,26.4,26.3,4.4,5.5,7.8,-0.26,0.47,-6.446700000000001,8.79135,10.4,10.5,46.0,0.34,30.9,1.84,55.4262329101563
10,10,1,1,18803,338.7,22.1,99.7517,24.0,146.3,3.145449999999999,21.213500000000003,0.95,0.72,9.0972,3.89158,0.5,0.73,4.854500000000001,1.97505,27.8,17.0,29.4,7.1,2.9,4.9,-0.14,-0.42,-0.5120499999999999,-15.3615,18.8,22.5,21.4,0.37,37.7,0.72,55.0214477539063
10,10,1,2,14637,319.7,16.3,97.58022,25.9,58.2,5.66577,6.434009999999999,0.41,0.66,1.43172,0.8113079999999998,0.67,0.75,4.874250000000001,1.9497,30.0,25.1,10.1,6.1,6.5,3.5,0.67,-0.33,11.503230000000004,-3.1689899999999995,3.2,12.9,43.3,0.38,25.8,2.0,53.6613708496094
9,9,1,2,9270,267.3,24.2,101.644955,42.7,50.1,5.66631,9.90978,0.61,0.65,1.986465,1.1884833333333331,0.57,0.71,3.379245,1.656306,7.7,12.3,3.5,4.1,2.7,7.0,-0.42,0.08,-4.103190000000001,0.8617200000000002,28.5,3.7,11.6,0.45,26.8,0.43,53.2710815429688
10,10,2,1,18598,283.1,22.9,111.18242424242425,40.1,95.8,6.682050000000002,5.302530000000001,0.85,0.64,8.685866666666666,5.862959999999999,0.59,0.8,4.110690909090909,1.1304399999999994,23.4,17.6,24.4,9.6,7.6,3.0,0.07,0.73,0.5029500000000002,14.336469999999998,18.2,26.9,36.2,0.38,14.8,0.49,54.5074096679688
9,9,2,2,24611,283.6,32.5,144.99885,46.0,102.3,3.3196350000000003,3.258255000000001,0.89,0.9,13.65705,1.820939999999999,0.93,0.75,11.892375,4.756950000000001,3.1,14.2,8.3,9.5,5.7,5.6,-0.41,0.09,-2.306865,0.322245,5.4,13.3,32.4,0.4,12.9,1.78,53.67373046875
9,9,1,2,26090,216.3,38.9,110.3818,17.1,101.5,6.089999999999999,7.226800000000004,0.8,0.67,5.4404,2.977333333333333,0.84,0.67,9.5207,5.627159999999999,8.3,11.4,6.0,28.0,3.0,3.3,-0.4,0.11,-4.06,0.8932000000000005,4.2,27.9,14.0,0.15,26.1,0.73,55.2670837402344
9,9,2,1,27759,307.1,24.2,122.796912,48.3,63.6,4.24212,11.26356,0.77,0.92,7.50904,0.7835520000000002,0.54,0.78,2.6788320000000003,0.8395199999999998,3.9,7.6,14.6,25.2,9.7,9.9,0.42,-0.23,3.07188,-3.36444,28.7,15.6,49.2,0.43,14.3,1.53,53.0717407226563
10,10,1,2,12664,199.5,28.3,101.27647757575755,14.1,64.7,4.609875,10.982824999999998,0.81,0.81,3.8590609090909096,0.995733,0.65,0.95,6.658708333333334,0.4205500000000001,6.1,26.2,28.0,6.0,5.0,6.8,0.25,0.03,1.536625,0.3396749999999999,12.7,16.9,15.9,0.36,31.0,1.18,54.96181640625
8,8,2,1,1948,290.8,31.2,122.4291697777778,49.6,59.2,2.1548800000000004,6.23376,0.72,0.72,6.137856,2.983680000000001,0.46,0.91,2.7534577777777782,0.3063599999999997,22.9,20.5,25.6,19.8,5.1,1.0,-0.74,0.61,-6.13312,9.75024,20.5,10.3,24.7,0.15,12.4,0.53,53.00966796875
10,10,1,1,8935,165.2,33.5,87.78105545454545,31.5,62.9,2.1385999999999994,9.444435,0.8,0.71,3.247927272727273,1.4592800000000004,0.67,0.87,3.333128181818182,0.5478589999999997,13.2,7.8,11.1,15.3,1.9,2.2,-0.66,0.09,-4.1514,0.934065,15.5,9.8,36.4,0.32,26.6,1.59,55.9660583496094
8,8,2,2,19785,343.9,26.4,128.21000800000002,40.8,52.9,2.71377,6.969575000000001,0.62,0.87,5.706852,1.0659350000000003,0.69,0.76,5.548152,2.19006,8.9,15.7,27.8,14.3,1.3,2.7,-0.73,0.15,-7.337229999999999,1.229925,24.5,6.6,23.7,0.17,30.9,0.26,52.4240661621094
9,9,2,2,18070,238.9,31.4,126.66256,33.0,55.2,2.898,11.24424,0.58,0.78,4.16208,1.4087039999999995,0.58,0.95,5.0692,0.3201600000000006,23.7,23.6,16.1,12.5,6.0,7.5,0.75,-0.03,8.694000000000003,-0.34776,2.3,29.9,45.4,0.16,25.6,0.85,53.3981567382813
10,10,2,1,10707,245.1,31.4,150.51746363636363,36.2,96.6,9.659999999999997,20.1894,0.8,0.86,11.0768,2.163839999999999,0.45,0.75,2.9638636363636364,1.08675,19.8,25.4,19.4,20.7,8.8,6.6,0.0,0.24,0.0,6.3756,23.3,25.8,27.1,0.34,34.3,0.89,54.0976806640625
9,9,1,1,15176,271.7,32.8,121.122182,46.9,112.3,24.1445,20.4386,0.5,0.81,4.548150000000001,1.1853888888888884,0.48,0.83,4.474031999999999,1.0181866666666666,19.7,26.3,26.0,14.8,6.9,6.4,-0.14,0.3,-3.9305,8.7594,26.5,9.5,43.3,0.42,24.1,0.32,54.0998168945313
9,9,2,1,13736,329.4,20.8,107.258634,39.7,59.9,3.5221199999999997,0.7187999999999992,0.51,0.73,3.716795,1.649646,0.92,0.93,5.125044000000001,0.4286177777777777,23.8,8.7,3.1,4.1,3.0,5.7,0.76,0.7,11.15338,1.677199999999998,16.8,18.8,48.0,0.3,39.2,0.22,53.1558471679688
9,9,2,1,20173,264.7,27.9,131.421229,20.8,50.7,5.219565000000001,1.2522899999999997,0.71,0.93,5.579535,0.5039580000000001,0.81,0.77,3.1621590000000004,1.0494900000000005,28.9,25.9,11.7,27.6,6.7,5.7,-0.29,-0.74,-2.1319350000000004,-3.5642099999999983,20.5,28.0,43.5,0.12,36.1,1.25,53.0541015625
9,9,2,1,1576,209.5,32.5,85.49230000000001,11.9,73.5,16.372124999999997,0.9407999999999992,0.45,0.68,3.7485,2.1168,0.92,0.65,4.395300000000001,2.629666666666667,14.4,4.7,29.9,20.8,9.5,6.9,-0.19,-0.68,-3.840375,-1.9991999999999983,2.6,19.3,14.3,0.29,26.7,1.68,55.2466369628906
9,9,1,2,22413,315.4,23.2,110.02230933333333,19.3,76.6,5.653079999999999,2.788240000000001,0.64,0.79,3.872896,1.1438933333333334,0.86,0.74,8.124706666666667,3.425551999999999,15.0,18.9,16.7,14.8,4.9,9.3,0.59,-0.48,8.134919999999997,-2.573760000000001,16.5,21.9,12.0,0.24,27.6,0.61,53.6793151855469
8,8,1,2,24340,294.6,26.7,101.37194888888888,8.5,51.4,8.619779999999999,5.319899999999999,0.61,0.77,2.6825088888888886,0.9014275,0.55,0.68,3.844720000000001,2.2616,29.2,18.9,27.6,26.8,1.9,1.4,-0.14,0.54,-1.40322,6.245099999999999,26.4,6.7,33.0,0.31,35.4,0.63,53.1541381835938
10,10,1,2,9037,263.3,18.2,77.01318545454546,31.6,62.2,2.09925,1.5238999999999998,0.85,0.95,4.566045454545455,0.2643500000000003,0.93,0.77,7.423570000000001,2.6609160000000003,25.8,4.4,9.6,3.9,3.9,7.2,0.55,-0.3,2.5657499999999995,-0.6530999999999999,21.4,26.5,42.7,0.37,10.5,1.21,54.9868713378906
9,9,1,2,29021,332.6,25.5,90.781688,14.8,139.1,22.42292,2.8932800000000007,0.48,0.91,6.075888000000001,0.6676799999999995,0.84,0.85,16.552899999999998,3.50532,12.9,6.7,15.6,12.7,7.6,1.0,0.38,0.74,13.74308,8.23472,25.0,15.1,34.8,0.47,16.4,0.62,55.3030029296875
8,8,2,2,681,295.6,29.0,112.873228,7.6,58.1,4.549230000000001,6.457815,0.73,0.92,7.803991999999999,0.8482599999999998,0.61,0.71,5.032622,2.5694725000000007,6.0,24.1,10.5,14.2,3.5,2.0,0.42,0.43,3.294270000000001,4.871684999999999,27.4,22.4,25.6,0.13,35.8,0.24,53.0213256835938
8,8,2,1,14058,325.4,35.4,127.88266,40.6,121.5,22.07655,17.7633,0.54,0.64,8.39808,5.9049,0.57,0.7,5.3865,2.5970625,21.5,17.4,6.8,24.9,4.4,1.3,-0.21,0.32,-5.86845,8.359200000000001,10.0,8.5,18.5,0.31,18.4,0.74,53.5824523925781
9,9,1,1,29585,275.2,29.0,102.83729,24.0,101.1,2.578050000000001,2.4415649999999998,0.85,0.7,6.015449999999999,2.8645000000000005,0.93,0.8,7.52184,2.0893999999999995,26.1,8.7,4.1,18.7,8.2,3.5,0.66,0.31,5.004450000000002,1.0969349999999998,6.4,18.7,43.4,0.14,37.9,0.63,55.0755554199219
8,8,2,1,1620,198.4,35.8,68.00427222222221,10.3,50.5,6.080200000000001,2.9163749999999995,0.44,0.6,2.6664,2.222,0.67,0.95,3.5714722222222224,0.2114687499999998,6.6,15.5,23.0,15.5,4.1,5.3,-0.57,0.65,-8.0598,5.416125,9.4,19.5,36.4,0.44,13.7,0.94,54.957421875
9,9,1,1,21829,317.2,28.4,113.8122,28.9,126.0,13.494599999999997,15.0696,0.66,0.63,5.23908,3.4188000000000005,0.48,0.69,4.173119999999999,2.0832,6.5,23.2,26.5,16.4,3.3,4.9,0.37,0.54,7.925399999999998,17.690400000000004,22.7,9.3,21.9,0.11,35.9,0.95,54.41396484375
7,7,2,1,1341,337.2,38.2,101.378967,25.2,104.6,14.05824,16.65755,0.58,0.86,10.434895999999998,2.123379999999999,0.65,0.66,5.609175,3.3023714285714285,17.6,6.6,4.4,15.0,8.7,9.1,0.36,0.09,7.90776,1.64745,5.3,15.4,11.6,0.25,19.4,1.38,53.7429138183594
10,10,2,1,28269,171.6,38.1,99.11559272727274,25.1,93.3,17.540399999999998,14.00433,0.53,0.74,6.09871,2.5713480000000004,0.62,0.65,3.418172727272727,2.02461,20.5,17.2,7.3,18.9,8.0,6.6,-0.2,0.21,-4.3851,3.72267,0.7,23.3,38.0,0.24,14.3,0.91,56.4382873535156
9,9,2,2,19231,300.1,24.7,109.1973,21.2,76.6,1.5932799999999996,12.19855,0.87,0.85,9.44095,1.99926,0.51,0.7,4.5577,2.34396,9.1,10.0,10.2,13.8,2.7,8.4,-0.68,0.35,-3.38572,6.56845,3.2,6.4,18.6,0.44,25.1,0.4,53.8996826171875
9,9,2,2,9019,344.8,26.6,162.6995333333333,44.7,83.6,5.897980000000001,1.149500000000002,0.83,0.8,9.251733333333332,2.775519999999999,0.95,0.71,9.398033333333332,4.60636,5.9,11.0,14.0,23.2,5.8,1.4,-0.17,0.45,-1.2080200000000003,0.9405000000000016,22.0,5.6,27.0,0.42,39.3,1.12,52.8094421386719
7,7,1,1,15548,284.1,36.0,82.9776,13.5,63.6,8.268,1.4246400000000004,0.5,0.66,2.6235000000000004,1.5445714285714285,0.92,0.65,4.7541,2.9256,9.3,6.4,13.2,20.5,3.3,9.0,0.48,-0.44,7.632,-1.11936,22.1,8.0,32.6,0.34,35.2,0.93,53.7054382324219
10,10,1,1,15693,196.4,32.2,82.32776727272727,12.6,105.2,8.2845,8.752640000000001,0.79,0.82,6.195323636363637,1.4959440000000002,0.74,0.81,5.732443636363637,1.479111999999999,17.7,19.6,28.8,15.4,4.3,6.3,-0.25,0.36,-2.7615,4.923360000000001,29.7,13.6,24.3,0.17,22.8,0.23,56.4233337402344
10,10,2,1,3666,258.4,20.1,96.76474484848484,24.9,55.3,4.866399999999999,6.741069999999999,0.68,0.85,5.327233333333333,1.1281199999999998,0.54,0.63,1.7102781818181818,1.1048940000000005,24.9,7.0,13.7,29.2,9.4,8.1,-0.45,0.47,-3.9816,5.977929999999999,20.0,13.8,36.0,0.47,13.9,1.34,53.8356567382813
10,10,2,2,1184,306.1,21.2,128.34060666666667,44.0,69.8,10.169860000000002,5.248959999999999,0.69,0.84,6.742679999999999,1.541184,0.53,0.71,4.377623333333333,2.145652000000001,20.5,20.2,6.3,3.0,9.9,2.1,-0.06,0.68,-0.6491400000000002,11.15404,15.0,11.3,32.0,0.21,26.9,0.48,53.2754150390625
10,10,2,1,9966,208.2,31.4,141.97186363636365,44.1,54.6,6.8140800000000015,6.530159999999999,0.61,0.81,4.49631,1.2656279999999995,0.74,0.92,3.3792436363636367,0.3232320000000001,13.8,19.7,21.3,28.3,5.8,6.1,-0.36,0.08,-3.832920000000001,0.5678399999999999,15.8,26.7,17.4,0.35,31.7,1.96,53.5555053710938
8,8,1,1,27528,346.2,24.2,87.18589999999999,20.3,79.8,3.9899999999999984,10.47375,0.5,0.66,2.926,1.69575,0.65,0.93,5.3599,0.4538624999999996,25.5,26.0,5.9,7.5,7.4,6.4,0.8,-0.25,15.96,-3.49125,17.5,26.5,36.3,0.24,25.1,0.72,53.7598510742188
10,10,1,2,2681,297.2,28.2,144.91365454545456,46.7,138.8,11.9715,6.676280000000002,0.75,0.62,5.867454545454546,3.955800000000001,0.63,0.65,9.4731,6.121079999999999,19.1,8.4,15.1,26.5,7.2,6.7,-0.31,0.74,-5.378500000000001,19.00172,23.9,8.9,49.2,0.47,31.8,0.63,54.4288879394531
9,9,1,1,20233,237.2,21.9,55.326045,6.5,59.5,10.486875,7.25305,0.53,0.75,2.365125,0.8759722222222222,0.47,0.88,2.46092,0.3728666666666665,26.1,5.0,21.2,25.5,3.1,8.8,0.25,-0.54,3.495625,-8.51445,21.0,23.8,11.5,0.32,13.5,1.37,55.5751892089844
8,8,1,2,17755,273.9,27.2,82.56698,26.0,57.3,5.45496,3.2947499999999987,0.66,0.92,3.86584,0.3781799999999995,0.77,0.85,7.500570000000001,1.6545375,3.3,3.5,6.8,13.4,8.4,9.0,-0.44,-0.5,-4.28604,-3.2947499999999987,17.2,23.0,44.9,0.36,11.8,0.91,53.7976928710938
8,8,2,1,26737,318.1,28.6,112.510712,49.0,66.6,4.009319999999999,5.790869999999998,0.86,0.68,7.789536,4.58208,0.53,0.62,2.43164,1.6766550000000002,26.0,6.5,26.9,17.2,8.8,8.8,0.14,-0.63,0.6526799999999999,-9.860129999999998,3.1,8.6,14.0,0.34,13.0,1.53,52.9709716796875
10,10,1,1,565,314.8,19.7,106.26655272727274,34.5,82.4,1.4461200000000003,5.48784,0.87,0.6,3.910254545454545,2.8675200000000003,0.63,0.69,3.256298181818181,1.6092720000000007,4.1,18.6,8.5,9.4,1.1,6.3,0.73,-0.64,3.909880000000001,-9.75616,6.5,4.4,44.8,0.5,36.6,1.84,54.0352111816406
7,7,2,2,10470,293.1,38.8,111.51136,12.2,58.6,12.19173,6.04752,0.43,0.68,3.426928,2.01584,0.57,0.88,5.878752,1.0020600000000002,21.7,14.8,11.8,27.6,6.3,3.0,-0.27,-0.52,-4.509270000000001,-6.551480000000001,22.7,11.5,10.3,0.49,29.0,1.61,52.8661743164063
10,10,2,2,9699,200.2,39.2,160.7063,48.7,80.1,5.326649999999999,15.247035,0.62,0.86,7.11822,1.3905360000000002,0.53,0.86,6.084929999999999,1.1886840000000007,12.5,17.3,26.5,20.5,4.8,4.8,0.65,-0.19,9.89235,-3.576465,12.4,0.8,22.4,0.44,38.2,1.06,53.9204650878906
10,10,2,2,18114,328.2,27.2,166.7846,29.9,147.0,11.730600000000004,7.497,0.72,0.93,16.405199999999997,1.48176,0.66,0.63,10.1871,7.179480000000001,4.6,24.8,20.3,26.4,6.0,2.5,0.43,-0.7,8.849400000000003,-17.492999999999995,29.9,21.7,27.2,0.19,24.0,1.65,53.8095947265625
8,8,2,2,9653,311.1,28.7,98.500288,8.7,78.8,7.486000000000001,15.957,0.5,0.85,6.697999999999999,1.477500000000001,0.46,0.89,6.452144,0.9968199999999996,10.8,20.5,13.1,3.3,5.6,2.8,-0.62,-0.25,-12.214,-5.319,28.3,8.9,30.7,0.28,31.3,1.99,53.7759338378906
8,8,1,1,22513,324.0,27.6,115.96337777777777,33.9,60.4,2.6727000000000007,5.194399999999999,0.85,0.88,5.01991111111111,0.7701000000000002,0.8,0.66,3.5434666666666668,2.0536,23.5,17.2,7.9,19.4,2.7,8.7,-0.41,0.14,-1.8573000000000004,0.8455999999999999,3.9,11.2,19.2,0.25,36.9,1.73,52.9284606933594
10,10,1,2,21219,188.5,36.2,134.8652378787879,42.0,66.5,4.787999999999999,12.511975000000003,0.68,0.72,2.959854545454546,1.26616,0.47,0.73,3.8026916666666666,1.6877699999999998,6.2,23.8,22.3,28.5,2.5,4.1,0.55,-0.29,5.851999999999999,-5.110525,15.3,11.9,38.9,0.34,25.9,1.7,54.0896850585938
10,10,2,1,4381,280.4,22.4,105.63155272727272,11.2,87.8,3.766620000000001,11.0628,0.78,0.91,10.38674,1.2327119999999994,0.65,0.84,4.358072727272727,0.91312,7.1,13.4,17.5,20.1,1.8,5.2,0.61,0.28,5.891380000000001,4.3022,6.1,16.4,26.8,0.35,34.0,0.7,54.8498168945313
9,9,2,2,20178,276.3,27.2,119.79,27.3,66.6,1.4651999999999987,5.407920000000001,0.92,0.95,9.7014,0.6127200000000002,0.72,0.8,6.393599999999999,1.9180799999999991,3.8,21.1,8.3,4.9,9.6,2.2,0.45,0.42,1.1987999999999992,3.91608,6.4,28.7,29.3,0.28,22.5,1.1,53.4618774414063
10,10,1,1,6843,223.8,33.3,100.16217090909092,5.9,133.2,9.35064,23.18346,0.82,0.78,7.744974545454545,2.402928,0.41,0.93,4.617196363636364,0.3822839999999999,6.2,16.9,12.6,26.4,9.5,5.1,0.22,0.41,2.63736,16.110539999999997,7.1,30.0,40.5,0.11,38.6,0.27,55.976220703125
10,10,1,1,28698,159.6,29.0,61.12915999999999,23.9,56.4,3.76188,5.48208,0.71,0.7,2.548254545454545,1.2013200000000002,0.73,0.93,3.4809054545454545,0.2882039999999996,11.9,5.3,20.5,12.2,5.2,4.1,-0.54,-0.28,-4.416120000000001,-2.1319200000000005,5.0,15.2,11.0,0.3,13.7,1.85,56.9045349121094
9,9,2,1,18203,311.1,24.1,95.976,30.3,93.0,9.858,13.764,0.6,0.92,8.556,0.8927999999999997,0.6,0.8,4.464,1.2399999999999995,20.6,3.8,27.8,11.8,8.0,6.1,0.47,-0.26,8.742,-4.836,16.4,26.5,10.1,0.13,20.5,0.28,54.5047546386719
