w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_bottom_left
8.0,3.4,5.8,18.8,17.6,47.2,0.0,0.5,14.0,15.0,0.175,0.05,2.0,25.0,0.175,0.04,0.1,0.28,2.3,0.6,3.5,4.1,16.0,8.0,4.3,4.6,4.2,2.2,0.24,2.9,0.21887829474076
21.2,8.2,2.2,12.8,17.6,43.6,0.0,0.51,14.0,34.0,0.07,0.05,2.0,6.0,0.07,0.06,0.1,0.46,1.4,4.0,3.0,2.5,6.0,5.0,4.8,3.9,1.8,1.8,0.33,2.3,0.220283962025337
45.2,1.0,1.0,8.0,4.4,48.4,0.0,0.51,14.0,29.0,0.14,0.01,2.0,33.0,0.035,0.03,0.1,0.18,0.3,1.2,1.9,4.5,5.0,27.0,3.2,0.1,1.1,4.8,0.17,1.5,0.232343265464737
14.0,4.6,3.4,5.6,16.4,52.0,0.0,0.51,14.0,27.0,0.07,0.04,2.0,30.0,0.105,0.03,0.1,0.31,0.9,2.0,4.2,2.4,27.0,5.0,4.9,2.9,0.5,3.7,0.52,2.0,0.21828716876033
48.8,7.0,1.0,3.2,6.8,34.0,0.0,0.51,14.0,7.0,0.105,0.01,2.0,5.0,0.07,0.04,0.1,0.21,0.6,0.6,2.4,1.4,19.0,7.0,4.2,1.4,3.5,1.8,0.5,1.2,0.212381455515608
14.0,10.6,3.4,24.8,20.0,23.2,0.0,0.51,14.0,31.0,0.105,0.1,2.0,19.0,0.07,0.04,0.1,0.25,1.0,3.9,4.2,5.0,3.0,19.0,4.4,2.8,0.8,2.1,0.64,3.6,0.220084698766919
14.0,11.8,3.4,23.6,15.2,34.0,0.0,0.5,14.0,5.0,0.14,0.05,2.0,25.0,0.105,0.01,0.1,0.18,2.0,0.4,3.3,5.0,30.0,12.0,0.2,3.4,1.9,1.5,0.27,2.4,0.219107694355768
11.6,8.2,4.6,2.0,4.4,16.0,0.0,0.5,14.0,35.0,0.07,0.03,2.0,26.0,0.035,0.01,0.1,0.41,0.4,3.1,2.9,4.9,19.0,9.0,0.2,3.1,3.5,1.9,0.31,1.1,0.231737819859662
8.0,4.6,5.8,22.4,10.4,52.0,0.0,0.5,14.0,20.0,0.105,0.06,2.0,8.0,0.105,0.01,0.1,0.38,1.1,1.8,3.7,3.3,6.0,8.0,3.0,2.1,1.2,2.8,0.35,2.3,0.215168878826683
22.4,3.4,2.2,8.0,3.2,53.2,0.0,0.5,14.0,23.0,0.175,0.1,2.0,31.0,0.14,0.09,0.1,0.2,0.4,0.3,1.8,1.9,17.0,9.0,3.0,4.4,3.1,3.9,0.29,1.0,0.213408148211146
21.2,5.8,2.2,21.2,6.8,8.8,0.0,0.51,14.0,25.0,0.14,0.03,2.0,22.0,0.07,0.05,0.1,0.26,0.3,0.6,1.9,4.0,29.0,26.0,2.2,3.5,1.5,1.5,0.17,1.0,0.218047635724572
20.0,1.0,2.2,9.2,6.8,49.6,0.0,0.51,14.0,28.0,0.105,0.02,2.0,31.0,0.105,0.02,0.1,0.42,0.4,2.3,3.5,3.3,23.0,26.0,1.7,2.7,4.4,1.8,0.3,1.5,0.216985205811355
4.4,8.2,11.8,3.2,8.0,50.8,0.0,0.51,14.0,35.0,0.14,0.09,2.0,22.0,0.07,0.06,0.1,0.31,1.0,0.8,1.9,4.8,20.0,26.0,0.2,0.7,0.8,5.0,0.23,1.0,0.233515926162821
10.4,9.4,4.6,18.8,8.0,16.0,0.0,0.51,14.0,30.0,0.175,0.07,2.0,9.0,0.07,0.01,0.1,0.17,0.7,0.6,3.5,5.0,8.0,29.0,2.9,0.2,3.1,4.0,0.34,2.0,0.227006150310452
14.0,10.6,3.4,21.2,3.2,6.4,0.0,0.51,14.0,34.0,0.14,0.05,2.0,32.0,0.175,0.08,0.1,0.24,0.3,3.3,1.2,1.6,10.0,21.0,2.4,4.7,1.2,1.5,0.21,1.1,0.217979371878733
44.0,7.0,7.0,9.2,14.0,53.2,0.0,0.5,14.0,22.0,0.175,0.05,2.0,6.0,0.105,0.01,0.1,0.44,1.0,1.8,3.3,2.4,28.0,18.0,2.3,4.4,3.1,0.6,0.75,1.3,0.212847393279588
14.0,3.4,3.4,22.4,11.6,19.6,0.0,0.51,14.0,21.0,0.035,0.01,2.0,20.0,0.07,0.02,0.1,0.47,0.7,0.7,3.2,3.9,18.0,29.0,2.7,2.4,3.0,1.2,0.15,2.5,0.211754178563379
22.4,11.8,2.2,22.4,20.0,20.8,0.0,0.51,14.0,27.0,0.14,0.08,2.0,8.0,0.07,0.01,0.1,0.22,1.1,3.3,4.1,3.8,12.0,26.0,3.8,1.6,3.9,0.2,0.92,2.6,0.211974642975068
22.4,11.8,2.2,22.4,20.0,20.8,0.0,0.51,14.0,27.0,0.14,0.08,2.0,8.0,0.07,0.01,0.1,0.22,1.1,3.3,4.1,3.8,12.0,26.0,3.8,1.6,3.9,0.2,0.92,2.6,0.211974642975068
22.4,11.8,2.2,22.4,20.0,20.8,0.0,0.51,14.0,27.0,0.14,0.08,2.0,8.0,0.07,0.01,0.1,0.22,1.1,3.3,4.1,3.8,12.0,26.0,3.8,1.6,3.9,0.2,0.92,2.6,0.211974642975068
38.0,10.6,1.0,3.2,6.8,24.4,0.0,0.51,14.0,22.0,0.105,0.07,2.0,30.0,0.175,0.07,0.1,0.37,0.6,1.1,3.2,3.9,28.0,8.0,0.1,4.9,1.8,1.5,0.27,2.3,0.218594350126014
8.0,3.4,5.8,20.0,9.2,44.8,0.0,0.5,14.0,30.0,0.105,0.1,2.0,29.0,0.105,0.06,0.1,0.17,0.9,2.5,3.5,3.8,26.0,16.0,3.8,4.0,2.2,3.2,0.73,2.9,0.204949962338924
11.6,11.8,4.6,5.6,4.4,17.2,0.0,0.5,14.0,29.0,0.14,0.1,2.0,7.0,0.14,0.03,0.1,0.44,0.5,1.4,2.8,2.0,28.0,10.0,3.7,1.8,1.9,3.8,0.46,1.4,0.216381995217069
4.4,7.0,11.8,11.6,3.2,42.4,0.0,0.51,14.0,30.0,0.175,0.04,2.0,8.0,0.035,0.03,0.1,0.22,0.3,1.5,1.5,4.1,26.0,4.0,2.3,3.9,0.4,2.5,0.1,1.0,0.206852435461358
14.0,8.2,3.4,16.4,17.6,35.2,0.0,0.51,14.0,32.0,0.14,0.01,2.0,22.0,0.07,0.05,0.1,0.35,0.9,0.8,2.9,2.7,22.0,30.0,4.0,0.4,1.9,3.4,0.68,2.5,0.21050683012516
6.8,8.2,7.0,21.2,10.4,40.0,0.0,0.5,14.0,17.0,0.175,0.08,2.0,10.0,0.105,0.04,0.1,0.15,1.1,1.0,3.6,4.5,29.0,28.0,3.4,1.3,4.0,1.4,0.28,3.4,0.218844022101608
52.4,7.0,1.0,8.0,10.4,31.6,0.0,0.51,14.0,24.0,0.14,0.03,2.0,7.0,0.175,0.1,0.1,0.46,1.4,2.7,4.1,3.0,0.0,12.0,0.5,2.5,4.7,3.9,0.25,2.1,0.207570591376463
52.4,7.0,1.0,8.0,10.4,31.6,0.0,0.51,14.0,24.0,0.14,0.03,2.0,7.0,0.175,0.1,0.1,0.46,1.4,2.7,4.1,3.0,0.0,12.0,0.5,2.5,4.7,3.9,0.25,2.1,0.207570591376463
52.4,7.0,1.0,8.0,10.4,31.6,0.0,0.51,14.0,24.0,0.14,0.03,2.0,7.0,0.175,0.1,0.1,0.46,1.4,2.7,4.1,3.0,0.0,12.0,0.5,2.5,4.7,3.9,0.25,2.1,0.207570591376463
22.4,13.0,2.2,6.8,8.0,47.2,0.0,0.51,14.0,16.0,0.105,0.02,2.0,26.0,0.14,0.05,0.1,0.28,0.6,1.4,4.3,2.2,15.0,6.0,0.1,3.4,1.2,1.2,0.14,1.3,0.217296964094544
18.8,3.4,9.4,17.6,9.2,12.4,0.0,0.51,14.0,15.0,0.105,0.06,2.0,33.0,0.105,0.09,0.1,0.39,1.1,1.4,4.2,4.6,5.0,3.0,3.7,3.3,0.7,1.5,0.6,1.1,0.20505114800873
4.4,1.0,11.8,4.4,9.2,4.0,0.0,0.5,14.0,23.0,0.14,0.06,2.0,15.0,0.14,0.1,0.1,0.21,1.1,1.4,3.0,3.7,22.0,24.0,3.9,4.7,0.9,2.2,1.02,2.4,0.208317861968566
47.6,1.0,1.0,5.6,11.6,44.8,0.0,0.5,14.0,35.0,0.175,0.08,2.0,23.0,0.14,0.06,0.1,0.17,0.9,1.4,4.8,3.4,10.0,24.0,1.5,2.7,0.2,3.2,0.75,1.8,0.207133258223623
50.0,10.6,1.0,10.4,3.2,52.0,0.0,0.5,14.0,29.0,0.07,0.06,2.0,25.0,0.035,0.01,0.1,0.17,0.3,1.9,1.3,3.8,16.0,20.0,2.6,1.8,2.8,1.8,0.13,1.0,0.209641407978611
5.6,1.0,9.4,3.2,14.0,40.0,0.0,0.5,14.0,32.0,0.105,0.08,2.0,18.0,0.175,0.02,0.1,0.48,1.7,1.6,3.1,5.0,8.0,22.0,3.1,5.0,2.4,4.0,1.51,1.5,0.206429174281246
8.0,2.2,5.8,20.0,17.6,37.6,0.0,0.51,14.0,29.0,0.175,0.08,2.0,33.0,0.105,0.05,0.1,0.35,0.9,0.6,4.0,4.6,4.0,6.0,4.3,1.7,0.1,4.2,0.19,1.7,0.206424251485955
16.4,7.0,3.4,17.6,12.8,50.8,0.0,0.5,14.0,32.0,0.175,0.04,2.0,33.0,0.105,0.02,0.1,0.23,1.1,4.0,3.6,2.0,23.0,28.0,3.4,0.1,3.0,3.5,0.97,1.5,0.200615887096496
52.4,2.2,1.0,14.0,4.4,52.0,0.0,0.51,14.0,31.0,0.175,0.08,2.0,4.0,0.035,0.01,0.1,0.15,0.4,0.4,2.9,2.6,6.0,15.0,1.9,3.8,3.5,2.7,0.34,1.0,0.195587792501118
52.4,2.2,1.0,14.0,4.4,52.0,0.0,0.51,14.0,31.0,0.175,0.08,2.0,4.0,0.035,0.01,0.1,0.15,0.4,0.4,2.9,2.6,6.0,15.0,1.9,3.8,3.5,2.7,0.34,1.0,0.195587792501118
52.4,2.2,1.0,14.0,4.4,52.0,0.0,0.51,14.0,31.0,0.175,0.08,2.0,4.0,0.035,0.01,0.1,0.15,0.4,0.4,2.9,2.6,6.0,15.0,1.9,3.8,3.5,2.7,0.34,1.0,0.195587792501118
15.2,2.2,3.4,6.8,12.8,14.8,0.0,0.51,14.0,21.0,0.175,0.1,2.0,13.0,0.105,0.04,0.1,0.49,1.2,2.2,2.8,3.8,22.0,27.0,0.1,0.8,1.1,3.6,0.19,2.7,0.20517270009021
9.2,9.4,5.8,26.0,22.4,13.6,0.0,0.51,14.0,25.0,0.175,0.02,2.0,11.0,0.175,0.06,0.1,0.3,2.0,3.1,3.7,3.8,10.0,26.0,0.2,2.8,2.3,0.9,1.77,3.4,0.204815091945648
5.6,13.0,9.4,10.4,6.8,18.4,0.0,0.51,14.0,10.0,0.14,0.06,2.0,17.0,0.175,0.01,0.1,0.5,0.3,1.2,4.6,4.3,14.0,3.0,4.6,1.7,4.0,2.5,0.2,1.4,0.202783802499072
16.4,7.0,3.4,10.4,6.8,17.2,0.0,0.51,14.0,32.0,0.175,0.04,2.0,18.0,0.105,0.02,0.1,0.42,0.4,3.9,3.2,2.8,29.0,28.0,1.3,2.9,1.7,4.6,0.16,1.6,0.207235742414146
11.6,2.2,4.6,11.6,9.2,29.2,0.0,0.5,14.0,13.0,0.105,0.1,2.0,33.0,0.14,0.04,0.1,0.33,1.2,0.7,2.8,4.9,15.0,8.0,2.4,3.3,2.3,3.6,0.16,1.0,0.20542629573747
15.2,3.4,3.4,11.6,9.2,38.8,0.0,0.51,14.0,35.0,0.175,0.1,2.0,22.0,0.175,0.04,0.1,0.24,0.9,1.8,4.2,3.2,30.0,16.0,4.4,0.6,0.4,2.2,0.86,2.3,0.202850587571578
11.6,3.4,4.6,21.2,16.4,7.6,0.0,0.5,14.0,17.0,0.14,0.07,2.0,18.0,0.105,0.1,0.1,0.26,1.7,1.3,3.1,3.4,18.0,16.0,3.0,3.0,3.5,1.9,1.13,2.4,0.202558636211821
51.2,5.8,1.0,12.8,10.4,52.0,0.0,0.5,14.0,17.0,0.105,0.01,2.0,33.0,0.105,0.05,0.1,0.15,1.2,1.6,2.8,3.9,5.0,2.0,0.1,3.5,0.7,0.8,0.13,1.8,0.201598741309664
11.6,10.6,4.6,23.6,23.6,17.2,0.0,0.51,14.0,7.0,0.105,0.03,2.0,21.0,0.105,0.1,0.1,0.2,2.1,0.8,5.0,3.9,5.0,4.0,1.1,3.3,2.0,0.8,0.37,3.4,0.202594835653388
51.2,1.0,1.0,4.4,21.2,35.2,0.0,0.5,14.0,28.0,0.035,0.02,2.0,25.0,0.175,0.05,0.1,0.36,2.0,3.4,3.3,4.6,18.0,6.0,2.2,3.1,3.6,1.7,0.66,3.2,0.201557501308047
11.6,9.4,4.6,17.6,11.6,29.2,0.0,0.5,14.0,30.0,0.105,0.09,2.0,28.0,0.07,0.06,0.1,0.14,0.8,3.1,4.5,4.7,14.0,14.0,1.6,2.5,2.3,2.6,0.69,3.9,0.200843187968561
11.6,13.0,4.6,14.0,17.6,38.8,0.0,0.51,14.0,34.0,0.175,0.03,2.0,23.0,0.14,0.03,0.1,0.28,1.8,3.7,4.8,3.8,29.0,21.0,1.7,1.2,1.2,2.7,0.43,2.7,0.197643943139329
11.6,11.8,4.6,26.0,15.2,22.0,0.0,0.5,14.0,33.0,0.07,0.05,2.0,35.0,0.07,0.07,0.1,0.28,1.6,3.0,4.6,1.9,17.0,7.0,0.4,1.9,4.2,3.0,1.45,1.4,0.200717631036058
11.6,5.8,4.6,21.2,17.6,19.6,0.0,0.51,14.0,21.0,0.105,0.02,2.0,8.0,0.175,0.04,0.1,0.25,1.8,1.9,4.2,3.1,6.0,5.0,2.9,3.8,0.8,4.9,0.57,2.8,0.20135474304994
52.4,5.8,1.0,9.2,11.6,42.4,0.0,0.51,14.0,24.0,0.175,0.04,2.0,27.0,0.105,0.04,0.1,0.47,0.6,1.4,4.6,4.6,7.0,20.0,1.1,3.8,1.2,4.2,0.12,1.5,0.19992177359035
9.2,10.6,5.8,14.0,8.0,13.6,0.0,0.5,14.0,35.0,0.035,0.02,2.0,8.0,0.14,0.04,0.1,0.2,0.8,1.6,1.7,3.2,7.0,21.0,0.5,2.2,3.7,2.9,0.37,1.6,0.200521290407178
8.0,13.0,7.0,20.0,15.2,5.2,0.0,0.51,14.0,30.0,0.14,0.05,2.0,12.0,0.105,0.02,0.1,0.33,0.9,3.6,3.9,4.9,17.0,26.0,0.6,0.2,0.8,0.5,0.5,1.6,0.199166069215108
8.0,13.0,7.0,16.4,3.2,16.0,0.0,0.51,14.0,33.0,0.14,0.01,2.0,17.0,0.105,0.03,0.1,0.24,0.4,4.5,1.8,3.5,14.0,2.0,0.1,4.1,2.7,0.1,0.29,1.0,0.200249377246351
8.0,13.0,7.0,16.4,3.2,16.0,0.0,0.51,14.0,33.0,0.14,0.01,2.0,17.0,0.105,0.03,0.1,0.24,0.4,4.5,1.8,3.5,14.0,2.0,0.1,4.1,2.7,0.1,0.29,1.0,0.200249377246351
8.0,13.0,7.0,16.4,3.2,16.0,0.0,0.51,14.0,33.0,0.14,0.01,2.0,17.0,0.105,0.03,0.1,0.24,0.4,4.5,1.8,3.5,14.0,2.0,0.1,4.1,2.7,0.1,0.29,1.0,0.200249377246351
11.6,4.6,4.6,12.8,5.6,50.8,0.0,0.51,14.0,26.0,0.175,0.09,2.0,16.0,0.035,0.03,0.1,0.2,0.6,2.2,2.5,2.4,6.0,4.0,4.8,3.6,2.9,3.5,0.47,2.2,0.20055482558931
11.6,4.6,4.6,12.8,5.6,50.8,0.0,0.51,14.0,26.0,0.175,0.09,2.0,16.0,0.035,0.03,0.1,0.2,0.6,2.2,2.5,2.4,6.0,4.0,4.8,3.6,2.9,3.5,0.47,2.2,0.20055482558931
11.6,4.6,4.6,12.8,5.6,50.8,0.0,0.51,14.0,26.0,0.175,0.09,2.0,16.0,0.035,0.03,0.1,0.2,0.6,2.2,2.5,2.4,6.0,4.0,4.8,3.6,2.9,3.5,0.47,2.2,0.20055482558931
9.2,10.6,5.8,23.6,18.8,40.0,0.0,0.51,14.0,31.0,0.035,0.03,2.0,9.0,0.175,0.04,0.1,0.42,2.5,2.7,4.0,3.6,29.0,7.0,0.1,3.1,3.1,3.3,0.43,1.7,0.198998324598147
11.6,13.0,4.6,9.2,15.2,5.2,0.0,0.5,14.0,11.0,0.07,0.01,2.0,18.0,0.105,0.06,0.1,0.19,0.7,1.0,3.0,4.6,3.0,0.0,1.9,0.6,1.2,3.9,0.13,2.0,0.197627108092205
9.2,9.4,5.8,14.0,6.8,44.8,0.0,0.5,14.0,22.0,0.14,0.06,2.0,17.0,0.07,0.06,0.1,0.28,0.7,1.6,4.1,4.0,0.0,8.0,3.5,2.0,1.4,0.2,0.12,2.2,0.203563196747705
15.2,2.2,3.4,17.6,9.2,43.6,0.0,0.5,14.0,21.0,0.07,0.05,2.0,19.0,0.175,0.05,0.1,0.28,1.0,0.2,4.7,4.3,8.0,4.0,0.2,4.0,0.5,0.4,0.1,3.3,0.196371845970628
8.0,3.4,7.0,5.6,22.4,8.8,0.0,0.51,14.0,28.0,0.175,0.04,2.0,12.0,0.035,0.01,0.1,0.34,1.8,3.5,4.3,4.7,30.0,9.0,0.1,1.3,3.9,4.2,0.62,2.7,0.197058999143012
9.2,7.0,5.8,18.8,11.6,30.4,0.0,0.51,14.0,21.0,0.07,0.04,2.0,6.0,0.07,0.01,0.1,0.5,1.1,2.7,2.9,3.1,21.0,4.0,4.2,4.7,1.4,3.0,1.02,1.4,0.199253582240659
8.0,7.0,7.0,17.6,15.2,36.4,0.0,0.51,14.0,21.0,0.14,0.1,2.0,33.0,0.105,0.01,0.1,0.14,1.4,1.7,4.2,2.8,11.0,10.0,1.9,1.7,1.2,2.2,1.28,2.3,0.193498925635884
11.6,3.4,4.6,12.8,12.8,12.4,0.0,0.51,14.0,20.0,0.105,0.01,2.0,18.0,0.14,0.07,0.1,0.49,1.0,2.5,2.4,2.4,17.0,6.0,2.7,2.8,0.3,1.3,0.41,1.5,0.196588356973894
6.8,5.8,8.2,12.8,8.0,40.0,0.0,0.5,14.0,23.0,0.175,0.07,2.0,11.0,0.07,0.07,0.1,0.22,0.8,2.2,4.9,4.2,17.0,15.0,1.0,3.4,1.9,3.3,0.16,2.6,0.205145907772078
11.6,5.8,4.6,12.8,23.6,12.4,0.0,0.51,14.0,20.0,0.14,0.03,2.0,9.0,0.105,0.04,0.1,0.26,2.3,1.5,4.4,4.6,1.0,28.0,3.3,2.4,3.8,2.9,1.08,3.0,0.194938474316591
11.6,7.0,4.6,9.2,11.6,48.4,0.0,0.5,14.0,9.0,0.14,0.08,2.0,33.0,0.14,0.09,0.1,0.27,1.0,0.9,4.2,3.8,6.0,20.0,2.1,5.0,3.8,3.1,0.71,2.8,0.205799329173882
9.2,5.8,5.8,17.6,15.2,43.6,0.0,0.5,14.0,18.0,0.105,0.01,2.0,33.0,0.14,0.01,0.1,0.5,1.4,0.7,4.4,4.3,30.0,22.0,0.5,4.8,3.9,4.6,0.37,1.3,0.193670777275311
8.0,13.0,7.0,6.8,20.0,11.2,0.0,0.51,14.0,11.0,0.14,0.05,2.0,31.0,0.07,0.06,0.1,0.12,1.9,0.7,5.0,3.7,28.0,26.0,2.1,4.5,2.3,3.2,0.69,2.5,0.193468792997782
24.8,4.6,2.2,23.6,14.0,10.0,0.0,0.51,14.0,27.0,0.035,0.03,2.0,9.0,0.14,0.04,0.1,0.29,0.9,0.9,3.6,2.0,23.0,14.0,3.7,3.8,0.3,2.3,0.57,1.4,0.193293917890431
9.2,9.4,5.8,10.4,26.0,48.4,0.0,0.51,14.0,30.0,0.14,0.1,2.0,28.0,0.035,0.01,0.1,0.37,1.8,1.7,4.7,4.5,1.0,18.0,5.0,2.6,0.9,2.4,1.12,4.1,0.192340902060123
26.0,5.8,2.2,9.2,6.8,41.2,0.0,0.5,14.0,27.0,0.175,0.02,2.0,23.0,0.14,0.02,0.1,0.13,0.7,1.9,3.6,4.3,3.0,19.0,4.4,3.0,2.9,0.5,0.34,1.0,0.199305689072313
5.6,7.0,9.4,14.0,5.6,34.0,0.0,0.5,14.0,35.0,0.035,0.02,2.0,16.0,0.07,0.06,0.1,0.46,0.5,0.9,2.7,2.5,28.0,19.0,3.4,4.7,0.6,3.3,0.43,2.4,0.193558742373352
16.4,8.2,3.4,15.2,5.6,12.4,0.0,0.5,14.0,17.0,0.105,0.04,2.0,4.0,0.175,0.06,0.1,0.39,0.6,0.4,1.9,1.7,16.0,30.0,0.5,1.7,1.7,2.6,0.29,1.3,0.191979333587442
26.0,8.2,2.2,18.8,12.8,49.6,0.0,0.5,14.0,13.0,0.175,0.05,2.0,17.0,0.105,0.05,0.1,0.39,1.4,1.1,3.1,3.1,8.0,22.0,3.5,0.4,0.3,0.1,0.14,1.0,0.194392207497693
6.8,4.6,8.2,8.0,14.0,42.4,0.0,0.5,14.0,32.0,0.105,0.04,2.0,19.0,0.035,0.01,0.1,0.45,1.7,2.8,4.8,3.6,5.0,4.0,4.3,1.4,3.8,3.9,0.6,1.2,0.191766866358499
26.0,10.6,2.2,3.2,4.4,41.2,0.0,0.5,14.0,29.0,0.105,0.09,2.0,14.0,0.07,0.05,0.1,0.47,0.5,1.5,2.5,3.0,8.0,6.0,1.2,1.7,2.8,0.7,0.19,1.2,0.149693037153755
16.4,2.2,3.4,11.6,18.8,17.2,0.0,0.51,14.0,22.0,0.105,0.07,2.0,30.0,0.07,0.01,0.1,0.48,2.2,1.9,4.9,3.4,25.0,27.0,1.2,1.8,1.3,0.7,1.21,2.2,0.191215685922203
8.0,7.0,7.0,9.2,9.2,32.8,0.0,0.5,14.0,11.0,0.105,0.06,2.0,9.0,0.14,0.03,0.1,0.22,1.2,0.5,4.6,3.7,19.0,25.0,0.7,2.9,3.5,0.5,0.19,2.3,0.197957542899364
8.0,13.0,7.0,12.8,17.6,7.6,0.0,0.51,14.0,14.0,0.14,0.01,2.0,23.0,0.105,0.08,0.1,0.42,2.0,0.7,4.6,1.6,28.0,24.0,1.7,3.8,4.4,1.4,0.68,1.5,0.189774157673249
23.6,1.0,2.2,10.4,17.6,22.0,0.0,0.5,14.0,20.0,0.14,0.1,2.0,23.0,0.175,0.02,0.1,0.25,1.1,0.7,4.4,4.0,9.0,29.0,3.0,2.0,0.5,1.0,0.19,1.9,0.189427441602142
23.6,1.0,2.2,10.4,17.6,22.0,0.0,0.5,14.0,20.0,0.14,0.1,2.0,23.0,0.175,0.02,0.1,0.25,1.1,0.7,4.4,4.0,9.0,29.0,3.0,2.0,0.5,1.0,0.19,1.9,0.189427441602142
23.6,1.0,2.2,10.4,17.6,22.0,0.0,0.5,14.0,20.0,0.14,0.1,2.0,23.0,0.175,0.02,0.1,0.25,1.1,0.7,4.4,4.0,9.0,29.0,3.0,2.0,0.5,1.0,0.19,1.9,0.189427441602142
6.8,5.8,8.2,16.4,9.2,43.6,0.0,0.51,14.0,31.0,0.105,0.08,2.0,13.0,0.07,0.05,0.1,0.33,1.0,4.2,5.0,2.8,17.0,27.0,4.5,4.4,2.6,4.2,0.52,2.0,0.195888518288489
6.8,8.2,8.2,9.2,16.4,8.8,0.0,0.51,14.0,29.0,0.105,0.03,2.0,29.0,0.105,0.04,0.1,0.25,1.4,1.2,4.7,3.2,25.0,13.0,2.7,3.6,1.2,4.7,0.96,1.7,0.1886478659386
8.0,3.4,7.0,5.6,23.6,36.4,0.0,0.5,14.0,28.0,0.175,0.02,2.0,26.0,0.175,0.03,0.1,0.34,2.8,1.7,3.8,4.2,30.0,27.0,0.3,4.8,3.8,2.7,1.1,3.6,0.189154384738562
5.6,13.0,10.6,6.8,8.0,31.6,0.0,0.5,14.0,29.0,0.07,0.01,2.0,31.0,0.105,0.03,0.1,0.49,1.0,0.4,3.0,2.1,18.0,3.0,4.2,1.0,2.9,1.9,0.31,1.1,0.191347311012491
6.8,7.0,9.4,2.0,4.4,20.8,0.0,0.51,14.0,34.0,0.105,0.02,2.0,13.0,0.175,0.02,0.1,0.22,0.3,1.6,1.3,2.6,26.0,22.0,0.3,0.6,1.3,3.4,0.11,1.2,0.193745529084559
24.8,9.4,2.2,9.2,12.8,28.0,0.0,0.51,14.0,13.0,0.14,0.07,2.0,13.0,0.14,0.03,0.1,0.29,1.0,0.3,4.9,3.4,2.0,17.0,0.4,1.6,0.5,1.4,0.21,1.5,0.188454146534444
6.8,11.8,8.2,8.0,3.2,10.0,0.0,0.5,14.0,25.0,0.175,0.1,2.0,7.0,0.175,0.1,0.1,0.37,0.4,2.8,1.5,2.9,7.0,30.0,1.1,4.4,4.9,2.3,0.16,1.0,0.195800860537986
16.4,4.6,3.4,11.6,8.0,35.2,0.0,0.5,14.0,35.0,0.175,0.04,2.0,28.0,0.105,0.04,0.1,0.46,0.5,4.5,4.2,4.5,8.0,23.0,1.4,0.8,2.0,4.4,0.3,2.9,0.196820888205784
16.4,9.4,3.4,11.6,24.8,29.2,0.0,0.5,14.0,27.0,0.14,0.05,2.0,32.0,0.105,0.05,0.1,0.3,1.9,3.0,5.0,3.1,0.0,7.0,3.0,1.2,2.3,0.6,0.97,2.5,0.188198953312312
24.8,8.2,2.2,22.4,17.6,14.8,0.0,0.5,14.0,26.0,0.175,0.02,2.0,30.0,0.07,0.04,0.1,0.37,1.2,2.3,4.9,3.6,15.0,3.0,0.3,0.6,0.4,1.2,0.36,1.9,0.187330599118544
8.0,5.8,7.0,14.0,17.6,31.6,0.0,0.5,14.0,4.0,0.14,0.02,2.0,24.0,0.105,0.05,0.1,0.47,1.2,0.3,4.5,4.6,2.0,0.0,0.8,2.1,0.3,0.2,0.16,1.3,0.189153054359795
26.0,7.0,2.2,3.2,4.4,42.4,0.0,0.51,14.0,33.0,0.14,0.01,2.0,5.0,0.07,0.04,0.1,0.2,0.3,2.8,2.9,2.9,27.0,2.0,4.7,2.6,2.2,2.0,0.21,1.3,0.191109823964969
12.8,9.4,4.6,5.6,16.4,25.6,0.0,0.5,14.0,26.0,0.175,0.04,2.0,32.0,0.14,0.01,0.1,0.16,1.8,3.4,4.3,1.6,26.0,9.0,2.9,0.3,1.6,2.7,0.49,1.0,0.18601356212305
16.4,9.4,3.4,16.4,15.2,38.8,0.0,0.5,14.0,35.0,0.14,0.08,2.0,29.0,0.105,0.02,0.1,0.33,1.7,2.1,3.8,3.8,2.0,11.0,4.2,2.0,3.2,1.2,0.98,1.6,0.18652938375181
26.0,13.0,2.2,20.0,5.6,19.6,0.0,0.51,14.0,19.0,0.14,0.03,2.0,6.0,0.175,0.08,0.1,0.25,0.7,1.4,3.0,2.0,22.0,13.0,3.8,0.4,4.3,4.3,0.2,1.8,0.193567287649812
26.0,10.6,2.2,8.0,20.0,19.6,0.0,0.5,14.0,25.0,0.035,0.02,2.0,22.0,0.07,0.04,0.1,0.49,2.1,3.2,4.8,1.8,16.0,19.0,2.8,4.2,5.0,0.2,0.72,1.3,0.186401533454397
26.0,8.2,2.2,12.8,3.2,36.4,0.0,0.5,14.0,27.0,0.105,0.01,2.0,23.0,0.07,0.06,0.1,0.18,0.3,3.0,1.3,2.5,21.0,18.0,1.6,0.9,3.3,2.5,0.1,1.1,0.190024428227014
