w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_bottom_left
15.2,4.6,10.6,23.6,6.8,42.4,0.0,0.5,14.0,31.0,0.105,0.09,2.0,21.0,0.175,0.09,0.1,0.25,0.7,2.8,2.6,1.8,20.0,26.0,0.2,4.1,2.9,1.6,0.28,1.4,0.0687314988463725
20.0,10.6,8.2,21.2,20.0,17.2,0.0,0.5,14.0,26.0,0.175,0.1,2.0,10.0,0.07,0.01,0.1,0.11,1.1,3.4,4.1,4.8,12.0,10.0,4.8,2.7,2.4,3.4,0.17,2.5,0.0679368541714452
18.8,8.2,8.2,14.0,24.8,18.4,0.0,0.51,14.0,27.0,0.105,0.01,2.0,19.0,0.14,0.07,0.1,0.43,2.4,3.3,4.2,4.3,30.0,6.0,1.6,4.5,3.6,2.9,0.53,3.7,0.067682733670796
18.8,8.2,8.2,14.0,24.8,18.4,0.0,0.51,14.0,27.0,0.105,0.01,2.0,19.0,0.14,0.07,0.1,0.43,2.4,3.3,4.2,4.3,30.0,6.0,1.6,4.5,3.6,2.9,0.53,3.7,0.067682733670796
18.8,8.2,8.2,14.0,24.8,18.4,0.0,0.51,14.0,27.0,0.105,0.01,2.0,19.0,0.14,0.07,0.1,0.43,2.4,3.3,4.2,4.3,30.0,6.0,1.6,4.5,3.6,2.9,0.53,3.7,0.067682733670796
45.2,13.0,3.4,18.8,9.2,18.4,0.0,0.5,14.0,16.0,0.175,0.03,2.0,35.0,0.105,0.1,0.1,0.17,1.0,1.9,3.3,4.0,6.0,0.0,0.2,2.1,4.1,1.0,0.64,2.4,0.0676370290627151
33.2,11.8,4.6,23.6,16.4,13.6,0.0,0.51,14.0,27.0,0.035,0.01,2.0,30.0,0.07,0.06,0.1,0.25,1.7,1.5,3.4,3.2,18.0,5.0,1.2,0.2,5.0,0.4,1.26,2.5,0.0676291384390495
18.8,13.0,8.2,22.4,12.8,4.0,0.0,0.51,14.0,19.0,0.035,0.02,2.0,9.0,0.105,0.06,0.1,0.31,1.5,1.5,4.6,4.5,8.0,7.0,0.5,0.3,5.0,0.6,0.14,2.7,0.0676056931040139
33.2,2.2,4.6,6.8,17.6,41.2,0.0,0.5,14.0,23.0,0.105,0.04,2.0,31.0,0.105,0.1,0.1,0.41,1.1,2.7,4.7,2.8,27.0,21.0,1.4,1.7,4.8,1.7,0.17,2.7,0.0675649118296735
33.2,2.2,4.6,6.8,17.6,41.2,0.0,0.5,14.0,23.0,0.105,0.04,2.0,31.0,0.105,0.1,0.1,0.41,1.1,2.7,4.7,2.8,27.0,21.0,1.4,1.7,4.8,1.7,0.17,2.7,0.0675649118296735
33.2,2.2,4.6,6.8,17.6,41.2,0.0,0.5,14.0,23.0,0.105,0.04,2.0,31.0,0.105,0.1,0.1,0.41,1.1,2.7,4.7,2.8,27.0,21.0,1.4,1.7,4.8,1.7,0.17,2.7,0.0675649118296735
45.2,13.0,3.4,5.6,14.0,42.4,0.0,0.51,14.0,28.0,0.14,0.06,2.0,14.0,0.105,0.01,0.1,0.42,1.4,2.3,3.0,3.9,12.0,27.0,3.1,1.7,1.1,0.2,0.89,2.8,0.0670941743930371
34.4,10.6,4.6,20.0,15.2,53.2,0.0,0.5,14.0,31.0,0.105,0.04,2.0,17.0,0.07,0.02,0.1,0.15,0.9,1.8,4.6,3.4,3.0,21.0,0.6,0.6,1.6,3.6,0.18,2.8,0.0684321093103704
27.2,11.8,5.8,6.8,20.0,26.8,0.0,0.51,14.0,35.0,0.07,0.05,2.0,22.0,0.175,0.07,0.1,0.21,1.5,1.8,4.1,5.0,9.0,7.0,2.9,3.2,1.1,2.0,0.85,2.1,0.0675011374247232
35.6,4.6,4.6,22.4,4.4,34.0,0.0,0.51,14.0,26.0,0.14,0.03,2.0,7.0,0.105,0.07,0.1,0.3,0.3,3.1,1.4,4.2,25.0,28.0,3.7,2.8,0.5,3.0,0.27,1.0,0.0672379727570807
18.8,11.8,8.2,5.6,12.8,22.0,0.0,0.51,14.0,29.0,0.175,0.09,2.0,34.0,0.14,0.06,0.1,0.33,1.6,1.1,4.1,4.7,11.0,2.0,0.1,0.9,2.4,4.7,0.63,3.5,0.0667513574881354
22.4,5.8,7.0,26.0,17.6,32.8,0.0,0.5,14.0,19.0,0.14,0.08,2.0,26.0,0.14,0.1,0.1,0.41,0.8,1.8,4.9,5.0,28.0,16.0,3.2,3.8,0.8,2.5,0.29,4.6,0.0675301784695734
45.2,10.6,3.4,21.2,18.8,23.2,0.0,0.5,14.0,25.0,0.175,0.04,2.0,30.0,0.175,0.1,0.1,0.37,2.2,2.3,3.3,3.0,17.0,2.0,1.1,4.1,4.5,3.8,0.41,2.5,0.0672854780599743
18.8,10.6,8.2,26.0,15.2,13.6,0.0,0.5,14.0,25.0,0.175,0.02,2.0,5.0,0.105,0.04,0.1,0.28,1.1,0.6,3.8,2.5,18.0,8.0,0.5,1.4,2.8,4.8,0.14,1.8,0.0672754221929989
16.4,3.4,9.4,20.0,22.4,22.0,0.0,0.5,14.0,26.0,0.07,0.01,2.0,19.0,0.14,0.09,0.1,0.46,2.5,2.4,4.3,4.1,12.0,14.0,0.6,0.6,3.7,2.5,0.66,3.6,0.067060694889843
45.2,13.0,3.4,17.6,22.4,40.0,0.0,0.5,14.0,28.0,0.105,0.06,2.0,10.0,0.14,0.06,0.1,0.38,2.7,1.0,4.9,2.1,11.0,9.0,1.8,0.7,3.5,1.3,0.72,1.9,0.0671970693515532
28.4,10.6,5.8,15.2,4.4,19.6,0.0,0.5,14.0,35.0,0.14,0.06,2.0,12.0,0.14,0.1,0.1,0.37,0.5,3.0,2.6,4.1,26.0,17.0,3.8,2.2,1.8,3.8,0.21,1.2,0.0673081920005842
22.4,9.4,7.0,26.0,24.8,14.8,0.0,0.5,14.0,25.0,0.175,0.07,2.0,35.0,0.07,0.01,0.1,0.39,2.4,1.1,4.9,3.7,30.0,27.0,0.1,3.9,2.1,0.4,0.14,3.5,0.0670225045309657
22.4,3.4,7.0,21.2,10.4,20.8,0.0,0.5,14.0,29.0,0.14,0.02,2.0,28.0,0.105,0.09,0.1,0.49,1.0,0.9,2.6,1.4,22.0,0.0,2.5,1.0,1.4,1.5,0.45,1.3,0.0668786072501104
27.2,7.0,5.8,22.4,16.4,13.6,0.0,0.51,14.0,23.0,0.07,0.02,2.0,27.0,0.07,0.04,0.1,0.38,1.8,2.5,3.0,4.2,22.0,26.0,0.8,1.8,1.0,4.0,1.51,2.3,0.0668190091423224
14.0,2.2,10.6,18.8,26.0,6.4,0.0,0.5,14.0,18.0,0.175,0.06,2.0,11.0,0.14,0.03,0.1,0.45,2.0,1.3,4.6,3.9,15.0,13.0,2.3,2.2,2.8,3.2,0.31,3.7,0.066745512471497
18.8,5.8,8.2,12.8,10.4,31.6,0.0,0.51,14.0,14.0,0.14,0.03,2.0,34.0,0.035,0.01,0.1,0.47,1.4,1.2,2.5,4.0,11.0,0.0,0.6,4.3,0.3,3.6,0.14,1.7,0.0668931870358197
26.0,3.4,5.8,24.8,9.2,52.0,0.0,0.51,14.0,31.0,0.105,0.09,2.0,17.0,0.175,0.04,0.1,0.36,0.7,0.9,2.7,2.1,26.0,23.0,4.5,1.3,5.0,4.8,0.42,1.8,0.0663498637633752
47.6,3.4,3.4,16.4,16.4,6.4,0.0,0.5,14.0,34.0,0.14,0.09,2.0,18.0,0.105,0.05,0.1,0.25,0.8,1.1,4.0,5.0,7.0,0.0,2.6,3.4,1.3,2.8,0.43,3.0,0.0666006119012922
27.2,8.2,5.8,12.8,14.0,50.8,0.0,0.51,14.0,35.0,0.07,0.07,2.0,30.0,0.14,0.06,0.1,0.5,1.5,0.3,3.8,2.3,25.0,17.0,4.5,3.2,2.0,0.4,0.15,1.2,0.0659355149217033
48.8,5.8,3.4,10.4,4.4,53.2,0.0,0.51,14.0,29.0,0.175,0.01,2.0,29.0,0.07,0.07,0.1,0.32,0.2,0.6,1.9,2.5,14.0,14.0,1.0,0.7,1.6,2.4,0.17,1.6,0.0659003708048355
15.2,13.0,10.6,9.2,15.2,22.0,0.0,0.51,14.0,30.0,0.175,0.1,2.0,10.0,0.105,0.03,0.1,0.15,1.5,4.0,3.5,4.6,6.0,30.0,1.1,4.0,4.8,4.4,0.21,2.7,0.0663450326746094
22.4,5.8,7.0,20.0,24.8,37.6,0.0,0.5,14.0,24.0,0.175,0.1,2.0,10.0,0.175,0.01,0.1,0.45,2.2,2.6,4.7,4.7,19.0,22.0,1.0,4.7,2.3,0.2,0.38,3.2,0.0664444626116598
46.4,3.4,3.4,21.2,10.4,10.0,0.0,0.5,14.0,34.0,0.105,0.06,2.0,32.0,0.175,0.06,0.1,0.5,1.1,2.8,3.5,2.6,12.0,12.0,0.7,4.9,0.5,3.5,0.27,1.9,0.0661867950105729
47.6,5.8,3.4,26.0,15.2,18.4,0.0,0.51,14.0,34.0,0.105,0.03,2.0,35.0,0.14,0.08,0.1,0.47,1.2,2.5,2.5,2.4,15.0,2.0,0.6,2.5,4.7,2.5,0.17,2.1,0.0665075603576641
45.2,10.6,3.4,23.6,17.6,47.2,0.0,0.51,14.0,24.0,0.07,0.06,2.0,7.0,0.07,0.05,0.1,0.35,1.0,2.8,4.6,4.0,4.0,27.0,0.7,4.9,2.1,4.9,0.74,1.6,0.0668130919246803
15.2,13.0,10.6,20.0,17.6,18.4,0.0,0.51,14.0,31.0,0.175,0.09,2.0,34.0,0.035,0.02,0.1,0.17,1.4,3.1,4.3,3.1,25.0,7.0,3.5,4.2,4.0,2.2,1.02,1.8,0.0659939123879639
33.2,2.2,4.6,14.0,15.2,42.4,0.0,0.51,14.0,11.0,0.175,0.09,2.0,24.0,0.175,0.1,0.1,0.42,1.0,1.0,4.2,2.8,24.0,0.0,2.5,4.8,4.0,3.8,0.65,2.0,0.0661139491730253
33.2,2.2,4.6,14.0,15.2,42.4,0.0,0.51,14.0,11.0,0.175,0.09,2.0,24.0,0.175,0.1,0.1,0.42,1.0,1.0,4.2,2.8,24.0,0.0,2.5,4.8,4.0,3.8,0.65,2.0,0.0661139491730253
33.2,2.2,4.6,14.0,15.2,42.4,0.0,0.51,14.0,11.0,0.175,0.09,2.0,24.0,0.175,0.1,0.1,0.42,1.0,1.0,4.2,2.8,24.0,0.0,2.5,4.8,4.0,3.8,0.65,2.0,0.0661139491730253
34.4,9.4,4.6,10.4,15.2,18.4,0.0,0.5,14.0,15.0,0.105,0.07,2.0,17.0,0.14,0.09,0.1,0.25,1.9,1.2,5.0,3.5,14.0,17.0,4.9,1.1,2.0,3.7,1.12,2.2,0.0659364478534533
23.6,7.0,7.0,9.2,12.8,18.4,0.0,0.51,14.0,27.0,0.175,0.1,2.0,21.0,0.14,0.01,0.1,0.37,1.2,3.2,2.7,2.9,10.0,8.0,5.0,0.1,3.4,2.1,0.89,1.4,0.065527294420085
48.8,5.8,3.4,14.0,18.8,20.8,0.0,0.5,14.0,17.0,0.14,0.1,2.0,22.0,0.07,0.04,0.1,0.35,0.9,1.0,3.7,3.7,12.0,3.0,4.7,3.5,0.2,3.3,0.8,2.3,0.0659429977692027
28.4,5.8,5.8,23.6,6.8,5.2,0.0,0.51,14.0,27.0,0.14,0.05,2.0,6.0,0.14,0.06,0.1,0.25,0.9,1.3,4.0,4.4,15.0,27.0,4.8,4.8,3.5,3.5,0.21,1.1,0.0629011550641139
15.2,10.6,10.6,8.0,20.0,29.2,0.0,0.5,14.0,21.0,0.14,0.06,2.0,34.0,0.035,0.03,0.1,0.38,2.0,2.2,4.7,4.1,16.0,4.0,4.5,4.0,1.4,2.8,1.07,3.1,0.0653110036135269
27.2,3.4,5.8,14.0,5.6,11.2,0.0,0.51,14.0,27.0,0.175,0.03,2.0,32.0,0.07,0.02,0.1,0.27,0.6,1.4,2.5,2.9,25.0,0.0,2.7,4.1,2.0,3.7,0.45,2.4,0.0651804897993163
26.0,8.2,7.0,2.0,3.2,44.8,0.0,0.5,14.0,22.0,0.175,0.06,2.0,15.0,0.07,0.03,0.1,0.16,0.3,2.8,1.4,2.2,16.0,21.0,0.6,0.3,5.0,3.5,0.17,1.2,0.0607210752195956
26.0,5.8,5.8,18.8,11.6,8.8,0.0,0.51,14.0,35.0,0.14,0.03,2.0,34.0,0.07,0.06,0.1,0.36,0.9,1.7,3.8,2.5,16.0,0.0,0.4,1.2,1.8,4.8,0.6,1.9,0.065529286445829
46.4,13.0,3.4,21.2,3.2,50.8,0.0,0.51,14.0,33.0,0.105,0.09,2.0,19.0,0.14,0.08,0.1,0.28,0.4,0.7,1.2,3.2,4.0,15.0,2.1,5.0,0.7,1.7,0.16,1.1,0.067678163110042
46.4,13.0,3.4,21.2,3.2,50.8,0.0,0.51,14.0,33.0,0.105,0.09,2.0,19.0,0.14,0.08,0.1,0.28,0.4,0.7,1.2,3.2,4.0,15.0,2.1,5.0,0.7,1.7,0.16,1.1,0.067678163110042
46.4,13.0,3.4,21.2,3.2,50.8,0.0,0.51,14.0,33.0,0.105,0.09,2.0,19.0,0.14,0.08,0.1,0.28,0.4,0.7,1.2,3.2,4.0,15.0,2.1,5.0,0.7,1.7,0.16,1.1,0.067678163110042
14.0,8.2,11.8,15.2,16.4,44.8,0.0,0.51,14.0,22.0,0.14,0.1,2.0,8.0,0.14,0.09,0.1,0.36,1.7,2.0,3.2,4.2,11.0,20.0,1.7,3.3,3.5,2.3,0.3,1.8,0.064518021679487
12.8,10.6,13.0,18.8,14.0,30.4,0.0,0.5,14.0,29.0,0.105,0.07,2.0,26.0,0.105,0.01,0.1,0.17,1.5,3.8,2.6,4.9,13.0,12.0,1.0,3.4,0.5,4.3,1.02,2.3,0.0644307958621957
47.6,4.6,3.4,26.0,22.4,48.4,0.0,0.51,14.0,22.0,0.14,0.07,2.0,29.0,0.035,0.03,0.1,0.19,1.6,1.8,4.1,4.1,10.0,16.0,1.6,0.4,2.9,1.7,0.76,3.0,0.0652808539773859
48.8,13.0,3.4,6.8,4.4,29.2,0.0,0.5,14.0,19.0,0.14,0.01,2.0,7.0,0.175,0.07,0.1,0.39,0.4,1.6,2.4,4.5,21.0,2.0,1.6,2.1,3.4,0.6,0.32,1.0,0.0654743287486458
17.6,3.4,9.4,4.4,11.6,22.0,0.0,0.5,14.0,32.0,0.105,0.07,2.0,16.0,0.105,0.1,0.1,0.36,1.4,1.3,2.3,2.6,30.0,10.0,0.5,4.4,2.6,2.3,0.35,1.9,0.0680136385459244
20.0,7.0,8.2,17.6,21.2,8.8,0.0,0.51,14.0,11.0,0.14,0.09,2.0,34.0,0.07,0.02,0.1,0.34,1.6,1.2,3.8,3.6,19.0,9.0,3.6,4.0,5.0,1.6,1.06,2.7,0.065346983968015
47.6,9.4,3.4,11.6,24.8,10.0,0.0,0.51,14.0,12.0,0.105,0.06,2.0,9.0,0.105,0.05,0.1,0.44,1.7,1.2,4.0,3.9,30.0,11.0,2.2,3.0,1.2,1.7,0.1,3.7,0.0652951665226481
15.2,9.4,10.6,17.6,22.4,43.6,0.0,0.51,14.0,28.0,0.105,0.05,2.0,16.0,0.105,0.04,0.1,0.29,2.4,2.1,5.0,4.8,14.0,27.0,4.0,0.5,2.3,1.4,0.81,4.5,0.0674722620468004
15.2,2.2,10.6,4.4,10.4,17.2,0.0,0.51,14.0,33.0,0.175,0.01,2.0,35.0,0.105,0.05,0.1,0.44,1.1,4.0,3.5,3.4,1.0,2.0,0.4,0.5,0.2,2.3,0.47,2.6,0.065950360178378
48.8,7.0,3.4,18.8,5.6,36.4,0.0,0.51,14.0,16.0,0.105,0.1,2.0,23.0,0.07,0.07,0.1,0.46,0.3,1.4,1.8,4.8,11.0,9.0,0.7,4.7,4.2,2.6,0.17,1.1,0.0674271053723757
27.2,4.6,5.8,15.2,20.0,13.6,0.0,0.5,14.0,26.0,0.175,0.08,2.0,18.0,0.175,0.01,0.1,0.35,2.1,1.2,4.9,3.9,28.0,20.0,3.5,4.5,0.9,4.5,0.55,2.4,0.0651953576127628
15.2,8.2,10.6,21.2,26.0,46.0,0.0,0.5,14.0,15.0,0.175,0.02,2.0,19.0,0.14,0.08,0.1,0.27,3.4,0.9,4.1,4.3,3.0,17.0,4.4,3.0,3.2,4.7,0.74,3.8,0.0652804379300909
47.6,13.0,3.4,12.8,22.4,14.8,0.0,0.5,14.0,26.0,0.14,0.06,2.0,15.0,0.105,0.06,0.1,0.37,2.5,3.0,4.8,2.7,25.0,30.0,3.5,1.2,0.2,2.9,0.23,2.3,0.0650897237111069
47.6,5.8,3.4,18.8,15.2,18.4,0.0,0.5,14.0,32.0,0.14,0.03,2.0,23.0,0.105,0.01,0.1,0.31,1.2,1.9,4.6,5.0,2.0,11.0,3.1,3.2,2.7,3.2,0.42,3.2,0.0652222163503743
12.8,8.2,13.0,23.6,26.0,5.2,0.0,0.5,14.0,21.0,0.175,0.01,2.0,26.0,0.14,0.05,0.1,0.36,3.3,1.7,4.4,4.1,11.0,22.0,0.8,3.7,2.4,1.4,1.45,3.4,0.0649817793566082
36.8,3.4,4.6,14.0,4.4,32.8,0.0,0.51,14.0,28.0,0.14,0.01,2.0,26.0,0.105,0.07,0.1,0.19,0.4,1.0,2.6,2.1,1.0,2.0,1.4,4.7,0.1,1.9,0.26,1.5,0.0649591542655034
21.2,5.8,8.2,18.8,9.2,49.6,0.0,0.51,14.0,15.0,0.105,0.06,2.0,8.0,0.14,0.03,0.1,0.2,0.7,1.1,2.9,3.9,22.0,6.0,1.3,3.5,2.7,0.8,0.52,2.7,0.066098285391256
48.8,11.8,3.4,18.8,18.8,26.8,0.0,0.51,14.0,25.0,0.105,0.06,2.0,15.0,0.14,0.01,0.1,0.33,1.4,3.2,4.6,3.9,9.0,28.0,2.7,3.8,2.1,3.0,0.68,2.1,0.0643167970788855
22.4,2.2,7.0,17.6,6.8,4.0,0.0,0.51,14.0,12.0,0.175,0.05,2.0,28.0,0.14,0.1,0.1,0.44,0.6,0.8,4.2,5.0,7.0,28.0,2.7,3.3,2.6,2.9,0.34,2.3,0.0645886432988284
34.4,1.0,4.6,11.6,12.8,10.0,0.0,0.5,14.0,28.0,0.07,0.06,2.0,10.0,0.07,0.03,0.1,0.48,1.2,2.9,4.6,3.4,18.0,1.0,4.0,1.2,4.8,0.4,0.11,2.0,0.0646865954592814
50.0,11.8,3.4,18.8,10.4,31.6,0.0,0.5,14.0,35.0,0.175,0.09,2.0,25.0,0.07,0.06,0.1,0.15,0.7,2.6,2.2,3.5,16.0,15.0,1.4,2.6,0.6,1.8,0.61,1.5,0.0653293744397488
38.0,4.6,4.6,11.6,4.4,41.2,0.0,0.5,14.0,12.0,0.14,0.09,2.0,35.0,0.105,0.05,0.1,0.19,0.2,1.0,2.2,4.3,1.0,28.0,4.5,0.8,3.9,4.1,0.17,1.9,0.0662394009648309
28.4,5.8,5.8,4.4,21.2,17.2,0.0,0.5,14.0,12.0,0.175,0.01,2.0,20.0,0.105,0.05,0.1,0.18,2.3,1.4,4.3,4.3,22.0,17.0,4.4,5.0,2.2,2.5,0.89,4.0,0.0642043167172095
46.4,2.2,3.4,22.4,11.6,42.4,0.0,0.51,14.0,25.0,0.07,0.06,2.0,25.0,0.105,0.08,0.1,0.36,0.9,1.1,4.5,4.7,14.0,15.0,1.4,3.9,3.9,4.0,0.65,4.1,0.0647960018717879
21.2,11.8,8.2,10.4,5.6,18.4,0.0,0.51,14.0,18.0,0.175,0.05,2.0,24.0,0.07,0.04,0.1,0.33,0.5,0.9,2.8,3.0,11.0,28.0,4.3,0.6,3.1,1.3,0.1,2.5,0.0617540854908351
18.8,2.2,8.2,22.4,21.2,28.0,0.0,0.51,14.0,14.0,0.175,0.08,2.0,14.0,0.175,0.04,0.1,0.41,2.6,0.4,3.9,4.8,1.0,6.0,4.1,0.3,1.7,5.0,0.21,2.8,0.0643122577177494
16.4,3.4,10.6,12.8,4.4,43.6,0.0,0.5,14.0,32.0,0.105,0.02,2.0,21.0,0.175,0.01,0.1,0.25,0.4,3.7,1.2,4.8,6.0,9.0,4.8,1.7,4.0,4.1,0.15,1.1,0.0647513058728947
14.0,3.4,11.8,3.2,14.0,32.8,0.0,0.5,14.0,7.0,0.175,0.03,2.0,12.0,0.07,0.04,0.1,0.48,0.8,0.5,2.6,3.7,16.0,10.0,4.8,2.5,4.2,2.9,0.17,1.8,0.0647245094896232
47.6,13.0,3.4,16.4,20.0,22.0,0.0,0.5,14.0,27.0,0.105,0.05,2.0,9.0,0.175,0.01,0.1,0.49,2.5,2.4,4.4,4.8,12.0,16.0,0.9,3.1,1.6,4.7,1.12,2.7,0.0642818558665836
35.6,1.0,4.6,2.0,10.4,44.8,0.0,0.51,14.0,27.0,0.175,0.02,2.0,23.0,0.14,0.05,0.1,0.22,1.1,3.3,5.0,4.9,26.0,3.0,0.4,2.3,3.1,4.4,0.87,3.4,0.0658779479700497
29.6,8.2,5.8,14.0,6.8,37.6,0.0,0.5,14.0,17.0,0.105,0.05,2.0,25.0,0.105,0.03,0.1,0.49,0.6,1.9,3.4,4.7,2.0,3.0,3.6,4.0,1.1,0.5,0.45,1.2,0.0633868979481422
47.6,8.2,3.4,4.4,9.2,11.2,0.0,0.51,14.0,17.0,0.105,0.04,2.0,20.0,0.035,0.02,0.1,0.41,0.6,1.9,4.1,4.6,8.0,26.0,2.7,0.9,2.2,3.1,0.52,1.3,0.0645429431891352
28.4,9.4,5.8,14.0,22.4,8.8,0.0,0.51,14.0,32.0,0.07,0.07,2.0,23.0,0.175,0.03,0.1,0.22,1.3,1.4,4.9,4.3,0.0,13.0,2.3,2.2,4.4,4.7,1.09,2.8,0.0640015363240987
28.4,9.4,5.8,14.0,22.4,8.8,0.0,0.51,14.0,32.0,0.07,0.07,2.0,23.0,0.175,0.03,0.1,0.22,1.3,1.4,4.9,4.3,0.0,13.0,2.3,2.2,4.4,4.7,1.09,2.8,0.0640015363240987
28.4,9.4,5.8,14.0,22.4,8.8,0.0,0.51,14.0,32.0,0.07,0.07,2.0,23.0,0.175,0.03,0.1,0.22,1.3,1.4,4.9,4.3,0.0,13.0,2.3,2.2,4.4,4.7,1.09,2.8,0.0640015363240987
14.0,1.0,11.8,5.6,20.0,13.6,0.0,0.51,14.0,33.0,0.175,0.09,2.0,16.0,0.035,0.03,0.1,0.14,2.4,1.8,4.5,4.1,1.0,0.0,2.8,1.8,3.2,4.2,1.05,1.9,0.0640248146248963
15.2,11.8,10.6,20.0,12.8,14.8,0.0,0.5,14.0,29.0,0.105,0.08,2.0,6.0,0.14,0.05,0.1,0.27,1.3,0.4,3.6,4.5,14.0,11.0,1.8,3.4,5.0,4.8,0.3,1.3,0.0638114787335274
35.6,5.8,4.6,16.4,20.0,5.2,0.0,0.5,14.0,28.0,0.175,0.01,2.0,23.0,0.035,0.02,0.1,0.07,1.5,0.6,3.6,4.5,3.0,19.0,2.2,2.2,2.3,3.9,0.49,2.7,0.06391304196794
36.8,9.4,4.6,21.2,4.4,25.6,0.0,0.51,14.0,31.0,0.175,0.01,2.0,8.0,0.105,0.06,0.1,0.33,0.5,2.1,2.3,2.4,13.0,22.0,1.4,3.3,2.3,2.2,0.25,1.9,0.0655466580484774
51.2,5.8,3.4,18.8,4.4,11.2,0.0,0.5,14.0,34.0,0.175,0.05,2.0,30.0,0.14,0.01,0.1,0.18,0.3,3.5,2.0,2.4,13.0,30.0,4.3,3.6,0.2,5.0,0.17,1.3,0.0632737718973442
47.6,1.0,3.4,26.0,8.0,23.2,0.0,0.5,14.0,4.0,0.07,0.02,2.0,22.0,0.035,0.01,0.1,0.04,0.8,0.5,4.9,3.3,17.0,3.0,2.6,1.9,3.7,3.7,0.28,2.0,0.0636357821415418
16.4,5.8,10.6,3.2,15.2,40.0,0.0,0.51,14.0,23.0,0.07,0.01,2.0,28.0,0.175,0.07,0.1,0.33,1.7,1.7,4.0,2.0,20.0,14.0,1.3,1.0,3.4,1.6,1.23,1.5,0.0636818096264169
34.4,1.0,4.6,2.0,6.8,25.6,0.0,0.51,14.0,30.0,0.07,0.01,2.0,32.0,0.105,0.03,0.1,0.23,0.4,1.0,2.8,4.7,13.0,4.0,3.9,1.7,4.1,4.7,0.21,1.8,0.0650097294834496
23.6,11.8,7.0,6.8,10.4,31.6,0.0,0.5,14.0,30.0,0.175,0.01,2.0,16.0,0.105,0.07,0.1,0.13,1.1,3.5,4.7,4.0,25.0,1.0,2.8,1.9,1.4,1.9,0.83,2.0,0.0635677934231496
14.0,13.0,13.0,5.6,3.2,12.4,0.0,0.5,14.0,20.0,0.175,0.03,2.0,25.0,0.175,0.02,0.1,0.35,0.4,1.5,1.4,2.4,25.0,26.0,4.6,4.4,4.4,3.3,0.28,1.0,0.063899633725754
12.8,2.2,13.0,11.6,8.0,26.8,0.0,0.51,14.0,34.0,0.14,0.08,2.0,34.0,0.14,0.09,0.1,0.48,0.9,4.2,3.0,3.0,7.0,10.0,4.1,3.8,3.7,4.5,0.41,1.4,0.0652364325211448
28.4,11.8,5.8,23.6,10.4,4.0,0.0,0.51,14.0,32.0,0.14,0.07,2.0,24.0,0.14,0.08,0.1,0.29,0.7,2.9,4.6,4.2,17.0,7.0,0.2,1.1,3.4,3.9,0.63,1.1,0.064083305094505
35.6,5.8,4.6,12.8,24.8,13.6,0.0,0.5,14.0,11.0,0.175,0.02,2.0,19.0,0.105,0.09,0.1,0.36,1.7,1.3,4.4,4.5,22.0,7.0,3.4,4.3,2.3,4.1,0.27,3.6,0.0636047578651997
20.0,8.2,8.2,17.6,14.0,49.6,0.0,0.51,14.0,24.0,0.14,0.1,2.0,33.0,0.175,0.07,0.1,0.27,1.5,2.0,3.4,2.3,16.0,23.0,3.2,1.8,3.7,4.7,0.42,2.1,0.0655149557238647
36.8,9.4,4.6,8.0,22.4,34.0,0.0,0.5,14.0,34.0,0.175,0.06,2.0,24.0,0.175,0.05,0.1,0.49,2.4,3.8,4.0,4.7,17.0,4.0,1.4,1.6,0.1,1.0,1.36,3.1,0.0632738901378442
24.8,11.8,7.0,21.2,11.6,41.2,0.0,0.51,14.0,26.0,0.105,0.04,2.0,8.0,0.175,0.02,0.1,0.29,0.9,3.4,4.7,3.0,10.0,26.0,4.5,1.0,2.4,1.6,0.55,2.1,0.0650819813382284
36.8,9.4,4.6,8.0,22.4,26.8,0.0,0.5,14.0,35.0,0.175,0.09,2.0,24.0,0.105,0.07,0.1,0.16,3.0,3.2,4.7,3.7,23.0,16.0,2.6,4.7,2.7,4.5,0.56,2.8,0.0631732472678354
29.6,3.4,5.8,10.4,18.8,37.6,0.0,0.5,14.0,23.0,0.14,0.03,2.0,34.0,0.14,0.1,0.1,0.3,2.0,2.7,4.9,2.8,11.0,16.0,0.6,0.2,1.3,4.4,0.71,1.1,0.0644668553418502
14.0,1.0,11.8,10.4,8.0,6.4,0.0,0.51,14.0,19.0,0.14,0.05,2.0,12.0,0.105,0.1,0.1,0.19,1.0,0.7,2.5,3.4,25.0,16.0,1.3,3.5,4.4,4.3,0.46,1.7,0.063140802122209
12.8,13.0,13.0,18.8,6.8,12.4,0.0,0.51,14.0,19.0,0.14,0.09,2.0,26.0,0.105,0.05,0.1,0.18,0.6,0.7,4.0,4.7,18.0,29.0,3.7,2.6,2.0,5.0,0.14,1.1,0.0633804780816352
23.6,13.0,7.0,23.6,6.8,11.2,0.0,0.51,14.0,35.0,0.175,0.03,2.0,11.0,0.07,0.04,0.1,0.27,0.6,2.4,2.2,3.3,5.0,15.0,1.7,3.9,0.1,1.7,0.37,1.5,0.0635872284578004
