w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_center_T
23.6,10.6,7.0,21.2,9.2,37.6,0.0,0.5,14.0,25.0,0.07,0.04,2.0,10.0,0.07,0.03,0.1,0.43,0.9,1.0,4.5,2.0,26.0,27.0,2.3,1.0,1.1,1.4,0.38,1.5,0.0406483360215487
21.2,13.0,11.8,11.6,4.4,18.4,0.0,0.5,14.0,32.0,0.07,0.04,2.0,16.0,0.105,0.07,0.1,0.17,0.4,1.0,1.7,4.1,11.0,10.0,3.1,3.6,3.9,2.1,0.12,1.6,0.0829064177616263
8.0,3.4,11.8,15.2,24.8,8.8,0.0,0.5,14.0,31.0,0.175,0.03,2.0,11.0,0.175,0.06,0.1,0.44,1.5,1.4,4.8,4.4,18.0,2.0,3.5,2.1,2.8,1.6,0.97,2.8,0.168615796350063
21.2,11.8,13.0,12.8,17.6,37.6,0.0,0.5,14.0,21.0,0.175,0.04,2.0,7.0,0.105,0.05,0.1,0.18,2.1,2.7,4.7,3.2,13.0,22.0,1.6,5.0,3.6,1.5,1.11,1.0,0.0755827454715113
14.0,7.0,5.8,24.8,17.6,42.4,0.0,0.5,14.0,24.0,0.175,0.04,2.0,8.0,0.07,0.06,0.1,0.36,2.2,0.7,4.6,3.9,13.0,2.0,1.4,4.7,4.1,3.5,0.3,3.5,0.0596682978442458
46.4,5.8,8.2,8.0,11.6,4.0,0.0,0.51,14.0,19.0,0.14,0.01,2.0,21.0,0.14,0.09,0.1,0.44,1.3,2.4,3.9,2.1,11.0,8.0,2.7,3.8,0.8,2.9,0.32,1.0,0.0551583583973354
45.2,2.2,8.2,9.2,5.6,49.6,0.0,0.5,14.0,31.0,0.175,0.07,2.0,21.0,0.07,0.04,0.1,0.2,0.4,1.6,2.7,2.5,5.0,5.0,2.7,0.3,1.8,0.1,0.12,2.2,0.0501561166761842
40.4,7.0,13.0,10.4,15.2,17.2,0.0,0.5,14.0,26.0,0.14,0.03,2.0,27.0,0.035,0.02,0.1,0.27,1.8,2.9,3.3,4.9,4.0,28.0,0.5,1.8,0.9,2.5,1.79,2.9,0.0483531641353388
27.2,7.0,5.8,18.8,10.4,30.4,0.0,0.5,14.0,34.0,0.14,0.06,2.0,34.0,0.105,0.02,0.1,0.11,1.1,2.7,4.0,4.8,3.0,4.0,3.1,3.8,4.5,5.0,1.09,3.2,0.0398492709439935
5.6,8.2,10.6,24.8,4.4,38.8,0.0,0.5,14.0,32.0,0.14,0.04,2.0,35.0,0.105,0.1,0.1,0.35,0.2,2.2,2.1,1.4,1.0,18.0,2.4,3.3,1.6,1.9,0.15,1.2,0.150454530094294
45.2,7.0,8.2,23.6,17.6,46.0,0.0,0.5,14.0,35.0,0.175,0.02,2.0,25.0,0.14,0.03,0.1,0.24,1.4,1.0,4.7,3.1,2.0,15.0,1.3,2.2,2.4,2.3,0.84,1.5,0.0192486450056027
44.0,4.6,8.2,24.8,18.8,31.6,0.0,0.51,14.0,30.0,0.07,0.07,2.0,17.0,0.105,0.1,0.1,0.23,1.3,3.9,4.3,2.3,1.0,29.0,1.0,4.0,3.1,4.5,0.36,1.7,0.0191760282611788
28.4,8.2,7.0,11.6,16.4,37.6,0.0,0.51,14.0,35.0,0.105,0.1,2.0,28.0,0.105,0.03,0.1,0.15,0.8,4.0,4.9,2.4,18.0,15.0,3.4,1.9,3.7,1.4,0.14,1.4,0.0630317398082708
28.4,9.4,3.4,26.0,23.6,19.6,0.0,0.51,14.0,35.0,0.175,0.07,2.0,26.0,0.07,0.02,0.1,0.34,1.2,2.8,5.0,3.3,7.0,9.0,0.9,1.7,0.5,3.8,0.86,3.2,0.0287103901392048
32.0,13.0,4.6,17.6,14.0,7.6,0.0,0.51,14.0,33.0,0.175,0.09,2.0,9.0,0.14,0.07,0.1,0.22,0.9,1.7,2.6,4.2,0.0,16.0,0.2,3.5,4.0,4.5,0.84,2.0,0.0360200061853442
47.6,4.6,7.0,8.0,15.2,49.6,0.0,0.51,14.0,13.0,0.07,0.01,2.0,12.0,0.105,0.07,0.1,0.49,1.5,1.5,3.7,3.6,12.0,4.0,3.8,0.1,4.4,3.7,0.47,2.1,0.0534981661993963
41.6,13.0,4.6,9.2,15.2,20.8,0.0,0.51,14.0,10.0,0.175,0.09,2.0,30.0,0.14,0.05,0.1,0.48,1.5,0.7,2.9,2.7,2.0,9.0,2.4,3.0,0.9,4.5,0.31,2.3,0.052091025093358
28.4,2.2,8.2,20.0,26.0,12.4,0.0,0.5,14.0,17.0,0.07,0.06,2.0,22.0,0.14,0.08,0.1,0.49,1.6,2.2,5.0,4.4,7.0,5.0,0.1,0.6,4.7,2.7,0.15,4.2,0.0358397730459434
18.8,7.0,11.8,14.0,17.6,30.4,0.0,0.51,14.0,34.0,0.07,0.02,2.0,12.0,0.105,0.01,0.1,0.4,1.8,2.5,5.0,4.9,16.0,28.0,4.0,2.5,2.9,1.1,1.2,4.4,0.0781420038202621
11.6,2.2,5.8,15.2,15.2,19.6,0.0,0.51,14.0,17.0,0.175,0.03,2.0,21.0,0.07,0.07,0.1,0.14,1.9,1.1,4.8,2.5,22.0,11.0,1.1,0.4,3.9,3.6,0.81,1.8,0.12056260028875
42.8,3.4,10.6,18.8,14.0,14.8,0.0,0.51,14.0,26.0,0.105,0.08,2.0,21.0,0.105,0.03,0.1,0.45,1.6,2.3,4.3,4.9,13.0,16.0,1.0,2.6,2.9,3.2,1.39,1.2,0.0257097403721417
11.6,1.0,7.0,18.8,10.4,40.0,0.0,0.51,14.0,34.0,0.105,0.1,2.0,12.0,0.175,0.04,0.1,0.32,0.9,0.7,3.1,3.2,16.0,3.0,4.4,0.7,0.1,1.4,0.61,1.8,0.0982226747832756
52.4,11.8,3.4,15.2,18.8,17.2,0.0,0.51,14.0,33.0,0.07,0.03,2.0,19.0,0.07,0.06,0.1,0.46,1.1,3.6,3.2,3.4,1.0,13.0,1.6,1.1,4.4,4.9,0.8,3.1,0.0261028222623486
18.8,4.6,13.0,8.0,22.4,4.0,0.0,0.51,14.0,21.0,0.105,0.1,2.0,14.0,0.175,0.01,0.1,0.21,1.9,2.5,4.8,3.2,14.0,10.0,2.1,2.9,3.2,4.7,0.22,2.5,0.135790045493267
30.8,7.0,13.0,14.0,16.4,50.8,0.0,0.51,14.0,30.0,0.105,0.02,2.0,20.0,0.105,0.02,0.1,0.41,1.8,2.1,5.0,3.3,2.0,29.0,0.2,0.7,3.9,3.6,0.94,2.1,0.0471993235585748
14.0,4.6,7.0,11.6,5.6,43.6,0.0,0.5,14.0,23.0,0.105,0.01,2.0,16.0,0.105,0.1,0.1,0.5,0.6,0.4,2.6,2.5,10.0,12.0,0.7,0.9,3.7,1.0,0.17,1.1,0.128039058597006
44.0,4.6,11.8,17.6,9.2,31.6,0.0,0.51,14.0,20.0,0.105,0.04,2.0,32.0,0.105,0.06,0.1,0.3,1.1,1.7,4.0,4.6,6.0,26.0,4.8,4.2,4.7,2.6,0.13,1.0,0.026974388264549
29.6,7.0,9.4,6.8,18.8,52.0,0.0,0.51,14.0,26.0,0.07,0.02,2.0,34.0,0.07,0.01,0.1,0.09,0.9,2.2,4.7,3.7,17.0,8.0,2.2,0.7,2.6,3.1,0.18,1.4,0.101359039009613
41.6,11.8,11.8,6.8,24.8,10.0,0.0,0.5,14.0,33.0,0.14,0.04,2.0,34.0,0.14,0.08,0.1,0.22,1.7,0.9,4.9,4.9,23.0,9.0,0.3,0.4,4.6,4.2,0.1,3.9,0.0715101332021681
32.0,1.0,3.4,12.8,14.0,19.6,0.0,0.51,14.0,22.0,0.175,0.05,2.0,19.0,0.07,0.04,0.1,0.41,1.7,2.0,4.1,4.6,5.0,12.0,1.8,2.8,3.9,3.4,0.55,3.6,0.0518533973873379
21.2,5.8,13.0,8.0,24.8,40.0,0.0,0.5,14.0,6.0,0.07,0.01,2.0,31.0,0.07,0.02,0.1,0.25,3.1,0.6,5.0,4.5,9.0,19.0,0.8,2.5,0.8,2.5,0.11,2.6,0.121175551400136
8.0,10.6,13.0,9.2,12.8,32.8,0.0,0.51,14.0,35.0,0.105,0.04,2.0,30.0,0.14,0.04,0.1,0.26,1.5,2.2,3.7,3.7,16.0,9.0,4.6,0.9,2.4,2.1,1.28,2.3,0.270673137929011
44.0,8.2,7.0,21.2,26.0,17.2,0.0,0.51,14.0,30.0,0.07,0.06,2.0,31.0,0.14,0.09,0.1,0.32,3.5,2.1,4.5,4.9,20.0,7.0,1.6,3.8,3.8,5.0,0.39,4.2,0.0224398502468817
39.2,11.8,3.4,16.4,10.4,41.2,0.0,0.5,14.0,33.0,0.14,0.07,2.0,26.0,0.035,0.01,0.1,0.49,0.9,2.6,3.6,4.4,6.0,16.0,1.3,1.5,5.0,3.5,0.7,2.7,0.031798810242929
17.6,3.4,8.2,16.4,18.8,44.8,0.0,0.5,14.0,29.0,0.105,0.04,2.0,15.0,0.14,0.07,0.1,0.2,1.8,2.8,4.6,2.9,13.0,13.0,2.3,4.3,2.6,3.4,1.78,1.1,0.0755576086823606
23.6,7.0,11.8,10.4,5.6,41.2,0.0,0.51,14.0,19.0,0.14,0.09,2.0,25.0,0.175,0.05,0.1,0.39,0.7,1.7,4.4,3.0,27.0,9.0,1.7,0.2,5.0,0.6,0.16,1.0,0.0830272367542393
17.6,11.8,7.0,24.8,4.4,18.4,0.0,0.51,14.0,9.0,0.14,0.07,2.0,35.0,0.035,0.02,0.1,0.13,0.3,0.8,1.9,4.6,17.0,11.0,0.3,4.5,2.7,5.0,0.11,1.3,0.0472609116382471
28.4,3.4,11.8,3.2,16.4,38.8,0.0,0.5,14.0,28.0,0.175,0.05,2.0,32.0,0.105,0.1,0.1,0.18,1.1,3.4,4.8,4.3,18.0,7.0,2.1,2.2,2.1,3.6,0.62,4.0,0.214657828320159
30.8,2.2,2.2,11.6,6.8,4.0,0.0,0.5,14.0,32.0,0.14,0.1,2.0,10.0,0.14,0.08,0.1,0.25,0.8,1.9,2.9,2.6,10.0,27.0,4.0,3.4,4.7,4.0,0.63,1.7,0.0573977458988957
40.4,3.4,10.6,5.6,10.4,49.6,0.0,0.51,14.0,25.0,0.105,0.06,2.0,18.0,0.175,0.08,0.1,0.49,0.9,2.2,3.6,3.7,12.0,28.0,1.1,2.3,2.8,2.5,0.26,1.2,0.0881702773336514
15.2,7.0,11.8,6.8,15.2,16.0,0.0,0.5,14.0,22.0,0.175,0.07,2.0,28.0,0.14,0.06,0.1,0.38,0.7,2.0,4.0,4.2,4.0,30.0,4.3,0.1,3.0,1.9,0.13,1.4,0.192359125295221
20.0,13.0,3.4,10.4,5.6,44.8,0.0,0.51,14.0,16.0,0.14,0.01,2.0,31.0,0.07,0.05,0.1,0.12,0.6,1.0,2.5,4.1,15.0,24.0,2.7,4.3,2.0,4.3,0.41,2.0,0.0973961839059169
23.6,8.2,8.2,10.4,26.0,52.0,0.0,0.51,14.0,34.0,0.14,0.02,2.0,18.0,0.07,0.04,0.1,0.46,3.2,2.2,4.6,3.4,8.0,4.0,3.7,3.4,0.4,0.7,0.34,3.3,0.0833653326989101
29.6,4.6,8.2,24.8,23.6,11.2,0.0,0.51,14.0,16.0,0.105,0.09,2.0,31.0,0.105,0.02,0.1,0.14,2.6,1.9,3.9,4.2,19.0,22.0,2.9,3.1,4.9,2.6,0.77,3.2,0.0290058140456563
11.6,8.2,8.2,11.6,18.8,12.4,0.0,0.5,14.0,34.0,0.175,0.08,2.0,16.0,0.035,0.03,0.1,0.27,2.0,1.9,4.8,2.9,21.0,18.0,0.5,0.1,0.6,4.7,1.33,2.5,0.151114837684717
15.2,8.2,11.8,8.0,12.8,40.0,0.0,0.5,14.0,31.0,0.175,0.07,2.0,35.0,0.105,0.03,0.1,0.11,0.8,1.0,3.7,2.1,29.0,24.0,1.8,3.0,2.2,4.8,0.19,1.2,0.166158268806482
15.2,9.4,9.4,9.2,21.2,28.0,0.0,0.5,14.0,28.0,0.105,0.08,2.0,20.0,0.105,0.1,0.1,0.33,1.6,3.1,4.4,4.4,12.0,30.0,4.3,1.5,4.8,0.9,0.73,2.6,0.139710383078127
12.8,9.4,8.2,24.8,15.2,22.0,0.0,0.51,14.0,27.0,0.105,0.01,2.0,28.0,0.105,0.06,0.1,0.46,1.9,2.9,4.6,3.5,6.0,0.0,4.5,3.0,2.0,2.1,1.44,2.0,0.0646292309525791
44.0,11.8,13.0,17.6,21.2,47.2,0.0,0.51,14.0,31.0,0.14,0.1,2.0,34.0,0.07,0.02,0.1,0.34,2.0,2.0,3.4,4.6,17.0,6.0,3.8,1.3,3.2,3.3,0.11,3.0,0.0266620871246761
44.0,13.0,9.4,12.8,17.6,41.2,0.0,0.51,14.0,34.0,0.105,0.01,2.0,9.0,0.07,0.03,0.1,0.23,1.5,1.9,3.8,2.8,1.0,16.0,0.6,1.4,3.2,0.9,0.33,2.1,0.036309079018065
50.0,2.2,8.2,18.8,10.4,4.0,0.0,0.51,14.0,22.0,0.14,0.02,2.0,16.0,0.105,0.01,0.1,0.37,0.7,2.1,4.4,4.8,13.0,21.0,4.5,3.4,2.8,3.1,0.34,3.1,0.0225418875855674
41.6,5.8,11.8,21.2,17.6,17.2,0.0,0.5,14.0,35.0,0.105,0.05,2.0,8.0,0.14,0.03,0.1,0.4,2.2,2.7,4.3,3.6,18.0,30.0,1.1,4.3,3.0,3.3,1.56,1.2,0.0237479422178529
32.0,10.6,2.2,9.2,16.4,32.8,0.0,0.51,14.0,26.0,0.105,0.1,2.0,8.0,0.07,0.05,0.1,0.39,2.1,2.6,4.5,2.9,18.0,21.0,2.7,4.4,1.9,2.4,0.72,1.0,0.0680462954568134
28.4,11.8,3.4,21.2,8.0,26.8,0.0,0.51,14.0,35.0,0.105,0.03,2.0,34.0,0.175,0.06,0.1,0.23,0.4,0.3,3.3,3.4,27.0,17.0,3.1,4.2,4.9,3.3,0.29,1.0,0.0341033063095848
10.4,13.0,13.0,10.4,26.0,4.0,0.0,0.51,14.0,34.0,0.175,0.01,2.0,9.0,0.07,0.06,0.1,0.2,2.0,3.5,4.9,3.5,0.0,28.0,4.4,4.4,2.8,1.1,1.13,3.4,0.185446849944319
17.6,3.4,8.2,14.0,23.6,41.2,0.0,0.5,14.0,27.0,0.07,0.03,2.0,22.0,0.14,0.06,0.1,0.48,2.8,2.1,4.2,4.2,30.0,22.0,2.3,3.7,1.1,0.8,0.76,2.9,0.0856776742788037
16.4,11.8,4.6,5.6,4.4,49.6,0.0,0.5,14.0,12.0,0.07,0.02,2.0,15.0,0.14,0.01,0.1,0.36,0.3,0.2,2.0,4.4,26.0,5.0,3.4,4.8,2.6,3.5,0.15,1.1,0.224638471273415
42.8,5.8,1.0,15.2,4.4,24.4,0.0,0.51,14.0,21.0,0.07,0.06,2.0,18.0,0.175,0.06,0.1,0.31,0.3,2.3,2.6,1.7,16.0,21.0,1.2,3.9,3.3,1.1,0.29,1.3,0.0321552901336072
23.6,3.4,3.4,10.4,14.0,17.2,0.0,0.5,14.0,33.0,0.07,0.05,2.0,17.0,0.07,0.01,0.1,0.32,1.4,3.0,4.3,5.0,16.0,10.0,3.1,2.5,3.1,0.9,0.16,1.1,0.084121937561053
44.0,3.4,11.8,26.0,23.6,35.2,0.0,0.5,14.0,32.0,0.07,0.05,2.0,22.0,0.175,0.09,0.1,0.43,2.4,1.6,5.0,4.2,27.0,19.0,3.5,0.9,0.2,4.9,0.39,3.6,0.0184806125700415
46.4,3.4,2.2,26.0,18.8,22.0,0.0,0.5,14.0,26.0,0.175,0.05,2.0,15.0,0.105,0.02,0.1,0.18,1.2,0.9,4.1,4.8,24.0,29.0,1.2,1.7,1.7,2.6,0.34,2.4,0.0181629887873555
51.2,13.0,7.0,26.0,15.2,4.0,0.0,0.5,14.0,35.0,0.105,0.03,2.0,31.0,0.14,0.03,0.1,0.19,1.1,1.3,4.0,3.0,28.0,11.0,1.7,0.2,4.5,0.3,0.77,2.9,0.0154868579096914
51.2,8.2,8.2,22.4,24.8,41.2,0.0,0.51,14.0,23.0,0.14,0.1,2.0,20.0,0.14,0.09,0.1,0.32,2.6,2.6,4.7,4.6,2.0,9.0,3.8,0.6,3.2,2.6,0.58,3.1,0.0185952234781668
38.0,8.2,9.4,6.8,12.8,46.0,0.0,0.51,14.0,21.0,0.14,0.03,2.0,19.0,0.07,0.06,0.1,0.22,1.2,1.6,3.3,2.0,24.0,23.0,4.2,2.9,0.2,0.4,0.16,1.1,0.078622280027034
36.8,7.0,8.2,26.0,5.6,44.8,0.0,0.5,14.0,5.0,0.175,0.05,2.0,18.0,0.035,0.03,0.1,0.01,0.5,0.6,3.0,2.3,9.0,13.0,3.3,4.6,4.9,3.1,0.28,1.1,0.021568190729309
10.4,5.8,8.2,14.0,12.8,10.0,0.0,0.5,14.0,32.0,0.14,0.09,2.0,10.0,0.175,0.05,0.1,0.34,0.9,0.9,4.2,2.7,28.0,10.0,4.1,1.0,2.8,2.5,0.37,1.3,0.139580548083154
14.0,2.2,4.6,10.4,5.6,43.6,0.0,0.51,14.0,25.0,0.175,0.09,2.0,34.0,0.07,0.06,0.1,0.14,0.6,2.2,2.9,3.2,19.0,11.0,0.5,2.3,3.4,0.7,0.16,2.0,0.14494905982924
29.6,1.0,2.2,5.6,3.2,14.8,0.0,0.5,14.0,16.0,0.14,0.08,2.0,14.0,0.105,0.02,0.1,0.24,0.2,0.2,1.4,2.7,0.0,18.0,0.1,2.7,0.7,0.3,0.19,1.1,0.129500128617758
48.8,10.6,9.4,16.4,5.6,52.0,0.0,0.51,14.0,34.0,0.175,0.04,2.0,34.0,0.07,0.05,0.1,0.4,0.3,3.4,3.4,4.7,29.0,4.0,3.8,0.3,3.2,0.6,0.25,1.8,0.0259672626300111
10.4,13.0,9.4,8.0,15.2,25.6,0.0,0.51,14.0,24.0,0.14,0.1,2.0,22.0,0.105,0.02,0.1,0.39,1.4,1.6,3.6,3.4,17.0,16.0,4.7,0.8,1.8,4.3,0.11,1.5,0.241067294670179
44.0,2.2,9.4,24.8,24.8,30.4,0.0,0.51,14.0,28.0,0.105,0.01,2.0,22.0,0.105,0.08,0.1,0.43,2.4,2.0,4.8,4.2,16.0,14.0,0.4,0.2,0.2,5.0,1.81,3.1,0.0193684882474945
27.2,4.6,13.0,9.2,5.6,26.8,0.0,0.5,14.0,31.0,0.14,0.03,2.0,25.0,0.105,0.03,0.1,0.41,0.3,0.7,2.2,3.5,30.0,16.0,1.7,1.6,2.3,3.4,0.14,1.8,0.0812037678515015
46.4,7.0,11.8,16.4,17.6,38.8,0.0,0.5,14.0,8.0,0.14,0.03,2.0,32.0,0.105,0.08,0.1,0.48,2.3,1.0,4.4,3.1,21.0,19.0,3.4,4.3,4.3,3.6,0.31,1.3,0.0268604586651122
16.4,13.0,4.6,5.6,14.0,25.6,0.0,0.5,14.0,25.0,0.175,0.06,2.0,18.0,0.105,0.01,0.1,0.39,1.1,2.7,2.9,1.9,7.0,29.0,2.9,0.7,3.0,4.4,0.21,1.8,0.215697867244411
38.0,4.6,5.8,26.0,4.4,5.2,0.0,0.51,14.0,35.0,0.14,0.09,2.0,33.0,0.105,0.02,0.1,0.36,0.5,3.6,2.5,4.1,26.0,12.0,2.6,4.7,3.7,4.4,0.31,1.1,0.0211944436736393
14.0,10.6,11.8,18.8,17.6,6.4,0.0,0.51,14.0,30.0,0.175,0.02,2.0,33.0,0.175,0.01,0.1,0.28,2.0,3.6,5.0,4.2,7.0,21.0,3.9,4.6,3.5,3.5,1.41,2.1,0.0765651728425665
21.2,11.8,2.2,15.2,18.8,37.6,0.0,0.5,14.0,24.0,0.175,0.03,2.0,32.0,0.105,0.05,0.1,0.25,1.9,1.6,4.8,4.5,25.0,16.0,0.6,3.6,4.1,0.3,0.97,4.4,0.0633555811632635
50.0,1.0,2.2,24.8,10.4,5.2,0.0,0.51,14.0,14.0,0.14,0.02,2.0,22.0,0.175,0.06,0.1,0.41,0.7,0.6,2.3,2.8,27.0,2.0,2.2,2.2,3.7,1.1,0.37,1.4,0.0174530516807641
26.0,4.6,8.2,15.2,21.2,14.8,0.0,0.51,14.0,22.0,0.07,0.01,2.0,24.0,0.175,0.01,0.1,0.28,1.6,2.2,4.3,4.8,10.0,2.0,3.5,4.1,3.9,0.8,0.48,2.4,0.055378124885991
18.8,4.6,7.0,22.4,24.8,37.6,0.0,0.5,14.0,30.0,0.14,0.1,2.0,28.0,0.105,0.01,0.1,0.12,1.6,1.5,4.0,5.0,6.0,19.0,1.8,0.3,4.6,2.0,0.22,3.9,0.0493961640783066
30.8,4.6,11.8,22.4,14.0,44.8,0.0,0.51,14.0,35.0,0.07,0.01,2.0,18.0,0.035,0.01,0.1,0.5,0.8,3.3,3.4,4.2,2.0,29.0,4.1,4.6,2.4,0.1,0.66,1.3,0.0303205765757813
41.6,10.6,3.4,8.0,10.4,5.2,0.0,0.51,14.0,24.0,0.175,0.02,2.0,33.0,0.14,0.07,0.1,0.48,0.7,0.4,3.0,4.7,19.0,20.0,4.3,3.2,1.5,2.6,0.16,1.1,0.0608912960882306
26.0,3.4,13.0,12.8,10.4,40.0,0.0,0.5,14.0,22.0,0.07,0.04,2.0,20.0,0.07,0.07,0.1,0.47,0.6,1.9,3.0,1.3,15.0,8.0,3.6,3.6,2.2,1.1,0.52,1.1,0.0646388101448298
20.0,8.2,3.4,23.6,24.8,37.6,0.0,0.5,14.0,32.0,0.14,0.05,2.0,20.0,0.14,0.07,0.1,0.43,2.9,1.4,5.0,4.5,15.0,1.0,0.3,2.0,2.8,1.0,0.62,3.1,0.0445980215614631
45.2,11.8,13.0,10.4,17.6,20.8,0.0,0.51,14.0,23.0,0.105,0.09,2.0,18.0,0.14,0.05,0.1,0.26,1.9,2.9,3.6,4.1,19.0,25.0,1.5,4.9,0.4,0.4,1.75,2.8,0.0427520607660141
23.6,2.2,5.8,8.0,24.8,24.4,0.0,0.51,14.0,34.0,0.07,0.07,2.0,26.0,0.14,0.05,0.1,0.36,1.2,2.2,4.7,3.7,11.0,23.0,2.4,2.0,4.4,2.8,0.38,3.5,0.109891150468585
52.4,2.2,7.0,5.6,21.2,11.2,0.0,0.5,14.0,18.0,0.105,0.02,2.0,30.0,0.175,0.03,0.1,0.21,2.5,0.9,4.7,4.3,0.0,24.0,2.8,3.2,0.6,4.5,0.79,3.6,0.071469784411149
8.0,11.8,8.2,14.0,9.2,36.4,0.0,0.5,14.0,30.0,0.105,0.04,2.0,28.0,0.105,0.01,0.1,0.09,1.1,3.9,4.5,3.6,20.0,23.0,1.9,4.9,4.6,3.0,1.05,1.2,0.18173636528949
27.2,2.2,8.2,21.2,21.2,22.0,0.0,0.5,14.0,16.0,0.105,0.02,2.0,20.0,0.105,0.06,0.1,0.16,1.2,1.9,4.8,4.5,13.0,20.0,2.9,1.4,0.7,1.5,0.67,1.8,0.0352448926969598
45.2,11.8,13.0,9.2,3.2,18.4,0.0,0.51,14.0,35.0,0.175,0.04,2.0,22.0,0.105,0.06,0.1,0.18,0.3,3.9,1.5,4.1,19.0,5.0,3.8,2.9,1.3,1.0,0.2,1.4,0.0485141382620413
14.0,3.4,2.2,24.8,22.4,20.8,0.0,0.51,14.0,17.0,0.14,0.1,2.0,31.0,0.14,0.07,0.1,0.27,2.3,2.2,4.9,4.6,1.0,17.0,2.1,4.2,2.9,1.3,0.88,3.3,0.0576704217503243
22.4,8.2,11.8,8.0,8.0,50.8,0.0,0.51,14.0,30.0,0.14,0.06,2.0,25.0,0.035,0.01,0.1,0.33,0.5,2.2,3.3,3.3,24.0,15.0,3.1,4.6,2.4,1.4,0.49,1.7,0.112600835113583
24.8,2.2,11.8,4.4,18.8,13.6,0.0,0.51,14.0,27.0,0.175,0.09,2.0,32.0,0.175,0.09,0.1,0.44,1.2,0.9,3.6,3.7,17.0,17.0,1.4,4.0,5.0,0.3,0.16,2.2,0.181886093989068
45.2,8.2,8.2,23.6,16.4,48.4,0.0,0.51,14.0,22.0,0.175,0.01,2.0,11.0,0.07,0.01,0.1,0.31,1.7,2.1,4.7,2.7,17.0,12.0,4.6,2.5,0.8,3.7,0.51,1.4,0.0190576505108725
28.4,2.2,9.4,26.0,12.8,36.4,0.0,0.51,14.0,27.0,0.14,0.08,2.0,22.0,0.07,0.01,0.1,0.47,1.6,0.6,3.0,3.2,18.0,13.0,0.4,2.8,1.4,3.7,0.15,1.6,0.0291102024739289
27.2,4.6,10.6,6.8,6.8,4.0,0.0,0.5,14.0,27.0,0.105,0.06,2.0,24.0,0.105,0.1,0.1,0.36,0.5,3.2,3.2,2.9,2.0,9.0,2.5,1.9,4.5,2.1,0.39,2.0,0.110790612823018
26.0,11.8,10.6,16.4,8.0,50.8,0.0,0.51,14.0,33.0,0.175,0.1,2.0,25.0,0.14,0.07,0.1,0.47,0.7,2.9,3.9,1.9,19.0,12.0,0.9,3.9,0.8,0.2,0.59,1.3,0.0472883592006375
48.8,3.4,9.4,16.4,4.4,36.4,0.0,0.5,14.0,23.0,0.105,0.06,2.0,7.0,0.175,0.1,0.1,0.44,0.4,2.2,2.0,4.6,9.0,27.0,1.7,1.7,2.7,0.5,0.1,1.3,0.0252173342016914
12.8,5.8,9.4,9.2,11.6,18.4,0.0,0.5,14.0,22.0,0.07,0.07,2.0,8.0,0.105,0.08,0.1,0.2,0.8,1.9,3.9,3.3,8.0,4.0,3.5,2.0,0.3,1.2,0.79,3.2,0.1744923907863
41.6,4.6,8.2,12.8,8.0,47.2,0.0,0.51,14.0,32.0,0.14,0.05,2.0,26.0,0.105,0.09,0.1,0.22,1.0,4.3,3.5,4.5,19.0,11.0,2.5,0.3,3.3,3.1,0.29,3.0,0.0379383768112539
39.2,10.6,7.0,20.0,22.4,40.0,0.0,0.51,14.0,22.0,0.105,0.09,2.0,22.0,0.105,0.04,0.1,0.23,2.7,1.5,4.0,4.7,21.0,29.0,4.8,1.6,3.5,4.7,0.73,3.5,0.0261648680134784
47.6,3.4,7.0,24.8,5.6,29.2,0.0,0.5,14.0,23.0,0.07,0.05,2.0,10.0,0.175,0.08,0.1,0.44,0.3,1.0,3.0,2.8,30.0,29.0,3.0,2.1,4.7,3.9,0.26,2.4,0.0180507775078613
17.6,8.2,10.6,24.8,14.0,50.8,0.0,0.5,14.0,8.0,0.14,0.06,2.0,13.0,0.175,0.04,0.1,0.44,1.7,0.6,3.7,4.5,18.0,18.0,1.5,4.6,1.2,1.5,0.59,2.7,0.0475636077125508
26.0,3.4,10.6,10.4,11.6,13.6,0.0,0.51,14.0,25.0,0.14,0.07,2.0,19.0,0.035,0.03,0.1,0.11,0.7,2.5,2.3,3.9,16.0,17.0,0.9,1.0,0.5,1.3,0.47,1.4,0.075729053496219
36.8,11.8,5.8,26.0,10.4,41.2,0.0,0.5,14.0,21.0,0.175,0.01,2.0,6.0,0.175,0.1,0.1,0.21,0.5,0.8,2.3,4.5,21.0,28.0,3.8,3.6,2.3,4.1,0.21,1.3,0.0212642981905543
22.4,3.4,7.0,20.0,12.8,40.0,0.0,0.5,14.0,22.0,0.035,0.03,2.0,26.0,0.07,0.01,0.1,0.13,0.8,2.5,3.8,5.0,24.0,6.0,4.3,3.0,0.6,2.3,0.35,3.0,0.0462400044178219
24.8,9.4,7.0,15.2,17.6,12.4,0.0,0.51,14.0,19.0,0.14,0.07,2.0,34.0,0.105,0.04,0.1,0.11,0.8,1.2,4.1,2.3,28.0,10.0,0.9,0.1,2.5,1.8,0.25,2.2,0.0546211310575411
