w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_top_right
29.6,8.2,2.2,14.0,17.6,49.6,0.0,0.5,14.0,35.0,0.175,0.08,2.0,25.0,0.175,0.1,0.1,0.32,1.4,2.4,3.8,4.5,12.0,9.0,2.5,2.1,2.6,0.3,0.25,2.1,0.157442101047493
29.6,8.2,2.2,14.0,17.6,49.6,0.0,0.5,14.0,35.0,0.175,0.08,2.0,25.0,0.175,0.1,0.1,0.32,1.4,2.4,3.8,4.5,12.0,9.0,2.5,2.1,2.6,0.3,0.25,2.1,0.157442101047493
20.0,2.2,3.4,18.8,11.6,30.4,0.0,0.5,14.0,16.0,0.105,0.06,2.0,30.0,0.14,0.07,0.1,0.27,1.3,1.7,4.8,4.4,8.0,4.0,5.0,0.7,0.1,3.9,1.09,1.0,0.152710820765061
30.8,5.8,2.2,8.0,23.6,25.6,0.0,0.5,14.0,27.0,0.07,0.04,2.0,33.0,0.035,0.02,0.1,0.11,3.2,2.0,4.8,4.3,22.0,18.0,3.3,3.9,2.8,0.5,0.46,2.6,0.159830529186218
11.6,5.8,5.8,22.4,23.6,12.4,0.0,0.5,14.0,35.0,0.14,0.08,2.0,16.0,0.175,0.07,0.1,0.27,3.1,0.9,4.9,4.0,3.0,1.0,4.7,3.4,3.2,3.4,0.15,3.1,0.158623027342292
28.4,2.2,2.2,20.0,26.0,31.6,0.0,0.51,14.0,26.0,0.07,0.07,2.0,14.0,0.035,0.02,0.1,0.1,1.5,0.7,5.0,4.4,5.0,11.0,1.9,1.2,2.7,2.5,0.25,4.3,0.156451248168064
11.6,10.6,5.8,6.8,17.6,29.2,0.0,0.5,14.0,25.0,0.105,0.01,2.0,29.0,0.07,0.07,0.1,0.09,0.8,3.0,4.9,3.9,17.0,23.0,2.6,3.4,0.5,1.7,0.59,3.2,0.160722284540077
11.6,10.6,5.8,16.4,8.0,49.6,0.0,0.51,14.0,27.0,0.175,0.06,2.0,30.0,0.14,0.04,0.1,0.16,0.5,0.4,3.1,4.1,13.0,10.0,4.7,2.7,3.1,1.7,0.12,2.8,0.164241964803278
11.6,10.6,5.8,16.4,8.0,49.6,0.0,0.51,14.0,27.0,0.175,0.06,2.0,30.0,0.14,0.04,0.1,0.16,0.5,0.4,3.1,4.1,13.0,10.0,4.7,2.7,3.1,1.7,0.12,2.8,0.164241964803278
11.6,10.6,5.8,16.4,8.0,49.6,0.0,0.51,14.0,27.0,0.175,0.06,2.0,30.0,0.14,0.04,0.1,0.16,0.5,0.4,3.1,4.1,13.0,10.0,4.7,2.7,3.1,1.7,0.12,2.8,0.164241964803278
9.2,5.8,7.0,12.8,9.2,48.4,0.0,0.5,14.0,20.0,0.14,0.02,2.0,32.0,0.175,0.01,0.1,0.33,0.8,1.9,1.8,3.2,7.0,16.0,1.0,2.1,0.7,1.4,0.35,1.0,0.176518657406336
20.0,8.2,3.4,6.8,24.8,40.0,0.0,0.51,14.0,18.0,0.105,0.01,2.0,34.0,0.175,0.05,0.1,0.23,2.1,0.7,5.0,3.3,2.0,3.0,0.8,4.3,1.3,3.7,0.37,2.9,0.154151882374875
14.0,2.2,4.6,15.2,6.8,24.4,0.0,0.51,14.0,35.0,0.175,0.05,2.0,11.0,0.14,0.09,0.1,0.3,0.8,0.3,3.5,1.3,5.0,20.0,0.8,2.6,4.0,4.5,0.17,1.0,0.176472513117714
6.8,2.2,10.6,6.8,24.8,7.6,0.0,0.5,14.0,20.0,0.14,0.04,2.0,13.0,0.105,0.07,0.1,0.2,2.7,1.9,5.0,4.0,1.0,28.0,3.1,3.2,1.5,1.6,1.69,2.7,0.157756499344091
15.2,13.0,4.6,18.8,6.8,28.0,0.0,0.5,14.0,27.0,0.105,0.01,2.0,34.0,0.105,0.02,0.1,0.46,0.6,3.5,3.0,3.5,30.0,27.0,2.0,0.9,0.3,1.1,0.27,2.5,0.150524834931689
16.4,7.0,4.6,20.0,20.0,28.0,0.0,0.51,14.0,31.0,0.175,0.05,2.0,19.0,0.175,0.08,0.1,0.41,1.3,3.8,3.7,4.5,26.0,29.0,4.9,4.5,2.5,0.8,1.26,2.9,0.145318734412238
30.8,13.0,2.2,3.2,6.8,26.8,0.0,0.5,14.0,13.0,0.035,0.03,2.0,34.0,0.105,0.09,0.1,0.45,0.8,0.7,4.4,2.0,10.0,9.0,3.0,3.4,4.1,0.7,0.22,1.8,0.159090558694291
21.2,5.8,3.4,18.8,15.2,23.2,0.0,0.51,14.0,28.0,0.175,0.08,2.0,17.0,0.105,0.09,0.1,0.31,1.6,1.6,3.9,1.6,0.0,13.0,1.7,2.4,4.4,2.1,1.12,1.4,0.149548721780678
20.0,8.2,3.4,22.4,12.8,18.4,0.0,0.5,14.0,13.0,0.105,0.07,2.0,23.0,0.105,0.07,0.1,0.45,0.9,0.4,2.6,3.5,3.0,10.0,3.4,4.8,2.9,3.5,0.15,2.3,0.158482680432252
5.6,3.4,11.8,24.8,10.4,44.8,0.0,0.51,14.0,22.0,0.07,0.01,2.0,30.0,0.105,0.08,0.1,0.39,0.9,2.9,2.5,3.0,10.0,20.0,2.8,1.5,0.3,0.1,0.19,1.3,0.158079280673288
30.8,3.4,2.2,21.2,8.0,47.2,0.0,0.5,14.0,13.0,0.14,0.08,2.0,27.0,0.175,0.05,0.1,0.34,0.9,0.4,4.7,3.0,24.0,8.0,4.5,3.4,1.8,2.4,0.27,1.6,0.158035083260459
32.0,7.0,2.2,9.2,17.6,28.0,0.0,0.51,14.0,31.0,0.14,0.01,2.0,20.0,0.14,0.01,0.1,0.4,1.6,1.0,4.9,2.6,4.0,13.0,0.7,1.2,1.1,4.7,0.74,2.3,0.153660948769929
14.0,1.0,4.6,6.8,12.8,29.2,0.0,0.51,14.0,28.0,0.14,0.09,2.0,30.0,0.175,0.1,0.1,0.39,1.0,2.0,4.0,4.5,30.0,13.0,4.8,0.5,2.0,0.9,0.9,3.7,0.151060392570232
29.6,2.2,2.2,23.6,11.6,23.2,0.0,0.5,14.0,33.0,0.175,0.05,2.0,15.0,0.105,0.04,0.1,0.33,0.8,0.8,3.8,3.7,7.0,2.0,3.3,2.6,3.9,2.9,0.23,1.3,0.150724841262856
29.6,1.0,2.2,10.4,9.2,47.2,0.0,0.51,14.0,17.0,0.105,0.06,2.0,9.0,0.175,0.01,0.1,0.46,0.5,0.3,4.0,2.6,8.0,26.0,1.1,2.7,0.2,4.6,0.11,2.1,0.155021594643332
11.6,13.0,5.8,14.0,17.6,41.2,0.0,0.5,14.0,19.0,0.175,0.08,2.0,23.0,0.035,0.02,0.1,0.3,1.6,1.9,3.7,4.0,1.0,0.0,3.0,4.0,0.5,2.1,0.29,3.0,0.160068542413783
10.4,7.0,7.0,3.2,11.6,35.2,0.0,0.51,14.0,22.0,0.105,0.08,2.0,35.0,0.105,0.04,0.1,0.43,1.2,1.0,3.3,2.6,6.0,10.0,2.3,0.4,2.3,1.7,0.36,1.1,0.147736540127874
5.6,2.2,11.8,24.8,6.8,28.0,0.0,0.51,14.0,28.0,0.07,0.02,2.0,34.0,0.07,0.02,0.1,0.4,0.7,3.2,3.2,3.0,3.0,1.0,4.4,4.8,0.1,4.7,0.51,2.8,0.150545811999171
15.2,11.8,4.6,6.8,23.6,14.8,0.0,0.51,14.0,32.0,0.105,0.03,2.0,34.0,0.175,0.08,0.1,0.22,1.8,1.6,4.5,3.7,10.0,22.0,1.9,0.9,1.8,2.8,0.77,3.4,0.150435829824461
10.4,9.4,7.0,10.4,21.2,25.6,0.0,0.5,14.0,22.0,0.175,0.04,2.0,20.0,0.175,0.05,0.1,0.24,1.8,1.7,4.3,5.0,20.0,26.0,5.0,0.8,3.1,0.6,0.78,2.4,0.139715271191878
18.8,1.0,3.4,11.6,16.4,20.8,0.0,0.5,14.0,16.0,0.035,0.01,2.0,22.0,0.14,0.1,0.1,0.3,1.5,0.9,4.2,4.7,13.0,17.0,1.3,4.9,0.2,0.4,0.53,4.0,0.149205105538752
15.2,2.2,4.6,6.8,21.2,34.0,0.0,0.5,14.0,35.0,0.175,0.04,2.0,9.0,0.175,0.09,0.1,0.31,2.1,3.6,4.7,2.6,20.0,8.0,0.1,3.8,3.1,4.0,1.37,2.4,0.159452052235411
15.2,2.2,4.6,6.8,21.2,34.0,0.0,0.5,14.0,35.0,0.175,0.04,2.0,9.0,0.175,0.09,0.1,0.31,2.1,3.6,4.7,2.6,20.0,8.0,0.1,3.8,3.1,4.0,1.37,2.4,0.159452052235411
15.2,2.2,4.6,6.8,21.2,34.0,0.0,0.5,14.0,35.0,0.175,0.04,2.0,9.0,0.175,0.09,0.1,0.31,2.1,3.6,4.7,2.6,20.0,8.0,0.1,3.8,3.1,4.0,1.37,2.4,0.159452052235411
21.2,7.0,3.4,24.8,5.6,30.4,0.0,0.5,14.0,16.0,0.105,0.02,2.0,17.0,0.14,0.03,0.1,0.5,0.6,0.6,1.6,1.3,13.0,12.0,4.7,1.8,4.2,1.3,0.13,1.0,0.152756811753694
20.0,2.2,3.4,26.0,22.4,31.6,0.0,0.5,14.0,20.0,0.175,0.06,2.0,12.0,0.07,0.06,0.1,0.5,2.7,0.5,4.5,4.3,28.0,13.0,0.7,1.5,2.7,1.1,0.19,4.1,0.15576819507483
33.2,9.4,2.2,17.6,23.6,48.4,0.0,0.5,14.0,27.0,0.175,0.08,2.0,19.0,0.175,0.09,0.1,0.38,1.8,3.3,4.6,4.1,2.0,19.0,0.9,2.7,4.3,2.4,0.47,3.6,0.145032284091576
33.2,9.4,2.2,17.6,23.6,48.4,0.0,0.5,14.0,27.0,0.175,0.08,2.0,19.0,0.175,0.09,0.1,0.38,1.8,3.3,4.6,4.1,2.0,19.0,0.9,2.7,4.3,2.4,0.47,3.6,0.145032284091576
33.2,9.4,2.2,17.6,23.6,48.4,0.0,0.5,14.0,27.0,0.175,0.08,2.0,19.0,0.175,0.09,0.1,0.38,1.8,3.3,4.6,4.1,2.0,19.0,0.9,2.7,4.3,2.4,0.47,3.6,0.145032284091576
6.8,2.2,10.6,17.6,5.6,7.6,0.0,0.5,14.0,25.0,0.105,0.01,2.0,16.0,0.035,0.01,0.1,0.45,0.7,2.9,2.9,1.6,5.0,7.0,1.3,0.7,2.1,5.0,0.23,1.2,0.152066943844989
10.4,8.2,7.0,22.4,23.6,11.2,0.0,0.5,14.0,18.0,0.14,0.09,2.0,8.0,0.07,0.01,0.1,0.13,2.0,1.2,4.4,3.3,9.0,11.0,2.2,0.8,3.1,1.8,0.72,2.7,0.14399051949358
32.0,8.2,2.2,26.0,26.0,53.2,0.0,0.5,14.0,34.0,0.105,0.02,2.0,19.0,0.175,0.04,0.1,0.3,1.7,2.9,4.7,4.4,22.0,28.0,0.8,1.3,4.4,4.5,1.68,4.3,0.147361102354451
12.8,8.2,5.8,21.2,3.2,31.6,0.0,0.51,14.0,27.0,0.14,0.07,2.0,27.0,0.175,0.09,0.1,0.45,0.4,1.1,1.4,1.6,19.0,26.0,1.2,4.5,4.4,1.7,0.23,1.2,0.150637273363864
32.0,1.0,2.2,15.2,15.2,47.2,0.0,0.5,14.0,32.0,0.14,0.07,2.0,8.0,0.035,0.03,0.1,0.41,0.9,2.2,3.1,3.2,3.0,5.0,2.7,0.6,2.0,4.7,0.23,1.8,0.143825405147856
6.8,8.2,10.6,10.4,20.0,31.6,0.0,0.51,14.0,24.0,0.105,0.01,2.0,22.0,0.14,0.09,0.1,0.31,1.8,1.9,4.3,4.3,30.0,10.0,2.6,1.6,2.0,2.5,1.21,2.6,0.147231036890253
10.4,5.8,7.0,10.4,11.6,4.0,0.0,0.51,14.0,27.0,0.175,0.08,2.0,30.0,0.175,0.03,0.1,0.39,0.8,3.2,3.9,3.7,10.0,4.0,1.8,0.7,0.7,0.7,0.33,1.0,0.150730482510935
12.8,10.6,5.8,6.8,4.4,14.8,0.0,0.51,14.0,34.0,0.105,0.05,2.0,12.0,0.105,0.01,0.1,0.45,0.5,1.6,2.0,4.8,2.0,15.0,4.0,4.3,2.6,0.6,0.32,1.4,0.156620388565071
11.6,7.0,5.8,17.6,15.2,47.2,0.0,0.5,14.0,25.0,0.14,0.07,2.0,17.0,0.175,0.01,0.1,0.37,0.8,2.7,3.5,3.1,19.0,8.0,4.5,0.9,0.2,1.2,0.36,1.4,0.152875262405962
6.8,3.4,10.6,12.8,8.0,18.4,0.0,0.51,14.0,27.0,0.14,0.03,2.0,26.0,0.14,0.03,0.1,0.44,0.8,1.9,4.9,2.4,17.0,7.0,2.5,2.7,0.8,3.9,0.51,1.1,0.146345914253499
32.0,4.6,2.2,8.0,6.8,29.2,0.0,0.5,14.0,16.0,0.105,0.03,2.0,24.0,0.07,0.01,0.1,0.24,0.9,0.7,2.8,2.6,19.0,21.0,0.4,4.6,4.3,4.1,0.18,1.4,0.156968280691195
21.2,5.8,3.4,26.0,26.0,35.2,0.0,0.5,14.0,32.0,0.14,0.08,2.0,24.0,0.07,0.01,0.1,0.11,3.3,3.5,4.4,3.6,8.0,12.0,2.3,2.9,1.9,1.6,1.59,3.4,0.149683854216037
15.2,4.6,4.6,26.0,8.0,22.0,0.0,0.51,14.0,21.0,0.07,0.05,2.0,26.0,0.14,0.02,0.1,0.24,0.5,2.6,2.1,2.7,21.0,10.0,3.0,4.0,3.6,1.6,0.32,1.9,0.150956149402793
21.2,9.4,3.4,10.4,12.8,48.4,0.0,0.5,14.0,31.0,0.07,0.04,2.0,19.0,0.14,0.01,0.1,0.23,1.5,1.1,3.0,4.7,12.0,3.0,4.3,2.9,3.8,0.1,0.61,1.1,0.144107996769016
11.6,1.0,5.8,16.4,10.4,26.8,0.0,0.5,14.0,30.0,0.14,0.04,2.0,34.0,0.14,0.05,0.1,0.37,1.0,2.7,5.0,4.3,17.0,6.0,2.5,3.7,2.3,3.6,0.95,2.4,0.149539590061107
10.4,11.8,7.0,15.2,3.2,5.2,0.0,0.51,14.0,25.0,0.14,0.1,2.0,15.0,0.07,0.06,0.1,0.27,0.2,0.8,2.0,3.9,14.0,7.0,1.4,0.6,4.2,1.5,0.19,1.0,0.161335368827451
21.2,2.2,3.4,4.4,12.8,47.2,0.0,0.5,14.0,20.0,0.035,0.03,2.0,31.0,0.175,0.01,0.1,0.27,1.4,1.8,4.3,3.9,18.0,11.0,0.3,1.5,3.6,2.5,0.31,1.6,0.148784779518259
5.6,2.2,13.0,8.0,16.4,26.8,0.0,0.51,14.0,27.0,0.105,0.1,2.0,17.0,0.07,0.01,0.1,0.28,0.9,2.4,3.9,3.0,5.0,5.0,2.1,2.6,1.5,2.9,0.15,1.2,0.146700822396669
32.0,13.0,2.2,9.2,17.6,50.8,0.0,0.5,14.0,29.0,0.175,0.02,2.0,9.0,0.035,0.01,0.1,0.27,1.8,2.1,3.8,4.1,12.0,0.0,0.3,1.1,3.8,4.1,1.27,3.3,0.149740810977693
32.0,13.0,2.2,9.2,17.6,50.8,0.0,0.5,14.0,29.0,0.175,0.02,2.0,9.0,0.035,0.01,0.1,0.27,1.8,2.1,3.8,4.1,12.0,0.0,0.3,1.1,3.8,4.1,1.27,3.3,0.149740810977693
32.0,13.0,2.2,9.2,17.6,50.8,0.0,0.5,14.0,29.0,0.175,0.02,2.0,9.0,0.035,0.01,0.1,0.27,1.8,2.1,3.8,4.1,12.0,0.0,0.3,1.1,3.8,4.1,1.27,3.3,0.149740810977693
5.6,7.0,13.0,4.4,8.0,32.8,0.0,0.51,14.0,19.0,0.105,0.05,2.0,27.0,0.105,0.1,0.1,0.38,0.7,2.3,4.7,4.1,30.0,25.0,3.6,2.4,2.9,4.2,0.55,1.9,0.155776240436475
15.2,1.0,4.6,9.2,15.2,41.2,0.0,0.51,14.0,32.0,0.105,0.03,2.0,31.0,0.14,0.09,0.1,0.44,1.6,1.8,3.5,3.0,14.0,18.0,4.2,3.4,3.6,0.9,1.22,2.0,0.146131635542748
21.2,13.0,3.4,6.8,21.2,25.6,0.0,0.5,14.0,31.0,0.14,0.03,2.0,7.0,0.175,0.04,0.1,0.29,1.9,2.4,4.9,4.6,29.0,20.0,0.7,2.3,4.8,1.0,0.61,2.0,0.148086545275892
9.2,11.8,8.2,10.4,22.4,41.2,0.0,0.51,14.0,31.0,0.14,0.1,2.0,28.0,0.175,0.06,0.1,0.32,2.1,3.3,4.0,4.1,21.0,14.0,2.5,3.9,2.9,0.2,1.53,3.3,0.153612699126642
10.4,10.6,7.0,22.4,14.0,10.0,0.0,0.5,14.0,33.0,0.105,0.03,2.0,27.0,0.105,0.02,0.1,0.22,1.1,3.1,4.9,3.2,14.0,22.0,2.2,3.2,2.3,2.4,0.49,2.7,0.148448604575135
5.6,3.4,13.0,14.0,15.2,14.8,0.0,0.51,14.0,32.0,0.07,0.02,2.0,14.0,0.035,0.02,0.1,0.28,0.7,0.9,3.7,4.7,22.0,1.0,3.9,1.4,2.2,2.0,0.25,1.0,0.141521347145588
9.2,10.6,8.2,14.0,3.2,10.0,0.0,0.51,14.0,35.0,0.175,0.06,2.0,13.0,0.175,0.01,0.1,0.42,0.2,1.6,2.0,2.9,11.0,2.0,4.0,4.2,5.0,1.0,0.13,1.0,0.151088116057053
33.2,4.6,2.2,22.4,8.0,29.2,0.0,0.51,14.0,28.0,0.175,0.05,2.0,7.0,0.14,0.03,0.1,0.19,0.8,1.6,3.9,4.0,12.0,21.0,3.8,2.0,1.0,4.7,0.36,1.6,0.143402153854621
33.2,4.6,2.2,22.4,8.0,29.2,0.0,0.51,14.0,28.0,0.175,0.05,2.0,7.0,0.14,0.03,0.1,0.19,0.8,1.6,3.9,4.0,12.0,21.0,3.8,2.0,1.0,4.7,0.36,1.6,0.143402153854621
33.2,4.6,2.2,22.4,8.0,29.2,0.0,0.51,14.0,28.0,0.175,0.05,2.0,7.0,0.14,0.03,0.1,0.19,0.8,1.6,3.9,4.0,12.0,21.0,3.8,2.0,1.0,4.7,0.36,1.6,0.143402153854621
21.2,10.6,3.4,22.4,26.0,10.0,0.0,0.5,14.0,35.0,0.14,0.01,2.0,11.0,0.14,0.02,0.1,0.3,2.0,4.4,4.4,4.0,0.0,16.0,1.7,0.5,4.0,3.7,1.24,3.6,0.154132156124
12.8,9.4,5.8,18.8,4.4,30.4,0.0,0.51,14.0,29.0,0.07,0.05,2.0,7.0,0.14,0.07,0.1,0.19,0.4,0.3,2.3,2.4,17.0,12.0,1.0,4.1,3.6,2.1,0.11,1.8,0.146946855596507
32.0,7.0,2.2,11.6,6.8,52.0,0.0,0.5,14.0,21.0,0.105,0.02,2.0,23.0,0.105,0.05,0.1,0.27,0.8,2.1,3.7,1.6,15.0,6.0,1.4,1.8,0.3,2.8,0.19,1.1,0.160034633265818
9.2,5.8,8.2,12.8,12.8,12.4,0.0,0.51,14.0,31.0,0.14,0.08,2.0,14.0,0.14,0.03,0.1,0.46,1.3,2.2,4.6,1.9,9.0,15.0,2.3,3.7,0.5,2.5,1.2,1.6,0.145031586530941
10.4,8.2,7.0,8.0,12.8,14.8,0.0,0.51,14.0,26.0,0.07,0.07,2.0,35.0,0.07,0.07,0.1,0.27,0.8,1.4,3.5,4.2,7.0,24.0,4.4,0.3,5.0,2.1,0.15,2.0,0.144735298912956
12.8,9.4,5.8,10.4,10.4,13.6,0.0,0.51,14.0,15.0,0.105,0.03,2.0,13.0,0.105,0.04,0.1,0.41,0.9,1.0,5.0,2.3,18.0,1.0,1.0,2.1,3.3,4.2,0.14,1.5,0.141981380640585
12.8,13.0,5.8,10.4,6.8,36.4,0.0,0.51,14.0,29.0,0.175,0.08,2.0,15.0,0.175,0.09,0.1,0.39,0.4,1.2,3.1,2.9,29.0,15.0,3.9,2.0,3.2,0.5,0.14,2.7,0.149269863554145
22.4,5.8,3.4,22.4,12.8,26.8,0.0,0.5,14.0,27.0,0.14,0.03,2.0,30.0,0.07,0.06,0.1,0.31,1.4,1.7,4.0,3.8,19.0,14.0,1.8,1.8,2.9,0.1,1.13,2.2,0.145455361002733
22.4,5.8,3.4,22.4,12.8,26.8,0.0,0.5,14.0,27.0,0.14,0.03,2.0,30.0,0.07,0.06,0.1,0.31,1.4,1.7,4.0,3.8,19.0,14.0,1.8,1.8,2.9,0.1,1.13,2.2,0.145455361002733
22.4,5.8,3.4,22.4,12.8,26.8,0.0,0.5,14.0,27.0,0.14,0.03,2.0,30.0,0.07,0.06,0.1,0.31,1.4,1.7,4.0,3.8,19.0,14.0,1.8,1.8,2.9,0.1,1.13,2.2,0.145455361002733
33.2,13.0,2.2,14.0,6.8,20.8,0.0,0.51,14.0,25.0,0.105,0.01,2.0,33.0,0.14,0.07,0.1,0.23,0.7,0.8,3.8,3.4,11.0,0.0,0.3,0.6,0.5,0.5,0.21,2.1,0.140643996148608
21.2,8.2,3.4,8.0,9.2,25.6,0.0,0.51,14.0,20.0,0.105,0.01,2.0,22.0,0.07,0.07,0.1,0.31,1.2,1.7,4.9,3.8,8.0,4.0,4.1,4.2,0.9,1.4,0.25,2.4,0.146172536905114
12.8,11.8,5.8,23.6,15.2,5.2,0.0,0.51,14.0,32.0,0.14,0.1,2.0,27.0,0.175,0.1,0.1,0.45,1.5,2.8,4.8,5.0,25.0,12.0,1.4,1.6,0.6,0.1,1.05,1.1,0.141407965821138
5.6,7.0,13.0,15.2,8.0,23.2,0.0,0.5,14.0,24.0,0.14,0.05,2.0,14.0,0.105,0.08,0.1,0.31,0.5,1.9,3.6,2.7,17.0,28.0,1.0,3.3,3.3,2.9,0.39,2.3,0.148371389808121
21.2,2.2,3.4,22.4,18.8,14.8,0.0,0.5,14.0,32.0,0.035,0.03,2.0,22.0,0.07,0.04,0.1,0.44,1.9,1.9,4.9,3.3,14.0,2.0,1.2,0.5,2.5,2.6,1.35,1.7,0.150106313914519
10.4,9.4,7.0,11.6,11.6,41.2,0.0,0.51,14.0,35.0,0.175,0.05,2.0,28.0,0.035,0.02,0.1,0.15,1.1,1.1,3.5,3.2,21.0,3.0,4.3,4.6,2.1,0.4,0.9,2.6,0.143252318015456
22.4,11.8,3.4,9.2,6.8,17.2,0.0,0.5,14.0,28.0,0.175,0.04,2.0,35.0,0.105,0.04,0.1,0.37,0.6,1.0,3.3,4.7,27.0,14.0,1.2,3.3,3.0,2.9,0.23,2.4,0.149400431172386
16.4,9.4,4.6,20.0,20.0,12.4,0.0,0.5,14.0,33.0,0.175,0.02,2.0,24.0,0.07,0.03,0.1,0.2,1.8,3.7,4.7,4.4,30.0,4.0,3.8,3.4,2.8,0.5,1.41,3.5,0.141766160111002
12.8,9.4,5.8,23.6,18.8,49.6,0.0,0.51,14.0,27.0,0.07,0.03,2.0,13.0,0.14,0.04,0.1,0.2,1.4,1.5,4.7,2.8,6.0,4.0,0.4,4.6,1.8,3.8,1.18,2.0,0.13863425706517
16.4,11.8,4.6,6.8,15.2,7.6,0.0,0.5,14.0,30.0,0.105,0.04,2.0,28.0,0.105,0.03,0.1,0.14,1.3,4.1,3.8,2.9,21.0,26.0,3.5,2.4,4.3,2.6,0.14,2.4,0.142461652373155
33.2,8.2,2.2,5.6,12.8,52.0,0.0,0.51,14.0,33.0,0.105,0.08,2.0,18.0,0.105,0.04,0.1,0.44,1.3,1.3,4.0,3.9,5.0,0.0,4.4,3.7,2.9,3.8,0.71,1.8,0.142783672565039
33.2,1.0,2.2,11.6,14.0,20.8,0.0,0.5,14.0,8.0,0.105,0.02,2.0,10.0,0.14,0.07,0.1,0.29,1.8,0.8,5.0,3.9,30.0,5.0,4.7,2.2,1.0,4.5,0.3,2.6,0.141358141485445
16.4,4.6,4.6,5.6,24.8,35.2,0.0,0.51,14.0,22.0,0.175,0.1,2.0,23.0,0.175,0.07,0.1,0.26,3.3,1.1,4.6,3.5,12.0,29.0,2.4,3.1,3.0,0.5,0.56,3.1,0.13911098254851
16.4,5.8,4.6,12.8,6.8,13.6,0.0,0.5,14.0,24.0,0.105,0.02,2.0,19.0,0.035,0.03,0.1,0.08,0.6,1.3,3.9,4.3,1.0,29.0,2.5,1.9,1.0,0.4,0.19,1.2,0.139415753766948
16.4,5.8,4.6,12.8,6.8,13.6,0.0,0.5,14.0,24.0,0.105,0.02,2.0,19.0,0.035,0.03,0.1,0.08,0.6,1.3,3.9,4.3,1.0,29.0,2.5,1.9,1.0,0.4,0.19,1.2,0.139415753766948
16.4,5.8,4.6,12.8,6.8,13.6,0.0,0.5,14.0,24.0,0.105,0.02,2.0,19.0,0.035,0.03,0.1,0.08,0.6,1.3,3.9,4.3,1.0,29.0,2.5,1.9,1.0,0.4,0.19,1.2,0.139415753766948
33.2,8.2,2.2,14.0,23.6,29.2,0.0,0.5,14.0,28.0,0.07,0.01,2.0,14.0,0.105,0.1,0.1,0.29,2.1,1.9,4.6,3.3,29.0,3.0,4.2,0.3,2.2,3.2,0.87,2.9,0.146919203043405
34.4,11.8,2.2,26.0,9.2,52.0,0.0,0.5,14.0,28.0,0.14,0.1,2.0,13.0,0.105,0.07,0.1,0.37,0.7,1.9,4.7,2.3,14.0,1.0,0.9,1.5,4.0,4.7,0.18,1.2,0.147510998160605
17.6,10.6,4.6,4.4,4.4,49.6,0.0,0.5,14.0,15.0,0.105,0.03,2.0,26.0,0.07,0.06,0.1,0.41,0.3,0.4,2.7,4.8,2.0,3.0,3.1,3.8,1.0,2.3,0.16,1.5,0.139915523254024
8.0,3.4,8.2,16.4,16.4,48.4,0.0,0.51,14.0,23.0,0.14,0.1,2.0,30.0,0.105,0.01,0.1,0.45,0.8,0.9,3.9,4.0,14.0,28.0,3.7,2.2,0.1,0.1,0.62,2.3,0.145831760330482
6.8,4.6,10.6,15.2,21.2,40.0,0.0,0.5,14.0,29.0,0.105,0.02,2.0,20.0,0.14,0.06,0.1,0.25,1.8,1.8,4.5,4.3,12.0,28.0,2.4,2.5,1.5,0.8,1.73,3.1,0.143279963587838
33.2,5.8,2.2,5.6,6.8,37.6,0.0,0.51,14.0,33.0,0.175,0.09,2.0,22.0,0.175,0.09,0.1,0.5,0.7,2.3,1.3,4.6,2.0,25.0,4.9,1.8,0.2,0.9,0.65,1.0,0.14966768929351
6.8,7.0,11.8,4.4,5.6,48.4,0.0,0.5,14.0,25.0,0.07,0.06,2.0,9.0,0.105,0.08,0.1,0.37,0.6,1.5,3.0,2.7,22.0,24.0,3.2,4.6,2.4,2.5,0.18,2.0,0.134399582082268
33.2,3.4,2.2,5.6,15.2,8.8,0.0,0.51,14.0,19.0,0.07,0.01,2.0,31.0,0.035,0.02,0.1,0.15,1.0,1.9,3.8,2.0,26.0,22.0,4.2,4.1,3.0,0.4,0.49,1.9,0.147878544282005
5.6,5.8,13.0,10.4,15.2,52.0,0.0,0.51,14.0,31.0,0.105,0.09,2.0,7.0,0.105,0.08,0.1,0.34,1.3,3.9,4.4,5.0,2.0,18.0,1.2,2.8,1.7,4.3,0.7,1.5,0.140967351480296
8.0,9.4,9.4,10.4,24.8,17.2,0.0,0.5,14.0,17.0,0.105,0.09,2.0,24.0,0.105,0.05,0.1,0.46,1.1,0.9,5.0,5.0,2.0,1.0,0.2,4.8,0.4,2.0,0.57,2.6,0.140874117023953
8.0,9.4,9.4,10.4,24.8,17.2,0.0,0.5,14.0,17.0,0.105,0.09,2.0,24.0,0.105,0.05,0.1,0.46,1.1,0.9,5.0,5.0,2.0,1.0,0.2,4.8,0.4,2.0,0.57,2.6,0.140874117023953
