w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_center
48.8,9.4,4.6,4.4,16.4,49.6,0.0,0.5,14.0,35.0,0.14,0.06,2.0,32.0,0.175,0.1,0.1,0.25,1.2,2.8,4.1,4.3,7.0,5.0,2.1,3.6,0.5,2.7,0.44,3.6,0.0918901597211505
52.4,9.4,4.6,10.4,8.0,50.8,0.0,0.51,14.0,24.0,0.105,0.07,2.0,17.0,0.175,0.03,0.1,0.38,0.4,3.0,2.5,3.3,30.0,19.0,3.7,4.6,1.7,1.8,0.17,1.4,0.037301229033743
40.4,4.6,5.8,5.6,17.6,4.0,0.0,0.5,14.0,20.0,0.07,0.02,2.0,11.0,0.07,0.06,0.1,0.28,1.7,1.4,3.7,3.6,1.0,12.0,2.5,3.5,2.6,0.3,0.39,2.2,0.0890193964527508
20.0,13.0,11.8,16.4,6.8,48.4,0.0,0.5,14.0,21.0,0.175,0.06,2.0,13.0,0.07,0.01,0.1,0.39,0.6,0.9,2.0,2.1,4.0,12.0,3.7,1.3,1.7,1.0,0.52,1.5,0.0627454505434604
42.8,4.6,5.8,2.0,5.6,28.0,0.0,0.5,14.0,33.0,0.175,0.03,2.0,25.0,0.14,0.04,0.1,0.22,0.7,1.4,2.1,2.4,8.0,16.0,2.8,2.2,0.3,3.4,0.39,1.0,0.217666330269831
51.2,9.4,4.6,9.2,15.2,41.2,0.0,0.51,14.0,30.0,0.175,0.09,2.0,33.0,0.14,0.1,0.1,0.32,1.8,2.8,3.2,2.7,24.0,6.0,4.4,2.7,4.1,2.6,0.68,1.8,0.0430183719000966
38.0,3.4,5.8,26.0,18.8,48.4,0.0,0.51,14.0,31.0,0.105,0.06,2.0,22.0,0.035,0.03,0.1,0.35,1.9,3.1,3.9,4.9,0.0,27.0,4.6,4.7,2.7,2.5,1.51,2.4,0.0209869147672136
39.2,13.0,5.8,12.8,20.0,49.6,0.0,0.5,14.0,35.0,0.175,0.05,2.0,11.0,0.105,0.07,0.1,0.4,1.0,3.1,3.3,3.3,0.0,27.0,0.5,4.8,2.2,3.8,0.27,3.1,0.0402001503444271
40.4,11.8,5.8,17.6,6.8,8.8,0.0,0.51,14.0,27.0,0.14,0.1,2.0,9.0,0.105,0.04,0.1,0.24,0.8,1.7,2.3,3.6,17.0,14.0,2.9,1.3,2.9,3.2,0.34,1.5,0.0285134293765779
41.6,11.8,5.8,6.8,3.2,10.0,0.0,0.5,14.0,13.0,0.105,0.04,2.0,13.0,0.14,0.02,0.1,0.27,0.4,1.4,1.4,4.3,0.0,3.0,0.9,4.0,3.2,2.0,0.26,1.0,0.070017670665665
21.2,4.6,10.6,24.8,4.4,36.4,0.0,0.5,14.0,33.0,0.035,0.02,2.0,24.0,0.105,0.04,0.1,0.28,0.5,1.4,2.6,4.1,2.0,2.0,1.0,3.3,1.7,3.0,0.18,1.3,0.0388956300062286
21.2,5.8,10.6,15.2,15.2,43.6,0.0,0.5,14.0,26.0,0.175,0.03,2.0,28.0,0.035,0.01,0.1,0.02,1.5,2.1,4.1,2.3,3.0,0.0,0.7,1.8,1.1,1.3,0.68,1.0,0.0632656229475112
33.2,3.4,7.0,26.0,15.2,17.2,0.0,0.51,14.0,32.0,0.14,0.06,2.0,16.0,0.175,0.01,0.1,0.35,1.8,3.4,4.5,1.9,20.0,3.0,3.7,0.4,1.6,1.9,0.31,1.6,0.0245574922902357
50.0,13.0,4.6,21.2,8.0,10.0,0.0,0.51,14.0,34.0,0.07,0.05,2.0,24.0,0.105,0.04,0.1,0.33,0.9,2.2,3.7,4.4,9.0,27.0,0.8,3.8,1.8,3.0,0.7,1.4,0.0195422775740369
21.2,13.0,10.6,11.6,9.2,25.6,0.0,0.51,14.0,23.0,0.105,0.06,2.0,13.0,0.14,0.02,0.1,0.3,0.9,2.4,2.1,2.9,6.0,19.0,1.5,1.2,0.7,1.8,0.61,1.5,0.0815416360897276
33.2,8.2,7.0,4.4,11.6,38.8,0.0,0.51,14.0,10.0,0.175,0.06,2.0,34.0,0.14,0.06,0.1,0.19,1.1,1.3,4.5,3.3,15.0,17.0,0.7,2.3,2.0,2.9,0.21,1.3,0.135341784630647
18.8,8.2,13.0,6.8,6.8,20.8,0.0,0.51,14.0,24.0,0.14,0.07,2.0,33.0,0.175,0.06,0.1,0.29,0.7,0.7,3.4,3.4,1.0,1.0,3.7,2.0,0.4,1.2,0.44,2.2,0.156684165399273
24.8,9.4,9.4,26.0,17.6,6.4,0.0,0.5,14.0,16.0,0.105,0.04,2.0,23.0,0.105,0.07,0.1,0.45,1.6,1.9,4.2,3.9,25.0,28.0,1.8,1.1,4.1,0.7,0.88,3.5,0.0326837283343953
21.2,4.6,11.8,26.0,4.4,46.0,0.0,0.5,14.0,15.0,0.14,0.07,2.0,16.0,0.105,0.04,0.1,0.27,0.4,0.5,1.9,1.8,15.0,18.0,4.9,0.5,2.4,2.0,0.29,1.3,0.0384790505057526
51.2,4.6,4.6,26.0,14.0,30.4,0.0,0.5,14.0,20.0,0.175,0.07,2.0,25.0,0.14,0.06,0.1,0.28,1.6,0.5,4.7,3.8,24.0,11.0,2.1,4.8,2.3,0.4,0.12,3.1,0.0161691555141192
50.0,8.2,4.6,8.0,8.0,8.8,0.0,0.5,14.0,34.0,0.07,0.04,2.0,17.0,0.035,0.01,0.1,0.24,0.7,3.3,1.8,1.6,30.0,15.0,3.3,0.4,3.6,1.1,0.63,1.1,0.0503178038685054
27.2,3.4,8.2,18.8,22.4,35.2,0.0,0.5,14.0,26.0,0.105,0.01,2.0,13.0,0.105,0.09,0.1,0.46,2.1,2.4,4.3,4.3,4.0,18.0,0.5,2.5,2.9,3.4,0.94,3.0,0.0410925935116859
32.0,1.0,7.0,9.2,17.6,37.6,0.0,0.51,14.0,27.0,0.14,0.05,2.0,12.0,0.07,0.01,0.1,0.16,1.8,1.8,4.4,4.4,13.0,2.0,2.0,3.8,4.2,1.0,0.94,2.5,0.0714363871260257
40.4,10.6,5.8,17.6,8.0,6.4,0.0,0.51,14.0,31.0,0.07,0.05,2.0,14.0,0.105,0.05,0.1,0.18,0.4,3.9,4.1,1.3,25.0,6.0,3.8,4.8,4.5,3.9,0.3,1.0,0.0292234012315296
17.6,7.0,13.0,18.8,10.4,43.6,0.0,0.51,14.0,28.0,0.035,0.02,2.0,18.0,0.07,0.03,0.1,0.39,1.1,1.0,3.1,2.1,22.0,7.0,3.4,1.2,0.4,2.4,0.31,1.4,0.0611984873443261
40.4,2.2,5.8,3.2,10.4,34.0,0.0,0.5,14.0,26.0,0.105,0.04,2.0,6.0,0.105,0.07,0.1,0.46,1.2,0.6,4.5,3.9,16.0,16.0,3.6,1.5,0.4,4.9,0.2,1.1,0.15095059081788
41.6,8.2,5.8,24.8,6.8,28.0,0.0,0.51,14.0,12.0,0.175,0.05,2.0,27.0,0.07,0.06,0.1,0.09,0.8,1.5,1.9,4.0,6.0,16.0,1.0,4.7,3.3,0.7,0.52,1.8,0.0197624316759859
17.6,2.2,13.0,5.6,26.0,49.6,0.0,0.51,14.0,34.0,0.035,0.01,2.0,19.0,0.14,0.01,0.1,0.37,1.5,4.1,4.3,4.9,22.0,3.0,0.2,1.3,4.7,0.6,0.35,4.0,0.208846806079779
48.8,2.2,4.6,23.6,10.4,52.0,0.0,0.5,14.0,34.0,0.105,0.1,2.0,30.0,0.105,0.01,0.1,0.44,1.2,2.3,1.7,3.7,23.0,4.0,1.2,1.0,2.4,3.1,0.12,1.5,0.0181621638543437
33.2,7.0,7.0,10.4,4.4,7.6,0.0,0.51,14.0,25.0,0.105,0.02,2.0,29.0,0.035,0.01,0.1,0.39,0.5,2.9,2.6,1.5,6.0,5.0,3.5,3.8,1.6,2.3,0.2,1.0,0.0587493138330841
40.4,10.6,5.8,17.6,8.0,37.6,0.0,0.51,14.0,33.0,0.14,0.06,2.0,23.0,0.07,0.01,0.1,0.3,0.8,3.4,3.0,4.0,10.0,1.0,4.1,2.1,2.8,4.6,0.3,2.5,0.0286640507647989
21.2,7.0,11.8,5.6,3.2,16.0,0.0,0.51,14.0,34.0,0.105,0.06,2.0,19.0,0.07,0.06,0.1,0.4,0.4,3.5,2.0,4.7,24.0,26.0,1.2,4.9,3.1,2.4,0.11,1.0,0.169090243412056
40.4,5.8,5.8,26.0,3.2,47.2,0.0,0.51,14.0,12.0,0.14,0.01,2.0,29.0,0.035,0.02,0.1,0.14,0.4,1.4,1.2,4.7,18.0,10.0,2.6,0.7,0.6,1.6,0.17,1.1,0.019794908689506
50.0,11.8,4.6,8.0,9.2,23.2,0.0,0.5,14.0,27.0,0.105,0.04,2.0,16.0,0.07,0.04,0.1,0.1,0.6,1.3,4.6,2.9,17.0,10.0,1.7,0.7,0.9,4.8,0.5,1.1,0.0507478051713368
18.8,13.0,11.8,12.8,18.8,41.2,0.0,0.5,14.0,22.0,0.07,0.01,2.0,32.0,0.07,0.04,0.1,0.3,1.2,2.2,4.8,3.3,7.0,8.0,5.0,0.9,1.0,4.1,0.84,2.6,0.0838061188381121
35.6,9.4,7.0,23.6,8.0,7.6,0.0,0.5,14.0,28.0,0.14,0.1,2.0,14.0,0.175,0.08,0.1,0.49,0.5,2.8,2.9,3.9,9.0,20.0,5.0,4.2,4.9,0.2,0.46,1.1,0.0246903698626612
20.0,7.0,11.8,6.8,26.0,43.6,0.0,0.51,14.0,34.0,0.175,0.07,2.0,23.0,0.07,0.05,0.1,0.44,1.1,2.7,4.7,4.4,3.0,29.0,1.1,4.0,0.8,3.0,0.18,4.2,0.147315423843295
33.2,3.4,7.0,9.2,5.6,5.2,0.0,0.5,14.0,4.0,0.175,0.06,2.0,26.0,0.14,0.08,0.1,0.24,0.3,0.2,3.2,5.0,27.0,27.0,3.0,1.3,1.7,1.3,0.16,1.6,0.0689140495777383
50.0,5.8,4.6,23.6,14.0,20.8,0.0,0.51,14.0,31.0,0.14,0.05,2.0,19.0,0.07,0.06,0.1,0.28,0.6,1.2,4.3,2.6,23.0,25.0,1.5,3.1,0.8,0.2,0.58,1.4,0.0174435651771235
21.2,3.4,11.8,9.2,22.4,26.8,0.0,0.51,14.0,30.0,0.14,0.08,2.0,7.0,0.105,0.1,0.1,0.16,1.4,1.1,5.0,3.4,24.0,0.0,0.7,5.0,1.8,3.0,0.28,3.3,0.110504852276118
40.4,13.0,5.8,15.2,17.6,42.4,0.0,0.5,14.0,22.0,0.14,0.06,2.0,14.0,0.105,0.1,0.1,0.35,2.1,1.0,3.6,4.5,12.0,2.0,3.1,2.0,1.3,4.1,0.45,2.4,0.0333071025983272
22.4,11.8,10.6,20.0,17.6,28.0,0.0,0.51,14.0,27.0,0.105,0.02,2.0,25.0,0.175,0.04,0.1,0.42,1.1,1.0,4.3,3.3,17.0,18.0,2.4,2.7,2.5,3.0,0.71,2.2,0.0455652818918309
26.0,5.8,9.4,21.2,5.6,48.4,0.0,0.5,14.0,29.0,0.14,0.07,2.0,18.0,0.07,0.01,0.1,0.46,0.7,1.6,2.9,1.8,22.0,14.0,1.2,1.3,3.7,0.4,0.16,1.5,0.0374523924570134
26.0,5.8,9.4,21.2,5.6,48.4,0.0,0.5,14.0,29.0,0.14,0.07,2.0,18.0,0.07,0.01,0.1,0.46,0.7,1.6,2.9,1.8,22.0,14.0,1.2,1.3,3.7,0.4,0.16,1.5,0.0374523924570134
26.0,5.8,9.4,21.2,5.6,48.4,0.0,0.5,14.0,29.0,0.14,0.07,2.0,18.0,0.07,0.01,0.1,0.46,0.7,1.6,2.9,1.8,22.0,14.0,1.2,1.3,3.7,0.4,0.16,1.5,0.0374523924570134
20.0,13.0,11.8,14.0,22.4,32.8,0.0,0.51,14.0,27.0,0.105,0.06,2.0,12.0,0.14,0.02,0.1,0.2,1.9,2.2,4.8,3.1,29.0,30.0,3.0,2.3,0.3,0.8,1.23,2.4,0.0725985339205969
51.2,4.6,4.6,26.0,17.6,37.6,0.0,0.51,14.0,19.0,0.105,0.03,2.0,19.0,0.14,0.07,0.1,0.35,0.9,2.0,3.7,1.9,29.0,28.0,3.1,5.0,4.0,2.1,0.14,1.6,0.0159526319737526
40.4,11.8,5.8,14.0,17.6,28.0,0.0,0.51,14.0,28.0,0.14,0.09,2.0,7.0,0.105,0.01,0.1,0.17,1.9,2.1,4.3,2.8,10.0,25.0,2.9,4.3,2.3,1.2,0.67,2.7,0.0363363186565518
40.4,11.8,5.8,14.0,17.6,28.0,0.0,0.51,14.0,28.0,0.14,0.09,2.0,7.0,0.105,0.01,0.1,0.17,1.9,2.1,4.3,2.8,10.0,25.0,2.9,4.3,2.3,1.2,0.67,2.7,0.0363363186565518
40.4,11.8,5.8,14.0,17.6,28.0,0.0,0.51,14.0,28.0,0.14,0.09,2.0,7.0,0.105,0.01,0.1,0.17,1.9,2.1,4.3,2.8,10.0,25.0,2.9,4.3,2.3,1.2,0.67,2.7,0.0363363186565518
23.6,3.4,10.6,6.8,6.8,46.0,0.0,0.5,14.0,23.0,0.035,0.01,2.0,10.0,0.175,0.06,0.1,0.36,0.3,1.6,3.3,3.2,0.0,10.0,4.1,2.3,3.1,2.6,0.25,1.3,0.130247101228467
33.2,9.4,7.0,24.8,15.2,18.4,0.0,0.5,14.0,21.0,0.14,0.01,2.0,22.0,0.07,0.05,0.1,0.1,1.5,2.8,4.8,1.4,30.0,26.0,2.4,0.9,1.3,2.2,0.51,1.2,0.0253206488774113
29.6,3.4,8.2,3.2,6.8,11.2,0.0,0.5,14.0,20.0,0.175,0.04,2.0,28.0,0.105,0.05,0.1,0.26,0.7,1.2,2.3,2.3,5.0,18.0,5.0,2.4,0.6,4.8,0.39,1.4,0.205697789334025
33.2,8.2,7.0,12.8,4.4,13.6,0.0,0.51,14.0,15.0,0.07,0.02,2.0,19.0,0.175,0.1,0.1,0.42,0.4,1.1,1.8,2.4,22.0,9.0,2.7,4.6,3.8,0.5,0.1,1.6,0.0484333625600447
33.2,8.2,7.0,12.8,4.4,13.6,0.0,0.51,14.0,15.0,0.07,0.02,2.0,19.0,0.175,0.1,0.1,0.42,0.4,1.1,1.8,2.4,22.0,9.0,2.7,4.6,3.8,0.5,0.1,1.6,0.0484333625600447
33.2,8.2,7.0,12.8,4.4,13.6,0.0,0.51,14.0,15.0,0.07,0.02,2.0,19.0,0.175,0.1,0.1,0.42,0.4,1.1,1.8,2.4,22.0,9.0,2.7,4.6,3.8,0.5,0.1,1.6,0.0484333625600447
20.0,7.0,11.8,6.8,23.6,41.2,0.0,0.51,14.0,11.0,0.07,0.04,2.0,30.0,0.175,0.06,0.1,0.22,2.8,1.0,5.0,4.2,3.0,15.0,2.3,3.4,2.5,0.8,0.89,2.1,0.148782895992053
33.2,2.2,7.0,21.2,24.8,28.0,0.0,0.5,14.0,21.0,0.14,0.07,2.0,28.0,0.14,0.06,0.1,0.16,2.4,1.6,4.3,4.6,7.0,29.0,0.5,1.6,0.4,0.4,0.78,3.3,0.0301449768280757
28.4,11.8,8.2,26.0,9.2,20.8,0.0,0.51,14.0,31.0,0.175,0.07,2.0,34.0,0.105,0.1,0.1,0.23,0.5,2.6,3.6,3.6,29.0,29.0,1.8,4.8,4.1,3.7,0.25,2.8,0.0274037988397137
28.4,11.8,8.2,26.0,9.2,20.8,0.0,0.51,14.0,31.0,0.175,0.07,2.0,34.0,0.105,0.1,0.1,0.23,0.5,2.6,3.6,3.6,29.0,29.0,1.8,4.8,4.1,3.7,0.25,2.8,0.0274037988397137
28.4,11.8,8.2,26.0,9.2,20.8,0.0,0.51,14.0,31.0,0.175,0.07,2.0,34.0,0.105,0.1,0.1,0.23,0.5,2.6,3.6,3.6,29.0,29.0,1.8,4.8,4.1,3.7,0.25,2.8,0.0274037988397137
51.2,8.2,4.6,14.0,8.0,18.4,0.0,0.5,14.0,13.0,0.105,0.09,2.0,29.0,0.175,0.04,0.1,0.31,0.6,1.5,5.0,4.5,2.0,6.0,1.0,4.2,1.6,4.2,0.11,1.2,0.0288831963419779
21.2,1.0,10.6,4.4,15.2,14.8,0.0,0.51,14.0,30.0,0.14,0.06,2.0,7.0,0.14,0.08,0.1,0.25,0.9,1.1,4.8,3.0,18.0,1.0,4.6,1.7,1.0,3.7,0.31,2.1,0.222494501939798
51.2,9.4,4.6,15.2,21.2,14.8,0.0,0.51,14.0,35.0,0.175,0.08,2.0,20.0,0.175,0.03,0.1,0.32,0.9,2.8,5.0,2.9,19.0,25.0,2.1,0.7,4.8,3.3,0.72,2.4,0.0263013334815745
18.8,8.2,13.0,20.0,9.2,36.4,0.0,0.51,14.0,32.0,0.14,0.1,2.0,8.0,0.07,0.06,0.1,0.43,0.8,1.5,4.3,4.9,24.0,1.0,4.0,2.5,1.7,3.0,0.57,2.7,0.0542517576087902
51.2,3.4,4.6,22.4,11.6,22.0,0.0,0.51,14.0,31.0,0.105,0.09,2.0,21.0,0.105,0.04,0.1,0.37,1.4,3.8,3.6,4.7,7.0,6.0,2.2,2.4,0.5,4.7,0.67,3.0,0.0179606909479594
52.4,8.2,4.6,9.2,12.8,52.0,0.0,0.51,14.0,35.0,0.105,0.01,2.0,17.0,0.175,0.02,0.1,0.5,1.3,3.6,3.3,2.7,17.0,16.0,0.9,0.8,3.5,4.0,0.99,1.2,0.0417282672860349
51.2,13.0,4.6,18.8,22.4,26.8,0.0,0.5,14.0,27.0,0.105,0.08,2.0,11.0,0.07,0.03,0.1,0.4,3.0,0.9,4.0,3.2,23.0,29.0,1.5,4.0,4.0,1.1,0.56,2.9,0.0211950241104772
29.6,10.6,8.2,24.8,10.4,48.4,0.0,0.51,14.0,18.0,0.105,0.08,2.0,18.0,0.105,0.06,0.1,0.41,0.6,0.7,2.2,4.0,19.0,17.0,2.8,3.0,2.1,4.3,0.2,1.5,0.028149334070581
42.8,13.0,5.8,26.0,5.6,40.0,0.0,0.5,14.0,24.0,0.14,0.05,2.0,18.0,0.07,0.04,0.1,0.39,0.3,1.7,2.6,3.8,12.0,12.0,2.1,1.0,1.1,1.1,0.2,2.0,0.0186086882549751
28.4,4.6,8.2,3.2,11.6,53.2,0.0,0.5,14.0,28.0,0.175,0.06,2.0,24.0,0.105,0.08,0.1,0.49,0.8,1.3,4.9,3.9,18.0,0.0,0.8,3.4,4.8,0.7,0.31,3.0,0.217133346982496
26.0,5.8,9.4,9.2,21.2,37.6,0.0,0.51,14.0,12.0,0.14,0.07,2.0,23.0,0.105,0.02,0.1,0.31,1.8,1.1,4.3,4.7,13.0,4.0,0.6,3.1,1.0,0.9,0.71,3.4,0.0849833674255921
51.2,11.8,4.6,6.8,12.8,34.0,0.0,0.51,14.0,25.0,0.14,0.04,2.0,19.0,0.105,0.01,0.1,0.37,1.6,0.4,3.9,3.4,16.0,5.0,1.4,2.2,2.2,3.2,0.28,2.3,0.0578572609059603
51.2,7.0,4.6,18.8,20.0,48.4,0.0,0.5,14.0,31.0,0.105,0.06,2.0,34.0,0.07,0.01,0.1,0.48,2.0,2.3,4.3,4.1,17.0,6.0,0.9,1.4,2.4,0.2,1.65,2.7,0.0215947255205938
40.4,13.0,5.8,26.0,23.6,13.6,0.0,0.51,14.0,30.0,0.14,0.02,2.0,23.0,0.14,0.01,0.1,0.21,2.6,2.6,4.4,4.5,21.0,7.0,3.6,2.2,5.0,1.0,0.83,2.7,0.0193205851237562
35.6,11.8,7.0,9.2,5.6,23.2,0.0,0.5,14.0,35.0,0.14,0.03,2.0,16.0,0.105,0.03,0.1,0.42,0.7,0.8,3.3,2.9,28.0,6.0,4.3,1.7,1.3,1.3,0.19,2.0,0.0617466219770868
35.6,11.8,7.0,9.2,5.6,23.2,0.0,0.5,14.0,35.0,0.14,0.03,2.0,16.0,0.105,0.03,0.1,0.42,0.7,0.8,3.3,2.9,28.0,6.0,4.3,1.7,1.3,1.3,0.19,2.0,0.0617466219770868
35.6,11.8,7.0,9.2,5.6,23.2,0.0,0.5,14.0,35.0,0.14,0.03,2.0,16.0,0.105,0.03,0.1,0.42,0.7,0.8,3.3,2.9,28.0,6.0,4.3,1.7,1.3,1.3,0.19,2.0,0.0617466219770868
28.4,5.8,9.4,21.2,9.2,38.8,0.0,0.5,14.0,8.0,0.07,0.01,2.0,19.0,0.035,0.02,0.1,0.06,0.5,0.8,2.2,3.8,18.0,27.0,4.1,3.7,0.1,5.0,0.19,1.2,0.0387456341415387
28.4,7.0,8.2,16.4,16.4,16.0,0.0,0.5,14.0,33.0,0.105,0.01,2.0,13.0,0.175,0.1,0.1,0.27,1.0,2.2,4.8,3.6,9.0,13.0,3.1,0.3,2.4,1.6,0.93,1.4,0.0439098910762518
24.8,9.4,9.4,16.4,24.8,26.8,0.0,0.5,14.0,17.0,0.14,0.01,2.0,18.0,0.175,0.03,0.1,0.17,2.9,0.8,4.5,4.3,4.0,9.0,2.0,3.7,2.0,2.7,0.46,3.3,0.0503204970494622
29.6,11.8,8.2,12.8,5.6,12.4,0.0,0.5,14.0,17.0,0.175,0.07,2.0,23.0,0.14,0.05,0.1,0.29,0.6,2.0,2.6,3.7,18.0,12.0,4.1,3.7,0.9,0.5,0.33,1.6,0.0541375788495325
52.4,7.0,4.6,10.4,22.4,42.4,0.0,0.5,14.0,30.0,0.105,0.01,2.0,9.0,0.105,0.07,0.1,0.46,2.0,2.4,4.8,3.3,11.0,29.0,3.2,2.8,1.5,3.2,0.28,2.0,0.0375534947398229
44.0,13.0,5.8,15.2,6.8,43.6,0.0,0.5,14.0,29.0,0.175,0.1,2.0,16.0,0.105,0.01,0.1,0.16,0.8,2.2,4.8,3.4,22.0,8.0,3.1,2.9,3.2,4.3,0.5,1.3,0.0302122329833503
29.6,11.8,8.2,14.0,26.0,32.8,0.0,0.51,14.0,29.0,0.14,0.07,2.0,31.0,0.14,0.01,0.1,0.2,2.9,2.5,4.8,4.8,2.0,29.0,4.1,2.4,0.3,2.0,0.49,3.1,0.0491327852231429
29.6,13.0,8.2,4.4,10.4,38.8,0.0,0.51,14.0,24.0,0.14,0.05,2.0,34.0,0.175,0.02,0.1,0.48,1.1,1.2,3.6,2.3,2.0,2.0,1.1,1.3,0.9,5.0,0.65,1.9,0.151327921326468
35.6,8.2,7.0,15.2,14.0,8.8,0.0,0.51,14.0,22.0,0.175,0.07,2.0,14.0,0.175,0.07,0.1,0.25,1.2,2.1,4.7,3.3,12.0,11.0,1.9,1.5,2.6,5.0,1.17,2.7,0.0384442909435539
24.8,2.2,9.4,20.0,20.0,25.6,0.0,0.5,14.0,28.0,0.035,0.02,2.0,9.0,0.14,0.06,0.1,0.32,2.0,1.5,3.3,3.8,3.0,12.0,1.6,1.6,2.6,2.7,0.49,2.9,0.0425278731833772
21.2,11.8,11.8,23.6,18.8,16.0,0.0,0.51,14.0,29.0,0.175,0.08,2.0,21.0,0.175,0.06,0.1,0.24,1.6,2.4,3.1,4.8,12.0,19.0,1.9,4.4,1.8,3.4,1.04,2.9,0.0413397660715942
21.2,8.2,11.8,9.2,10.4,12.4,0.0,0.51,14.0,24.0,0.175,0.08,2.0,28.0,0.07,0.04,0.1,0.5,0.8,2.2,4.0,2.1,22.0,19.0,4.6,4.1,2.4,1.8,0.6,1.3,0.103412133936623
42.8,7.0,5.8,9.2,5.6,12.4,0.0,0.5,14.0,16.0,0.105,0.08,2.0,11.0,0.14,0.02,0.1,0.47,0.5,2.0,4.1,3.1,18.0,1.0,1.0,4.0,2.4,4.0,0.34,1.1,0.0517817497526407
29.6,4.6,8.2,12.8,10.4,31.6,0.0,0.5,14.0,29.0,0.035,0.01,2.0,33.0,0.035,0.01,0.1,0.35,0.5,1.5,4.7,4.1,27.0,11.0,1.9,4.5,2.7,0.5,0.2,4.0,0.055048319267131
26.0,5.8,9.4,24.8,3.2,31.6,0.0,0.51,14.0,32.0,0.035,0.01,2.0,20.0,0.105,0.09,0.1,0.21,0.4,0.7,1.7,4.5,17.0,15.0,3.9,2.0,0.4,4.6,0.11,1.2,0.0321979969343388
22.4,5.8,11.8,23.6,5.6,18.4,0.0,0.51,14.0,20.0,0.14,0.06,2.0,13.0,0.105,0.02,0.1,0.41,0.7,2.7,3.3,3.2,3.0,29.0,4.1,2.6,1.5,4.0,0.29,1.7,0.0404202683181849
35.6,8.2,7.0,21.2,3.2,42.4,0.0,0.51,14.0,20.0,0.105,0.02,2.0,31.0,0.175,0.05,0.1,0.34,0.4,1.6,1.5,2.8,19.0,8.0,4.2,2.7,4.8,0.1,0.2,1.2,0.0271820785845052
38.0,3.4,7.0,8.0,8.0,53.2,0.0,0.51,14.0,8.0,0.07,0.06,2.0,25.0,0.035,0.03,0.1,0.44,0.7,1.0,3.3,4.9,29.0,14.0,0.3,0.2,1.9,1.6,0.43,1.5,0.0683095488313983
52.4,11.8,4.6,9.2,21.2,18.4,0.0,0.51,14.0,35.0,0.105,0.07,2.0,19.0,0.14,0.02,0.1,0.15,1.1,2.2,4.6,4.1,7.0,26.0,4.2,4.9,0.5,2.5,0.49,3.8,0.0423155033201746
40.4,2.2,5.8,11.6,15.2,19.6,0.0,0.5,14.0,8.0,0.175,0.02,2.0,10.0,0.07,0.04,0.1,0.22,1.1,0.8,4.6,4.3,27.0,28.0,1.9,3.5,4.5,1.3,0.57,2.4,0.0435819738497647
26.0,5.8,9.4,24.8,11.6,18.4,0.0,0.5,14.0,18.0,0.14,0.09,2.0,8.0,0.07,0.03,0.1,0.5,1.0,2.3,4.6,4.0,18.0,21.0,4.4,2.7,4.7,2.2,0.42,1.9,0.0323484541365554
51.2,2.2,4.6,22.4,6.8,14.8,0.0,0.51,14.0,19.0,0.14,0.06,2.0,12.0,0.14,0.03,0.1,0.37,0.7,1.8,3.0,2.9,20.0,24.0,1.2,1.1,0.3,3.3,0.19,1.2,0.0181488826652689
42.8,7.0,5.8,9.2,17.6,13.6,0.0,0.5,14.0,33.0,0.175,0.03,2.0,12.0,0.175,0.06,0.1,0.48,1.3,2.3,4.8,2.9,3.0,26.0,3.3,3.8,1.9,3.3,0.43,2.2,0.0509987104319834
18.8,1.0,13.0,8.0,9.2,10.0,0.0,0.5,14.0,24.0,0.07,0.01,2.0,33.0,0.105,0.1,0.1,0.28,0.5,3.0,1.5,2.7,16.0,27.0,3.8,2.9,1.7,0.4,0.15,1.3,0.143281763201068
41.6,4.6,5.8,6.8,22.4,30.4,0.0,0.5,14.0,18.0,0.175,0.01,2.0,29.0,0.105,0.01,0.1,0.06,2.4,1.8,4.6,4.0,11.0,12.0,4.3,0.8,3.5,3.0,0.45,3.2,0.0715073336036306
32.0,5.8,8.2,18.8,6.8,23.2,0.0,0.51,14.0,23.0,0.105,0.05,2.0,29.0,0.175,0.07,0.1,0.49,0.8,0.7,3.1,4.4,1.0,25.0,4.0,0.7,1.6,4.1,0.18,1.7,0.0348798516094794
41.6,13.0,5.8,23.6,16.4,11.2,0.0,0.51,14.0,25.0,0.035,0.03,2.0,21.0,0.07,0.02,0.1,0.12,1.3,1.2,5.0,2.7,1.0,16.0,3.6,1.4,3.2,2.5,0.69,1.7,0.020732386003566
26.0,11.8,9.4,23.6,26.0,10.0,0.0,0.5,14.0,32.0,0.175,0.09,2.0,25.0,0.105,0.07,0.1,0.47,2.3,2.5,4.1,4.3,22.0,5.0,2.6,4.4,2.6,2.3,1.28,4.0,0.0336289170073863
52.4,4.6,4.6,3.2,6.8,10.0,0.0,0.5,14.0,30.0,0.07,0.07,2.0,22.0,0.175,0.05,0.1,0.28,0.6,0.8,2.7,2.1,10.0,16.0,0.8,4.4,4.0,2.8,0.44,1.1,0.115725195126269
