w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_top_left
40.4,2.2,2.2,22.4,8.0,26.8,0.0,0.51,14.0,28.0,0.175,0.07,2.0,21.0,0.105,0.06,0.1,0.36,0.5,2.3,1.9,3.4,13.0,17.0,2.2,1.2,0.8,0.2,0.28,1.3,0.114876582093864
8.0,11.8,11.8,8.0,14.0,22.0,0.0,0.5,14.0,32.0,0.105,0.02,2.0,17.0,0.07,0.04,0.1,0.19,1.2,2.3,3.8,2.2,24.0,22.0,3.9,1.8,1.1,1.8,0.53,1.5,0.114626671464984
20.0,8.2,4.6,6.8,10.4,31.6,0.0,0.5,14.0,15.0,0.14,0.04,2.0,17.0,0.105,0.07,0.1,0.25,0.8,1.3,3.8,4.9,22.0,11.0,1.1,0.2,4.8,0.8,0.18,1.2,0.114602813144638
38.0,4.6,5.8,12.8,6.8,11.2,0.0,0.5,14.0,23.0,0.175,0.04,2.0,17.0,0.07,0.04,0.1,0.48,0.7,0.8,4.9,4.3,19.0,16.0,1.6,3.5,4.7,2.0,0.28,1.1,0.114509069908805
41.6,2.2,2.2,14.0,18.8,20.8,0.0,0.51,14.0,35.0,0.175,0.06,2.0,21.0,0.175,0.04,0.1,0.33,0.9,3.1,4.9,1.4,28.0,17.0,0.6,4.8,4.2,4.7,0.36,1.2,0.114329118832535
20.0,8.2,4.6,9.2,8.0,29.2,0.0,0.51,14.0,19.0,0.14,0.04,2.0,18.0,0.175,0.01,0.1,0.5,0.4,0.4,2.5,4.8,27.0,3.0,1.4,1.5,1.9,3.9,0.37,1.1,0.114225244508219
41.6,8.2,2.2,16.4,21.2,48.4,0.0,0.5,14.0,34.0,0.14,0.08,2.0,12.0,0.07,0.06,0.1,0.34,2.3,3.3,4.9,4.8,12.0,15.0,4.8,4.0,3.8,2.1,0.6,2.0,0.113969745810562
41.6,4.6,2.2,10.4,9.2,5.2,0.0,0.51,14.0,29.0,0.175,0.04,2.0,28.0,0.105,0.06,0.1,0.28,0.6,3.2,2.9,3.5,12.0,26.0,1.2,2.1,1.3,0.9,0.14,2.3,0.113931686730132
41.6,1.0,2.2,6.8,6.8,7.6,0.0,0.5,14.0,33.0,0.14,0.1,2.0,7.0,0.105,0.09,0.1,0.22,0.6,1.6,2.2,5.0,20.0,16.0,2.4,2.3,0.3,4.6,0.54,1.0,0.113922066745308
20.0,8.2,4.6,18.8,14.0,8.8,0.0,0.51,14.0,32.0,0.07,0.06,2.0,31.0,0.105,0.02,0.1,0.26,0.8,2.9,4.8,2.6,29.0,23.0,4.0,1.7,1.3,0.1,0.27,2.1,0.113875626166062
20.0,8.2,4.6,18.8,14.0,8.8,0.0,0.51,14.0,32.0,0.07,0.06,2.0,31.0,0.105,0.02,0.1,0.26,0.8,2.9,4.8,2.6,29.0,23.0,4.0,1.7,1.3,0.1,0.27,2.1,0.113875626166062
20.0,8.2,4.6,18.8,14.0,8.8,0.0,0.51,14.0,32.0,0.07,0.06,2.0,31.0,0.105,0.02,0.1,0.26,0.8,2.9,4.8,2.6,29.0,23.0,4.0,1.7,1.3,0.1,0.27,2.1,0.113875626166062
15.2,9.4,5.8,23.6,15.2,46.0,0.0,0.5,14.0,19.0,0.175,0.07,2.0,17.0,0.105,0.02,0.1,0.5,0.8,2.0,3.8,5.0,2.0,2.0,3.6,2.9,4.8,4.4,0.37,1.0,0.113806218621902
18.8,3.4,5.8,10.4,6.8,52.0,0.0,0.51,14.0,27.0,0.175,0.09,2.0,23.0,0.14,0.06,0.1,0.21,0.4,3.1,3.2,5.0,0.0,6.0,2.5,2.1,1.0,2.8,0.1,1.3,0.113747354174236
18.8,3.4,5.8,10.4,6.8,52.0,0.0,0.51,14.0,27.0,0.175,0.09,2.0,23.0,0.14,0.06,0.1,0.21,0.4,3.1,3.2,5.0,0.0,6.0,2.5,2.1,1.0,2.8,0.1,1.3,0.113747354174236
18.8,3.4,5.8,10.4,6.8,52.0,0.0,0.51,14.0,27.0,0.175,0.09,2.0,23.0,0.14,0.06,0.1,0.21,0.4,3.1,3.2,5.0,0.0,6.0,2.5,2.1,1.0,2.8,0.1,1.3,0.113747354174236
41.6,1.0,2.2,18.8,9.2,28.0,0.0,0.5,14.0,24.0,0.175,0.05,2.0,13.0,0.14,0.03,0.1,0.19,1.1,2.9,2.4,4.2,16.0,16.0,4.3,1.7,1.8,2.7,0.74,1.9,0.113629365743762
9.2,5.8,8.2,5.6,6.8,40.0,0.0,0.51,14.0,17.0,0.07,0.01,2.0,32.0,0.175,0.03,0.1,0.19,0.5,1.7,3.0,2.3,0.0,15.0,4.6,0.3,1.2,1.4,0.19,1.6,0.113555045755643
20.0,7.0,4.6,15.2,17.6,52.0,0.0,0.51,14.0,35.0,0.14,0.1,2.0,27.0,0.14,0.06,0.1,0.21,2.3,0.8,3.9,4.3,5.0,25.0,4.3,0.4,2.9,4.7,0.27,1.5,0.11353466019013
27.2,10.6,3.4,21.2,18.8,16.0,0.0,0.5,14.0,21.0,0.07,0.07,2.0,15.0,0.14,0.02,0.1,0.31,2.2,1.5,5.0,3.0,8.0,9.0,4.3,0.9,1.2,4.1,0.59,2.1,0.113326256327701
27.2,10.6,3.4,21.2,18.8,16.0,0.0,0.5,14.0,21.0,0.07,0.07,2.0,15.0,0.14,0.02,0.1,0.31,2.2,1.5,5.0,3.0,8.0,9.0,4.3,0.9,1.2,4.1,0.59,2.1,0.113326256327701
27.2,10.6,3.4,21.2,18.8,16.0,0.0,0.5,14.0,21.0,0.07,0.07,2.0,15.0,0.14,0.02,0.1,0.31,2.2,1.5,5.0,3.0,8.0,9.0,4.3,0.9,1.2,4.1,0.59,2.1,0.113326256327701
6.8,1.0,13.0,17.6,12.8,6.4,0.0,0.51,14.0,32.0,0.105,0.1,2.0,16.0,0.105,0.01,0.1,0.39,0.7,2.5,4.9,4.8,0.0,18.0,4.4,4.2,1.2,3.2,0.63,2.4,0.113260570892257
11.6,11.8,8.2,24.8,17.6,48.4,0.0,0.51,14.0,30.0,0.14,0.02,2.0,26.0,0.14,0.01,0.1,0.11,2.1,1.6,4.3,4.3,8.0,8.0,3.0,0.9,0.6,0.1,0.7,1.3,0.113232800122881
21.2,4.6,4.6,14.0,11.6,25.6,0.0,0.51,14.0,31.0,0.105,0.05,2.0,22.0,0.07,0.05,0.1,0.42,0.9,1.8,4.1,2.8,13.0,24.0,3.2,2.5,1.0,2.7,0.39,1.6,0.113149126806717
21.2,10.6,4.6,6.8,6.8,34.0,0.0,0.5,14.0,24.0,0.175,0.1,2.0,11.0,0.07,0.01,0.1,0.5,0.7,1.4,3.2,4.3,1.0,15.0,4.7,2.4,2.8,3.4,0.44,2.3,0.11307007823019
27.2,3.4,3.4,20.0,26.0,48.4,0.0,0.5,14.0,14.0,0.105,0.1,2.0,10.0,0.105,0.03,0.1,0.48,1.4,0.7,4.6,4.1,20.0,22.0,1.0,0.3,2.4,2.8,0.11,3.5,0.112783866727659
16.4,10.6,5.8,4.4,14.0,31.6,0.0,0.5,14.0,22.0,0.14,0.05,2.0,19.0,0.105,0.03,0.1,0.1,1.7,1.8,3.9,4.9,1.0,3.0,2.4,1.3,2.1,2.5,0.93,2.6,0.112518902777194
40.4,2.2,2.2,16.4,16.4,14.8,0.0,0.51,14.0,20.0,0.14,0.1,2.0,13.0,0.07,0.06,0.1,0.42,0.9,1.4,3.2,3.5,3.0,30.0,0.3,0.5,0.7,3.1,0.61,2.3,0.112049797968057
42.8,9.4,2.2,8.0,15.2,49.6,0.0,0.5,14.0,35.0,0.14,0.05,2.0,9.0,0.14,0.07,0.1,0.5,1.1,4.5,4.7,4.4,19.0,14.0,3.1,1.6,3.7,3.6,0.28,3.1,0.112032848182223
41.6,11.8,2.2,18.8,16.4,50.8,0.0,0.51,14.0,35.0,0.175,0.04,2.0,27.0,0.105,0.03,0.1,0.31,0.9,4.2,4.2,3.7,22.0,27.0,0.9,3.0,2.6,3.2,0.44,2.1,0.111985813067953
11.6,5.8,8.2,20.0,14.0,5.2,0.0,0.5,14.0,28.0,0.07,0.02,2.0,32.0,0.07,0.04,0.1,0.43,1.5,2.3,4.5,4.7,26.0,25.0,2.2,1.2,5.0,0.8,1.05,2.3,0.111918627939491
14.0,11.8,7.0,15.2,17.6,14.8,0.0,0.51,14.0,34.0,0.07,0.02,2.0,21.0,0.105,0.04,0.1,0.21,1.4,4.2,4.7,2.5,17.0,23.0,4.9,0.9,1.4,0.2,0.79,2.4,0.111910067103349
16.4,13.0,5.8,10.4,12.8,11.2,0.0,0.51,14.0,34.0,0.175,0.1,2.0,30.0,0.175,0.06,0.1,0.3,1.3,4.4,3.2,2.3,22.0,9.0,2.4,2.1,3.8,2.9,1.25,1.2,0.111832502551215
21.2,9.4,4.6,22.4,6.8,14.8,0.0,0.5,14.0,8.0,0.14,0.06,2.0,17.0,0.07,0.03,0.1,0.4,0.7,1.0,1.6,4.5,22.0,13.0,1.5,3.3,4.7,0.4,0.55,1.5,0.111455305527918
27.2,10.6,3.4,6.8,10.4,29.2,0.0,0.51,14.0,27.0,0.105,0.08,2.0,15.0,0.105,0.07,0.1,0.35,0.9,1.6,5.0,1.4,21.0,22.0,2.3,4.4,3.7,3.1,0.25,1.2,0.111374002719919
10.4,10.6,9.4,4.4,9.2,6.4,0.0,0.5,14.0,31.0,0.14,0.02,2.0,10.0,0.07,0.05,0.1,0.48,0.8,2.3,2.6,3.4,9.0,11.0,0.3,2.5,1.7,2.0,0.51,2.2,0.111159374859463
9.2,9.4,10.6,14.0,17.6,10.0,0.0,0.5,14.0,21.0,0.14,0.07,2.0,11.0,0.07,0.01,0.1,0.12,1.8,1.9,3.9,4.5,18.0,0.0,0.6,2.8,2.1,3.5,0.12,1.6,0.111024963458116
9.2,7.0,10.6,21.2,5.6,38.8,0.0,0.5,14.0,34.0,0.105,0.05,2.0,13.0,0.105,0.08,0.1,0.49,0.5,3.3,3.2,2.2,29.0,12.0,3.3,0.1,4.6,4.2,0.45,1.3,0.110945467686015
10.4,10.6,9.4,11.6,23.6,6.4,0.0,0.51,14.0,33.0,0.175,0.03,2.0,16.0,0.14,0.02,0.1,0.12,2.4,2.7,5.0,4.1,27.0,20.0,0.8,4.6,1.3,1.2,1.45,2.8,0.110935647329531
11.6,9.4,8.2,16.4,14.0,7.6,0.0,0.5,14.0,15.0,0.175,0.05,2.0,24.0,0.175,0.05,0.1,0.31,1.2,1.3,3.9,4.6,5.0,8.0,4.0,0.4,5.0,1.2,0.86,1.7,0.110812018326189
16.4,5.8,5.8,15.2,20.0,13.6,0.0,0.5,14.0,23.0,0.105,0.02,2.0,29.0,0.105,0.1,0.1,0.21,2.4,2.5,3.8,4.5,0.0,11.0,3.3,4.7,3.0,0.2,1.53,2.4,0.110709311707396
27.2,5.8,3.4,11.6,26.0,38.8,0.0,0.51,14.0,5.0,0.07,0.05,2.0,33.0,0.07,0.01,0.1,0.08,1.4,0.5,5.0,4.8,6.0,19.0,1.9,4.6,4.5,3.5,0.12,4.4,0.11067724097302
9.2,5.8,10.6,20.0,26.0,29.2,0.0,0.51,14.0,17.0,0.14,0.07,2.0,18.0,0.07,0.07,0.1,0.41,2.8,1.5,5.0,4.8,28.0,17.0,3.6,0.4,3.1,0.4,0.17,4.3,0.11063533053467
42.8,11.8,2.2,20.0,18.8,31.6,0.0,0.51,14.0,19.0,0.07,0.05,2.0,14.0,0.07,0.05,0.1,0.49,0.8,2.0,3.5,3.5,5.0,1.0,3.6,0.5,0.2,3.3,0.35,2.6,0.110618879708811
21.2,11.8,4.6,20.0,5.6,49.6,0.0,0.5,14.0,34.0,0.14,0.1,2.0,6.0,0.14,0.07,0.1,0.38,0.6,4.2,1.8,2.7,20.0,17.0,4.3,0.5,2.1,2.5,0.24,1.5,0.110610717432103
27.2,7.0,3.4,16.4,8.0,4.0,0.0,0.5,14.0,32.0,0.175,0.08,2.0,32.0,0.035,0.01,0.1,0.41,0.4,2.4,1.7,1.8,8.0,4.0,3.8,2.3,1.3,4.6,0.19,1.5,0.110594511277469
15.2,1.0,5.8,20.0,8.0,48.4,0.0,0.5,14.0,33.0,0.175,0.04,2.0,27.0,0.07,0.07,0.1,0.1,0.9,2.1,4.7,4.8,19.0,0.0,3.7,4.4,2.3,0.4,0.55,1.0,0.110225655102852
14.0,3.4,7.0,4.4,24.8,50.8,0.0,0.51,14.0,17.0,0.14,0.02,2.0,10.0,0.07,0.06,0.1,0.43,2.7,1.0,4.3,4.7,25.0,30.0,2.3,1.1,3.0,1.9,0.85,4.2,0.110177696412612
9.2,13.0,10.6,16.4,3.2,13.6,0.0,0.51,14.0,34.0,0.105,0.01,2.0,35.0,0.14,0.1,0.1,0.23,0.3,1.5,1.8,2.0,6.0,29.0,2.6,2.5,0.7,1.6,0.2,1.3,0.11014396034472
28.4,1.0,3.4,8.0,12.8,25.6,0.0,0.5,14.0,25.0,0.14,0.09,2.0,15.0,0.07,0.01,0.1,0.18,1.2,2.0,4.5,2.7,2.0,22.0,2.4,1.9,4.1,0.4,1.04,1.4,0.110121062909101
9.2,7.0,11.8,8.0,5.6,32.8,0.0,0.5,14.0,25.0,0.175,0.09,2.0,29.0,0.105,0.08,0.1,0.19,0.7,2.7,1.9,2.5,3.0,14.0,0.2,3.8,5.0,0.6,0.41,1.2,0.109803768341475
28.4,4.6,3.4,24.8,5.6,36.4,0.0,0.51,14.0,15.0,0.14,0.08,2.0,15.0,0.175,0.04,0.1,0.37,0.6,2.0,3.7,3.0,16.0,16.0,2.6,0.3,4.4,3.8,0.34,1.5,0.109728892216636
16.4,11.8,5.8,5.6,10.4,40.0,0.0,0.5,14.0,27.0,0.105,0.02,2.0,15.0,0.105,0.09,0.1,0.45,0.8,2.6,4.1,2.1,22.0,23.0,2.9,2.1,4.0,2.0,0.14,1.4,0.10968395003747
9.2,1.0,9.4,22.4,10.4,22.0,0.0,0.5,14.0,29.0,0.105,0.05,2.0,8.0,0.175,0.02,0.1,0.28,0.8,1.6,3.5,3.9,27.0,24.0,1.0,1.3,2.5,4.9,0.24,2.2,0.10957466999036
10.4,10.6,9.4,6.8,24.8,23.2,0.0,0.5,14.0,22.0,0.07,0.05,2.0,25.0,0.14,0.05,0.1,0.36,3.3,1.6,4.9,4.8,13.0,16.0,3.1,2.1,3.0,3.9,0.27,3.3,0.109458515351185
10.4,3.4,9.4,8.0,6.8,44.8,0.0,0.5,14.0,26.0,0.07,0.01,2.0,16.0,0.175,0.02,0.1,0.48,0.8,2.0,4.7,4.7,2.0,20.0,4.2,4.2,0.8,0.3,0.49,1.3,0.109162779659346
42.8,8.2,2.2,9.2,6.8,28.0,0.0,0.51,14.0,35.0,0.105,0.03,2.0,26.0,0.07,0.02,0.1,0.39,0.7,1.5,1.6,4.1,21.0,19.0,2.7,4.5,2.1,3.1,0.5,1.1,0.108848295949148
14.0,11.8,7.0,20.0,16.4,52.0,0.0,0.5,14.0,32.0,0.175,0.06,2.0,20.0,0.14,0.06,0.1,0.27,1.5,4.1,3.8,2.3,18.0,24.0,2.7,4.9,4.3,1.5,1.17,1.7,0.108761951128556
14.0,11.8,7.0,20.0,16.4,52.0,0.0,0.5,14.0,32.0,0.175,0.06,2.0,20.0,0.14,0.06,0.1,0.27,1.5,4.1,3.8,2.3,18.0,24.0,2.7,4.9,4.3,1.5,1.17,1.7,0.108761951128556
14.0,11.8,7.0,20.0,16.4,52.0,0.0,0.5,14.0,32.0,0.175,0.06,2.0,20.0,0.14,0.06,0.1,0.27,1.5,4.1,3.8,2.3,18.0,24.0,2.7,4.9,4.3,1.5,1.17,1.7,0.108761951128556
14.0,7.0,7.0,12.8,10.4,49.6,0.0,0.5,14.0,22.0,0.07,0.07,2.0,9.0,0.175,0.07,0.1,0.34,1.2,2.3,4.4,1.7,21.0,18.0,3.5,1.8,2.7,4.7,0.37,1.3,0.10873907935844
9.2,7.0,10.6,18.8,15.2,6.4,0.0,0.51,14.0,8.0,0.175,0.1,2.0,24.0,0.07,0.06,0.1,0.37,1.4,1.0,3.6,4.1,19.0,17.0,3.4,4.9,2.9,2.9,0.41,3.5,0.108153290053288
22.4,3.4,4.6,8.0,4.4,20.8,0.0,0.5,14.0,21.0,0.105,0.09,2.0,11.0,0.105,0.09,0.1,0.2,0.5,1.0,2.2,3.5,5.0,25.0,3.1,1.5,2.4,3.3,0.12,1.8,0.108101068450786
45.2,2.2,2.2,15.2,8.0,4.0,0.0,0.51,14.0,20.0,0.07,0.05,2.0,21.0,0.07,0.04,0.1,0.37,0.5,1.4,1.6,2.6,20.0,1.0,1.8,5.0,1.2,2.7,0.29,1.2,0.107991517253494
16.4,4.6,5.8,14.0,12.8,29.2,0.0,0.51,14.0,24.0,0.07,0.04,2.0,10.0,0.035,0.02,0.1,0.09,0.7,1.6,3.2,3.0,11.0,11.0,4.0,0.4,4.0,4.6,0.45,2.3,0.10790346847183
9.2,5.8,10.6,11.6,15.2,22.0,0.0,0.51,14.0,8.0,0.105,0.1,2.0,29.0,0.105,0.01,0.1,0.35,1.7,0.8,3.7,3.3,27.0,11.0,1.2,4.6,0.9,1.9,0.58,2.8,0.107893085919543
9.2,5.8,10.6,11.6,15.2,22.0,0.0,0.51,14.0,8.0,0.105,0.1,2.0,29.0,0.105,0.01,0.1,0.35,1.7,0.8,3.7,3.3,27.0,11.0,1.2,4.6,0.9,1.9,0.58,2.8,0.107893085919543
9.2,5.8,10.6,11.6,15.2,22.0,0.0,0.51,14.0,8.0,0.105,0.1,2.0,29.0,0.105,0.01,0.1,0.35,1.7,0.8,3.7,3.3,27.0,11.0,1.2,4.6,0.9,1.9,0.58,2.8,0.107893085919543
21.2,8.2,4.6,11.6,11.6,16.0,0.0,0.51,14.0,35.0,0.175,0.07,2.0,23.0,0.105,0.1,0.1,0.31,1.3,0.6,2.9,4.0,22.0,23.0,0.6,3.7,3.1,1.8,0.18,1.4,0.107788030967693
44.0,13.0,2.2,10.4,4.4,42.4,0.0,0.5,14.0,17.0,0.105,0.02,2.0,18.0,0.07,0.04,0.1,0.06,0.3,1.1,1.4,4.0,0.0,6.0,4.2,3.8,4.3,4.4,0.15,1.0,0.107678689843261
45.2,13.0,2.2,17.6,3.2,48.4,0.0,0.5,14.0,29.0,0.175,0.03,2.0,15.0,0.105,0.05,0.1,0.45,0.3,3.0,1.7,4.3,15.0,24.0,2.6,1.7,2.9,0.1,0.28,1.3,0.10764314462553
11.6,7.0,9.4,2.0,4.4,7.6,0.0,0.5,14.0,6.0,0.175,0.04,2.0,28.0,0.07,0.04,0.1,0.49,0.4,0.7,2.2,3.0,22.0,22.0,2.5,4.4,2.0,3.4,0.34,1.9,0.107571454241665
10.4,13.0,9.4,16.4,10.4,19.6,0.0,0.51,14.0,33.0,0.175,0.05,2.0,5.0,0.175,0.1,0.1,0.36,0.9,0.3,2.1,2.1,6.0,25.0,4.9,2.3,1.3,1.8,0.24,1.9,0.107472711463935
10.4,13.0,9.4,16.4,10.4,19.6,0.0,0.51,14.0,33.0,0.175,0.05,2.0,5.0,0.175,0.1,0.1,0.36,0.9,0.3,2.1,2.1,6.0,25.0,4.9,2.3,1.3,1.8,0.24,1.9,0.107472711463935
10.4,13.0,9.4,16.4,10.4,19.6,0.0,0.51,14.0,33.0,0.175,0.05,2.0,5.0,0.175,0.1,0.1,0.36,0.9,0.3,2.1,2.1,6.0,25.0,4.9,2.3,1.3,1.8,0.24,1.9,0.107472711463935
14.0,9.4,7.0,24.8,8.0,16.0,0.0,0.5,14.0,16.0,0.14,0.05,2.0,15.0,0.035,0.01,0.1,0.44,0.6,2.0,4.3,3.4,27.0,4.0,2.3,0.7,0.8,1.9,0.19,1.7,0.107419370382574
14.0,7.0,7.0,22.4,10.4,29.2,0.0,0.51,14.0,24.0,0.14,0.1,2.0,32.0,0.035,0.03,0.1,0.3,0.9,2.9,3.4,3.8,26.0,1.0,4.4,2.3,5.0,2.7,0.43,2.8,0.107417331001983
14.0,7.0,7.0,22.4,10.4,29.2,0.0,0.51,14.0,24.0,0.14,0.1,2.0,32.0,0.035,0.03,0.1,0.3,0.9,2.9,3.4,3.8,26.0,1.0,4.4,2.3,5.0,2.7,0.43,2.8,0.107417331001983
14.0,7.0,7.0,22.4,10.4,29.2,0.0,0.51,14.0,24.0,0.14,0.1,2.0,32.0,0.035,0.03,0.1,0.3,0.9,2.9,3.4,3.8,26.0,1.0,4.4,2.3,5.0,2.7,0.43,2.8,0.107417331001983
8.0,3.4,11.8,17.6,22.4,14.8,0.0,0.5,14.0,27.0,0.07,0.05,2.0,22.0,0.175,0.03,0.1,0.24,1.1,2.9,4.5,4.7,5.0,17.0,1.1,3.3,0.6,5.0,0.6,4.4,0.107415951601259
21.2,5.8,4.6,4.4,21.2,40.0,0.0,0.5,14.0,8.0,0.175,0.09,2.0,16.0,0.105,0.07,0.1,0.23,1.8,0.6,4.7,2.9,4.0,23.0,1.2,3.6,2.0,5.0,0.38,2.4,0.107413155144606
16.4,10.6,5.8,20.0,10.4,43.6,0.0,0.51,14.0,27.0,0.14,0.06,2.0,14.0,0.14,0.04,0.1,0.18,1.3,1.0,4.5,3.7,27.0,10.0,2.8,1.9,3.0,4.0,0.73,1.1,0.107301038512141
21.2,3.4,4.6,21.2,26.0,24.4,0.0,0.5,14.0,32.0,0.175,0.05,2.0,22.0,0.07,0.05,0.1,0.13,1.6,3.6,4.9,4.7,6.0,5.0,3.6,0.7,3.7,2.4,0.19,4.4,0.107281073804789
8.0,1.0,11.8,5.6,16.4,7.6,0.0,0.51,14.0,26.0,0.105,0.09,2.0,19.0,0.105,0.09,0.1,0.37,1.4,1.4,2.8,4.2,27.0,18.0,0.7,4.9,1.9,1.0,0.27,2.7,0.106971497031272
17.6,9.4,5.8,16.4,9.2,7.6,0.0,0.51,14.0,23.0,0.175,0.08,2.0,27.0,0.14,0.05,0.1,0.4,0.5,0.9,3.2,2.1,17.0,23.0,3.3,4.1,2.9,1.3,0.18,1.3,0.106937523319389
46.4,11.8,2.2,21.2,5.6,18.4,0.0,0.5,14.0,28.0,0.105,0.07,2.0,19.0,0.175,0.09,0.1,0.29,0.3,1.5,3.3,3.3,13.0,15.0,0.5,4.7,1.4,2.9,0.14,1.6,0.106709273975807
9.2,10.6,10.6,5.6,18.8,28.0,0.0,0.5,14.0,9.0,0.07,0.01,2.0,22.0,0.175,0.07,0.1,0.23,1.3,1.0,4.2,4.4,3.0,11.0,0.3,2.1,1.1,1.7,0.89,3.3,0.106684938419005
29.6,9.4,3.4,10.4,6.8,48.4,0.0,0.5,14.0,25.0,0.14,0.06,2.0,25.0,0.105,0.09,0.1,0.18,0.5,2.3,3.8,3.6,18.0,22.0,3.7,3.4,2.2,1.1,0.14,1.9,0.106616710501927
12.8,3.4,8.2,9.2,5.6,53.2,0.0,0.5,14.0,15.0,0.175,0.05,2.0,7.0,0.035,0.03,0.1,0.42,0.3,2.0,3.3,3.8,14.0,11.0,1.4,0.5,3.8,4.4,0.28,1.8,0.106583175121574
14.0,10.6,7.0,22.4,8.0,49.6,0.0,0.5,14.0,19.0,0.14,0.04,2.0,32.0,0.035,0.02,0.1,0.09,0.9,1.9,5.0,1.9,28.0,8.0,2.1,1.3,2.4,2.2,0.27,1.0,0.106557356273738
9.2,9.4,10.6,8.0,11.6,49.6,0.0,0.51,14.0,24.0,0.07,0.06,2.0,33.0,0.105,0.1,0.1,0.21,1.3,1.2,4.4,2.7,6.0,19.0,0.6,1.6,1.3,2.7,0.11,1.5,0.106553603616451
29.6,4.6,3.4,5.6,22.4,47.2,0.0,0.51,14.0,32.0,0.105,0.02,2.0,19.0,0.14,0.03,0.1,0.32,3.0,3.7,4.8,3.9,23.0,6.0,1.4,2.8,2.8,2.9,0.15,2.7,0.106304042420266
16.4,7.0,5.8,6.8,26.0,50.8,0.0,0.5,14.0,30.0,0.035,0.03,2.0,10.0,0.105,0.08,0.1,0.17,1.4,2.3,5.0,5.0,10.0,15.0,2.2,4.6,2.3,3.6,0.86,4.4,0.106202547031162
12.8,8.2,8.2,21.2,5.6,26.8,0.0,0.5,14.0,35.0,0.14,0.03,2.0,11.0,0.175,0.1,0.1,0.33,0.7,2.6,2.9,2.1,25.0,19.0,1.1,4.9,0.8,1.0,0.25,1.6,0.106178080580418
12.8,10.6,8.2,22.4,3.2,10.0,0.0,0.51,14.0,33.0,0.105,0.04,2.0,9.0,0.105,0.06,0.1,0.48,0.2,0.7,1.7,4.7,13.0,27.0,3.0,2.7,1.0,3.0,0.15,1.3,0.106015313699308
22.4,10.6,4.6,11.6,9.2,31.6,0.0,0.51,14.0,28.0,0.14,0.03,2.0,32.0,0.105,0.09,0.1,0.21,1.0,1.3,4.0,3.9,4.0,14.0,0.1,1.5,3.1,2.1,0.64,2.2,0.105925583656777
14.0,9.4,7.0,24.8,12.8,40.0,0.0,0.5,14.0,12.0,0.105,0.1,2.0,34.0,0.105,0.09,0.1,0.48,0.6,0.4,4.0,5.0,15.0,27.0,2.6,0.8,1.7,0.8,0.29,1.5,0.105826901705178
29.6,8.2,3.4,9.2,3.2,10.0,0.0,0.51,14.0,34.0,0.105,0.1,2.0,30.0,0.14,0.06,0.1,0.19,0.4,3.8,1.5,2.6,30.0,10.0,3.9,4.2,0.3,0.9,0.26,1.1,0.105758626675515
45.2,11.8,2.2,4.4,15.2,48.4,0.0,0.51,14.0,19.0,0.175,0.1,2.0,12.0,0.035,0.01,0.1,0.5,1.2,0.6,4.6,3.4,5.0,11.0,1.8,0.7,1.6,2.4,0.15,1.0,0.105749006874249
15.2,11.8,7.0,17.6,9.2,47.2,0.0,0.5,14.0,33.0,0.175,0.01,2.0,10.0,0.105,0.05,0.1,0.42,0.7,2.0,2.0,3.6,0.0,10.0,2.9,3.8,2.0,2.6,0.44,1.4,0.105677737658091
29.6,8.2,3.4,15.2,8.0,46.0,0.0,0.5,14.0,14.0,0.14,0.07,2.0,27.0,0.105,0.08,0.1,0.27,0.6,1.3,2.4,2.1,25.0,21.0,2.6,3.9,4.2,1.2,0.53,1.6,0.105567381598344
21.2,3.4,4.6,16.4,20.0,31.6,0.0,0.51,14.0,34.0,0.14,0.07,2.0,33.0,0.07,0.06,0.1,0.41,1.0,4.3,4.2,4.0,2.0,3.0,1.0,3.8,3.7,2.3,0.45,2.0,0.105462389167835
29.6,8.2,3.4,10.4,11.6,32.8,0.0,0.51,14.0,23.0,0.14,0.03,2.0,33.0,0.175,0.02,0.1,0.23,0.9,1.5,3.2,4.1,21.0,7.0,3.0,2.2,3.4,0.4,0.53,1.6,0.105433338792773
29.6,5.8,3.4,17.6,26.0,29.2,0.0,0.5,14.0,26.0,0.105,0.09,2.0,10.0,0.105,0.07,0.1,0.41,2.5,2.0,5.0,4.8,30.0,5.0,3.7,1.6,4.8,1.9,1.09,3.0,0.105311164879002
46.4,7.0,2.2,22.4,3.2,49.6,0.0,0.5,14.0,24.0,0.14,0.07,2.0,24.0,0.105,0.04,0.1,0.45,0.3,3.2,1.7,4.4,13.0,23.0,2.2,0.3,1.3,2.3,0.18,1.3,0.105122327872242
22.4,9.4,4.6,8.0,9.2,25.6,0.0,0.51,14.0,18.0,0.105,0.03,2.0,34.0,0.14,0.1,0.1,0.46,1.1,2.4,2.6,2.2,25.0,20.0,3.8,4.8,4.5,0.9,0.41,1.1,0.105084758688935
